SA3_CODE16,Year,NV,rsNV,INT,rsINT,HOSP,rsHOSP,GS,rsGS,VI,rsVI
10102,2011,5.161780144334934,0.34226190476190477,NA,NA,0.12388745500311311,0.5803571428571429,NA,NA,158.42181142171225,0.36607142857142855
10103,2011,5.833818224135925,0.44047619047619047,NA,NA,0.2169623930552997,0.7738095238095238,NA,NA,173.14902798334768,0.48214285714285715
10104,2011,5.1662550320903255,0.3482142857142857,NA,NA,3.529122941912825,0.9107142857142857,NA,NA,232.17234802246097,0.8988095238095238
10105,2011,6.515109891153282,0.5267857142857143,NA,NA,0.12374484115238377,0.5773809523809523,NA,NA,164.53365580240893,0.40773809523809523
10106,2011,5.3712723482087465,0.375,NA,NA,0.1420801591841577,0.6190476190476191,NA,NA,167.63143316904706,0.4375
10201,2011,7.654752958826903,0.6785714285714286,NA,NA,0.20096270471173347,0.7410714285714286,NA,NA,218.79858160018924,0.8333333333333334
10202,2011,6.8071955834919935,0.5625,NA,NA,0.15953525498919455,0.6696428571428571,NA,NA,218.71253213428318,0.8273809523809523
10301,2011,5.577610249472398,0.4107142857142857,NA,NA,0.19280117826828758,0.7291666666666666,NA,NA,173.52903906504312,0.4880952380952381
10302,2011,7.257327478547932,0.625,NA,NA,0.19233384218832278,0.7261904761904762,NA,NA,143.56566405296334,0.21428571428571427
10303,2011,7.188692860360787,0.6220238095238095,NA,NA,333.4800212972116,0.9851190476190477,NA,NA,182.45431497361923,0.5744047619047619
10304,2011,6.0281029960341215,0.4732142857142857,NA,NA,0.2722372186855216,0.8273809523809523,NA,NA,178.4991525014242,0.5267857142857143
10401,2011,6.95418609978552,0.5892857142857143,NA,NA,0.03991261799080348,0.27976190476190477,NA,NA,206.528547498915,0.7380952380952381
10402,2011,6.323335199550962,0.5059523809523809,NA,NA,0.23069254447641319,0.7976190476190477,NA,NA,238.2142317030165,0.9404761904761905
10501,2011,11.151103750316581,0.8660714285714286,NA,NA,0.21445745373890834,0.7678571428571429,NA,NA,118.36642252604169,0.050595238095238096
10502,2011,10.718449117050216,0.8363095238095238,NA,NA,0.05676335357892944,0.3630952380952381,NA,NA,95.0571762720744,0.011904761904761904
10503,2011,7.327485084104112,0.6339285714285714,NA,NA,0.24624934401543672,0.8035714285714286,NA,NA,143.53313287099206,0.2113095238095238
10601,2011,4.528798975742772,0.25892857142857145,NA,NA,0.08685600591302423,0.47619047619047616,NA,NA,188.62306949070526,0.6160714285714286
10602,2011,6.206239519611137,0.49107142857142855,NA,NA,0.0728125612552267,0.41369047619047616,NA,NA,179.3545018513998,0.5416666666666666
10603,2011,4.641853649705674,0.28273809523809523,NA,NA,0.006881033806519091,0.125,NA,NA,221.7263781229655,0.8571428571428571
10604,2011,5.965805284524147,0.4583333333333333,NA,NA,0.15742701167029324,0.6577380952380952,NA,NA,175.64537684122726,0.5059523809523809
10701,2011,8.973007157680378,0.7470238095238095,NA,NA,0.08174508842470907,0.4494047619047619,NA,NA,232.84781065441317,0.9047619047619048
10702,2011,0,0.002976190476190476,NA,NA,333.3333333333333,0.9791666666666666,NA,NA,217.53641510009766,0.8214285714285714
10703,2011,5.602561726104505,0.41369047619047616,NA,NA,0.012330456226880395,0.15178571428571427,NA,NA,247.37183284759521,0.9732142857142857
10704,2011,10.965438363708776,0.8511904761904762,NA,NA,0.14443648721817803,0.6309523809523809,NA,NA,234.07022921244305,0.9107142857142857
10801,2011,6.326677413962356,0.5089285714285714,NA,NA,0.15403348891865626,0.6458333333333334,NA,NA,229.52825387318933,0.8928571428571429
10802,2011,7.788293088902301,0.6904761904761905,NA,NA,0.06563426402924079,0.39285714285714285,NA,NA,224.67801645067004,0.875
10803,2011,18.49315068493151,0.9642857142857143,NA,NA,0,0.002976190476190476,NA,NA,255,0.9940476190476191
10804,2011,6.705659467597645,0.5476190476190477,NA,NA,0.13078925569922717,0.5952380952380952,NA,NA,220.60918604532884,0.8482142857142857
10805,2011,6.8314698144499095,0.5714285714285714,NA,NA,0.13465238776293215,0.6071428571428571,NA,NA,214.64839299519855,0.8005952380952381
10901,2011,8.055736745602458,0.7142857142857143,NA,NA,0.39183724920708357,0.8571428571428571,NA,NA,176.80306294759123,0.5178571428571429
10902,2011,7.877431826405974,0.6994047619047619,NA,NA,0.26183553420160655,0.8154761904761905,NA,NA,128.4996314578587,0.09226190476190477
