SA2_MAIN16,Year
107031140,2013
107031141,2013
107031142,2013
107031143,2013
107041144,2013
107041145,2013
107041146,2013
107041147,2013
107041148,2013
107041150,2013
107041548,2013
107041549,2013
108011151,2013
108011152,2013
108011153,2013
108011154,2013
108021155,2013
108021156,2013
108021157,2013
108021158,2013
108021159,2013
108021160,2013
108031161,2013
108041162,2013
108041163,2013
108041164,2013
108041165,2013
108041166,2013
108051167,2013
108051168,2013
108051169,2013
108051170,2013
108051171,2013
109011172,2013
109011173,2013
109011174,2013
109011175,2013
109011176,2013
109021177,2013
109021178,2013
109021179,2013
109031180,2013
109031181,2013
109031182,2013
109031183,2013
109031184,2013
109031185,2013
110011186,2013
110011187,2013
110011188,2013
110011189,2013
110021190,2013
110021191,2013
110021192,2013
110021193,2013
110021194,2013
110031195,2013
110031196,2013
110031197,2013
110031198,2013
110041199,2013
110041200,2013
110041201,2013
110041202,2013
110041203,2013
110041204,2013
110041205,2013
111011206,2013
111011207,2013
111011208,2013
111011209,2013
111011210,2013
111011211,2013
111011212,2013
111011213,2013
111011214,2013
111021215,2013
111021216,2013
111021217,2013
111021218,2013
111021219,2013
111021220,2013
111021221,2013
111031222,2013
111031223,2013
111031224,2013
111031225,2013
111031226,2013
111031227,2013
111031228,2013
111031229,2013
111031230,2013
111031231,2013
111031232,2013
111031233,2013
111031234,2013
111031235,2013
112011236,2013
112011237,2013
112011238,2013
112011239,2013
112011240,2013
112011241,2013
112011242,2013
112011243,2013
112021244,2013
112021245,2013
112021246,2013
112021247,2013
112021248,2013
112021249,2013
112031250,2013
112031251,2013
112031252,2013
112031253,2013
112031254,2013
112031550,2013
112031551,2013
112031552,2013
113011256,2013
113011257,2013
113011258,2013
113011259,2013
113021260,2013
113021261,2013
113021262,2013
113031263,2013
113031264,2013
113031265,2013
113031266,2013
113031267,2013
113031268,2013
113031269,2013
113031270,2013
113031271,2013
114011272,2013
114011273,2013
114011274,2013
114011275,2013
114011276,2013
114011277,2013
114011278,2013
114011279,2013
114011280,2013
114011281,2013
114011282,2013
114011283,2013
114021284,2013
114021285,2013
114021286,2013
114021287,2013
114021288,2013
114021289,2013
115011290,2013
115011291,2013
115011294,2013
115011296,2013
115011553,2013
115011554,2013
115011555,2013
115011556,2013
115011557,2013
115011558,2013
115011559,2013
115021297,2013
115021298,2013
115031299,2013
115031300,2013
115041301,2013
115041302,2013
116011303,2013
116011304,2013
116011306,2013
116011307,2013
116011308,2013
116011560,2013
116011561,2013
116021309,2013
116021310,2013
116021312,2013
116021562,2013
116021563,2013
116031313,2013
116031314,2013
116031315,2013
116031316,2013
116031317,2013
116031318,2013
116031319,2013
117011320,2013
117011321,2013
117011322,2013
117011323,2013
117011324,2013
117011325,2013
117021326,2013
117021327,2013
117021328,2013
117031329,2013
117031330,2013
117031331,2013
117031332,2013
117031333,2013
117031334,2013
117031335,2013
117031336,2013
117031337,2013
117031338,2013
118011339,2013
118011340,2013
118011341,2013
118011342,2013
118011343,2013
118011344,2013
118011345,2013
118011346,2013
118011347,2013
118021348,2013
118021350,2013
118021564,2013
118021565,2013
118021566,2013
118021567,2013
118021568,2013
118021569,2013
118021570,2013
119011354,2013
119011355,2013
119011356,2013
119011357,2013
119011358,2013
119011359,2013
119011360,2013
119011361,2013
119011571,2013
119011572,2013
119021362,2013
119021363,2013
119021364,2013
119021366,2013
119021367,2013
119021573,2013
119021574,2013
119031368,2013
119031369,2013
119031370,2013
119031371,2013
119031372,2013
119031373,2013
119031374,2013
119041375,2013
119041376,2013
119041377,2013
119041378,2013
119041379,2013
119041380,2013
119041381,2013
119041382,2013
120011383,2013
120011384,2013
120011385,2013
120011386,2013
120021387,2013
120021388,2013
120021389,2013
120031390,2013
120031391,2013
120031392,2013
120031393,2013
120031394,2013
120031395,2013
120031396,2013
120031575,2013
120031576,2013
121011398,2013
121011399,2013
121011400,2013
121011401,2013
121011402,2013
121021403,2013
121021404,2013
121021406,2013
121021577,2013
121021578,2013
121021579,2013
121031407,2013
121031408,2013
121031409,2013
121031410,2013
121031411,2013
121031412,2013
121041413,2013
121041414,2013
121041415,2013
121041416,2013
121041417,2013
122011418,2013
122011419,2013
122021420,2013
122021421,2013
122021422,2013
122021423,2013
122031424,2013
122031425,2013
122031426,2013
122031427,2013
122031428,2013
122031429,2013
122031430,2013
122031431,2013
122031432,2013
123011433,2013
123011434,2013
123011435,2013
123021436,2013
123021437,2013
123021438,2013
123021439,2013
123021440,2013
123021441,2013
123021442,2013
123021443,2013
123021444,2013
123031445,2013
123031446,2013
123031447,2013
123031448,2013
124011449,2013
124011450,2013
124011451,2013
124011452,2013
124011453,2013
124011454,2013
124011455,2013
124021456,2013
124031457,2013
124031458,2013
124031459,2013
124031460,2013
124031461,2013
124031462,2013
124031463,2013
124031464,2013
124031465,2013
124041466,2013
124041467,2013
124041468,2013
124051469,2013
124051470,2013
124051580,2013
124051581,2013
125011473,2013
125011475,2013
125011582,2013
125011583,2013
125011584,2013
125011585,2013
125011586,2013
125011587,2013
125021476,2013
125021477,2013
125021478,2013
125031479,2013
125031480,2013
125031481,2013
125031482,2013
125031483,2013
125031484,2013
125031485,2013
125031486,2013
125031487,2013
125041489,2013
125041490,2013
125041491,2013
125041492,2013
125041493,2013
125041494,2013
125041588,2013
125041589,2013
126011495,2013
126011496,2013
126021497,2013
126021498,2013
126021499,2013
126021500,2013
126021501,2013
126021503,2013
126021590,2013
126021591,2013
127011504,2013
127011505,2013
127011506,2013
127011592,2013
127011593,2013
127011594,2013
127011595,2013
127011596,2013
127011597,2013
127021509,2013
127021510,2013
127021511,2013
127021512,2013
127021513,2013
127021514,2013
127021515,2013
127021516,2013
127021517,2013
127021518,2013
127021519,2013
127021520,2013
127021521,2013
127031522,2013
127031523,2013
127031524,2013
127031598,2013
127031599,2013
127031600,2013
127031601,2013
128011529,2013
128011530,2013
128011531,2013
128011602,2013
128011603,2013
128011604,2013
128011605,2013
128011606,2013
128021533,2013
128021534,2013
128021535,2013
128021536,2013
128021537,2013
128021538,2013
128021607,2013
128021608,2013
128021609,2013
201011001,2013
201011002,2013
201011003,2013
201011004,2013
201011005,2013
201011006,2013
201011007,2013
201011008,2013
201021009,2013
201021010,2013
201021011,2013
201021012,2013
201031013,2013
201031014,2013
201031015,2013
201031016,2013
201031017,2013
202011018,2013
202011019,2013
202011020,2013
202011021,2013
202011022,2013
202011023,2013
202011024,2013
202011025,2013
202021026,2013
202021027,2013
202021028,2013
202021029,2013
202021030,2013
202021031,2013
202031032,2013
202031033,2013
203011034,2013
203011035,2013
203011036,2013
203021037,2013
203021038,2013
203021039,2013
203021040,2013
203021041,2013
203021042,2013
203021043,2013
203021044,2013
203021045,2013
203021046,2013
203021047,2013
203031048,2013
203031049,2013
203031050,2013
203031051,2013
203031052,2013
203031053,2013
204011054,2013
204011055,2013
204011056,2013
204011057,2013
204011058,2013
204011059,2013
204011060,2013
204011061,2013
204011062,2013
204021063,2013
204021064,2013
204021065,2013
204021066,2013
204021067,2013
204031068,2013
204031069,2013
204031070,2013
204031071,2013
204031072,2013
204031073,2013
204031074,2013
204031075,2013
205011076,2013
205011077,2013
205011078,2013
205011079,2013
205021080,2013
205021081,2013
205021082,2013
205021083,2013
205021084,2013
205021085,2013
205021086,2013
205031087,2013
205031088,2013
205031089,2013
205031090,2013
205031091,2013
205031092,2013
205031093,2013
205041094,2013
205041095,2013
205041096,2013
205041097,2013
205041098,2013
205051099,2013
205051100,2013
205051101,2013
205051102,2013
205051103,2013
205051104,2013
206011105,2013
206011106,2013
206011107,2013
206011108,2013
206011109,2013
206021110,2013
206021111,2013
206021112,2013
206031113,2013
206031114,2013
206031115,2013
206031116,2013
206041117,2013
206041118,2013
206041119,2013
206041120,2013
206041121,2013
206041122,2013
206041123,2013
206041124,2013
206041125,2013
206041126,2013
206041127,2013
206051128,2013
206051129,2013
206051130,2013
206051131,2013
206051132,2013
206051133,2013
206051134,2013
206061135,2013
206061136,2013
206061137,2013
206061138,2013
206071139,2013
206071140,2013
206071141,2013
206071142,2013
206071143,2013
206071144,2013
206071145,2013
207011146,2013
207011147,2013
207011148,2013
207011149,2013
207011150,2013
207011151,2013
207011152,2013
207011153,2013
207011154,2013
207011155,2013
207021156,2013
207021157,2013
207021159,2013
207021160,2013
207021424,2013
207021425,2013
207031161,2013
207031162,2013
207031163,2013
207031164,2013
207031165,2013
207031166,2013
207031167,2013
208011168,2013
208011169,2013
208011170,2013
208011171,2013
208011172,2013
208011173,2013
208021174,2013
208021176,2013
208021177,2013
208021178,2013
208021179,2013
208021180,2013
208021181,2013
208021182,2013
208021426,2013
208021427,2013
208031183,2013
208031184,2013
208031185,2013
208031186,2013
208031187,2013
208031188,2013
208031189,2013
208031190,2013
208031191,2013
208031192,2013
208031193,2013
208041194,2013
208041195,2013
209011196,2013
209011197,2013
209011198,2013
209011199,2013
209011200,2013
209011201,2013
209011202,2013
209011203,2013
209011204,2013
209021205,2013
209021207,2013
209021208,2013
209021428,2013
209021429,2013
209031209,2013
209031210,2013
209031211,2013
209031212,2013
209031213,2013
209031214,2013
209031215,2013
209041216,2013
209041217,2013
209041219,2013
209041220,2013
209041221,2013
209041223,2013
209041224,2013
209041225,2013
209041430,2013
209041431,2013
209041432,2013
209041433,2013
209041434,2013
209041435,2013
209041436,2013
209041437,2013
210011226,2013
210011227,2013
210011228,2013
210011229,2013
210011230,2013
210011231,2013
210021232,2013
210021233,2013
210021234,2013
210021235,2013
210031236,2013
210031237,2013
210031239,2013
210031438,2013
210031439,2013
210031440,2013
210041240,2013
210041241,2013
210051242,2013
210051243,2013
210051245,2013
210051246,2013
210051247,2013
210051248,2013
210051249,2013
210051250,2013
210051441,2013
210051442,2013
210051443,2013
210051444,2013
210051445,2013
211011251,2013
211011254,2013
211011255,2013
211011256,2013
211011257,2013
211011258,2013
211011259,2013
211011260,2013
211011446,2013
211011447,2013
211011448,2013
211011449,2013
211021261,2013
211021262,2013
211031263,2013
211031265,2013
211031266,2013
211031267,2013
211031268,2013
211031450,2013
211031451,2013
211031452,2013
211041269,2013
211041270,2013
211041271,2013
211041272,2013
211041273,2013
211051274,2013
211051275,2013
211051276,2013
211051277,2013
211051278,2013
211051279,2013
211051280,2013
211051281,2013
211051282,2013
211051283,2013
211051284,2013
211051285,2013
211051286,2013
212011287,2013
212011288,2013
212011289,2013
212011290,2013
212011291,2013
212011292,2013
212021293,2013
212021294,2013
212021295,2013
212021297,2013
212021299,2013
212021453,2013
212021454,2013
212021455,2013
212021456,2013
212031300,2013
212031301,2013
212031302,2013
212031303,2013
212031304,2013
212031305,2013
212031306,2013
212031308,2013
212031457,2013
212031458,2013
212041309,2013
212041310,2013
212041311,2013
212041312,2013
212041313,2013
212041314,2013
212041316,2013
212041317,2013
212041318,2013
212041459,2013
212041460,2013
212051319,2013
212051320,2013
212051321,2013
212051322,2013
212051323,2013
212051324,2013
212051325,2013
212051326,2013
212051327,2013
213011328,2013
213011329,2013
213011330,2013
213011331,2013
213011332,2013
213011333,2013
213011334,2013
213011335,2013
213011336,2013
213011337,2013
213011338,2013
213011339,2013
213011340,2013
213021341,2013
213021342,2013
213021343,2013
213021344,2013
213021345,2013
213021346,2013
213031347,2013
213031348,2013
213031349,2013
213031350,2013
213031351,2013
213031352,2013
213041353,2013
213041355,2013
213041356,2013
213041357,2013
213041358,2013
213041359,2013
213041360,2013
213041461,2013
213041462,2013
213041463,2013
213051361,2013
213051362,2013
213051363,2013
213051365,2013
213051366,2013
213051368,2013
213051369,2013
213051464,2013
213051465,2013
213051466,2013
213051467,2013
213051468,2013
214011370,2013
214011371,2013
214011372,2013
214011373,2013
214011374,2013
214011375,2013
214011376,2013
214021377,2013
214021378,2013
214021379,2013
214021380,2013
214021381,2013
214021382,2013
214021383,2013
214021384,2013
214021385,2013
215011386,2013
215011387,2013
215011388,2013
215011389,2013
215011390,2013
215011391,2013
215011392,2013
215011393,2013
215011394,2013
215021395,2013
215021396,2013
215021398,2013
215021399,2013
215021469,2013
215021470,2013
215031400,2013
215031401,2013
215031402,2013
215031403,2013
215031404,2013
215031405,2013
216011406,2013
216011407,2013
216011408,2013
216011409,2013
216011410,2013
216021411,2013
216021412,2013
216021413,2013
216021414,2013
216031415,2013
216031416,2013
216031417,2013
216031418,2013
216031419,2013
217011420,2013
217011421,2013
217011422,2013
217011423,2013
217031471,2013
217031472,2013
217031473,2013
217031474,2013
217031475,2013
217031476,2013
217041477,2013
217041478,2013
217041479,2013
217041480,2013
301011001,2013
301011002,2013
301011003,2013
301011004,2013
301011005,2013
301011006,2013
301021007,2013
301021008,2013
301021009,2013
301021011,2013
301021012,2013
301021013,2013
301021527,2013
301031014,2013
301031015,2013
301031016,2013
301031017,2013
301031018,2013
301031019,2013
301031020,2013
301031021,2013
302011022,2013
302011023,2013
302011024,2013
302011025,2013
302011026,2013
302021027,2013
302021028,2013
302021029,2013
302021030,2013
302021031,2013
302021032,2013
302021033,2013
302021034,2013
302031035,2013
302031036,2013
302031037,2013
302031038,2013
302031039,2013
302031040,2013
302041041,2013
302041042,2013
302041043,2013
302041044,2013
302041045,2013
302041046,2013
303011047,2013
303011048,2013
303011049,2013
303011050,2013
303011051,2013
303021052,2013
303021053,2013
303021054,2013
303021055,2013
303021056,2013
303021057,2013
303021058,2013
303021059,2013
303031060,2013
303031061,2013
303031062,2013
303031063,2013
303031064,2013
303031065,2013
303031066,2013
303041067,2013
303041068,2013
303041069,2013
303041070,2013
303041071,2013
303051072,2013
303051073,2013
303051074,2013
303051075,2013
303051076,2013
303061077,2013
303061078,2013
303061079,2013
303061080,2013
304011081,2013
304011082,2013
304011083,2013
304011084,2013
304011085,2013
304021086,2013
304021087,2013
304021088,2013
304021089,2013
304021090,2013
304021091,2013
304031092,2013
304031093,2013
304031094,2013
304031095,2013
304031096,2013
304031097,2013
304041098,2013
304041099,2013
304041100,2013
304041101,2013
304041102,2013
304041103,2013
304041104,2013
305011105,2013
305011106,2013
305011107,2013
305011108,2013
305011109,2013
305011110,2013
305011111,2013
305011112,2013
305021113,2013
305021114,2013
305021115,2013
305021116,2013
305021117,2013
305021118,2013
305031119,2013
305031120,2013
305031121,2013
305031122,2013
305031123,2013
305031124,2013
305031125,2013
305031126,2013
305031127,2013
305031128,2013
305031129,2013
305031130,2013
305031131,2013
305041132,2013
305041133,2013
305041134,2013
305041135,2013
305041136,2013
305041137,2013
306011138,2013
306011139,2013
306011140,2013
306011141,2013
306011142,2013
306011143,2013
306021144,2013
306021145,2013
306021146,2013
306021147,2013
306021148,2013
306021149,2013
306021150,2013
306021151,2013
306021152,2013
306021153,2013
306021154,2013
306021155,2013
306021156,2013
306021157,2013
306031158,2013
306031159,2013
306031160,2013
306031161,2013
306031162,2013
306031163,2013
306041164,2013
306041165,2013
306051166,2013
306051167,2013
306051168,2013
306051169,2013
306051170,2013
307011171,2013
307011172,2013
307011173,2013
307011174,2013
307011175,2013
307011176,2013
307011177,2013
307011178,2013
307021179,2013
307021180,2013
307021181,2013
307021182,2013
307021183,2013
307031184,2013
307031185,2013
307031186,2013
307031187,2013
307031188,2013
307031189,2013
308011190,2013
308011191,2013
308011192,2013
308031205,2013
308031206,2013
308031207,2013
308031208,2013
308031209,2013
308031210,2013
308031211,2013
308031212,2013
308031213,2013
308031214,2013
308031215,2013
308031216,2013
308031217,2013
308031218,2013
308031219,2013
308031220,2013
308031221,2013
308031222,2013
308031223,2013
308041528,2013
308041529,2013
308051530,2013
308051531,2013
308051532,2013
308051533,2013
308051534,2013
308051535,2013
308051536,2013
308051537,2013
308051538,2013
308051539,2013
309011224,2013
309011225,2013
309011226,2013
309011227,2013
309011228,2013
309011229,2013
309021230,2013
309021231,2013
309021232,2013
309021233,2013
309021234,2013
309031235,2013
309031236,2013
309031237,2013
309031238,2013
309031239,2013
309031240,2013
309041241,2013
309041242,2013
309051243,2013
309051244,2013
309051245,2013
309061246,2013
309061247,2013
309061248,2013
309061249,2013
309061250,2013
309071251,2013
309071252,2013
309071253,2013
309071254,2013
309071255,2013
309071256,2013
309071257,2013
309071258,2013
309081259,2013
309081260,2013
309081261,2013
309081262,2013
309091263,2013
309091264,2013
309091265,2013
309091540,2013
309091541,2013
309101267,2013
309101268,2013
309101269,2013
309101270,2013
310011271,2013
310011272,2013
310011273,2013
310011274,2013
310011275,2013
310011276,2013
310021277,2013
310021278,2013
310021279,2013
310021280,2013
310021281,2013
310021282,2013
310031283,2013
310031284,2013
310031285,2013
310031286,2013
310031287,2013
310031288,2013
310031289,2013
310031290,2013
310031291,2013
310031292,2013
310031293,2013
310031294,2013
310031295,2013
310041296,2013
310041297,2013
310041298,2013
310041299,2013
310041300,2013
310041301,2013
310041302,2013
310041303,2013
310041304,2013
311011305,2013
311021306,2013
311021307,2013
311021308,2013
311021309,2013
311021310,2013
311031311,2013
311031312,2013
311031313,2013
311031314,2013
311031315,2013
311031316,2013
311031317,2013
311031318,2013
311031319,2013
311041320,2013
311041321,2013
311041322,2013
311051323,2013
311051324,2013
311051325,2013
311051326,2013
311051327,2013
311051328,2013
311061329,2013
311061330,2013
311061331,2013
311061332,2013
311061333,2013
311061334,2013
311061335,2013
311061336,2013
312011337,2013
312011338,2013
312011339,2013
312011340,2013
312011341,2013
312021342,2013
312021343,2013
312021344,2013
312021345,2013
312021346,2013
312021347,2013
312021348,2013
312021349,2013
312021350,2013
312021351,2013
312021352,2013
312021353,2013
312021354,2013
312021355,2013
312021356,2013
312021357,2013
312021358,2013
312031359,2013
312031360,2013
312031361,2013
313011362,2013
313011363,2013
313021364,2013
313021365,2013
313021366,2013
313021367,2013
313021368,2013
313021369,2013
313031370,2013
313031371,2013
313041372,2013
313041373,2013
313041374,2013
313041375,2013
313041376,2013
313051377,2013
313051378,2013
313051379,2013
313051380,2013
313051542,2013
314011382,2013
314011383,2013
314011384,2013
314011385,2013
314011386,2013
314011387,2013
314021388,2013
314021389,2013
314021390,2013
314031391,2013
314031392,2013
314031393,2013
314031394,2013
315011395,2013
315011396,2013
315011397,2013
315011398,2013
315011399,2013
315011400,2013
315011401,2013
315011402,2013
315011403,2013
315021404,2013
315021405,2013
315021406,2013
315021407,2013
315031408,2013
315031409,2013
315031410,2013
315031411,2013
315031412,2013
316011413,2013
316011414,2013
316011415,2013
316011416,2013
316021417,2013
316021418,2013
316021419,2013
316021420,2013
316021421,2013
316021422,2013
316021423,2013
316021424,2013
316031425,2013
316031426,2013
316031427,2013
316031428,2013
316051434,2013
316051435,2013
316051437,2013
316051438,2013
316051543,2013
316051544,2013
316061439,2013
316061440,2013
316061441,2013
316061442,2013
316061443,2013
316061444,2013
316071545,2013
316071546,2013
316071547,2013
316071548,2013
316081549,2013
317011445,2013
317011446,2013
317011447,2013
317011448,2013
317011449,2013
317011450,2013
317011451,2013
317011452,2013
317011453,2013
317011454,2013
317011455,2013
317011456,2013
317011457,2013
317011458,2013
317011459,2013
318011460,2013
318011461,2013
318011462,2013
318011463,2013
318011464,2013
318011465,2013
318011466,2013
318021467,2013
318021468,2013
318021469,2013
318021470,2013
318021471,2013
318021472,2013
318021473,2013
318021474,2013
318021475,2013
318021476,2013
318021477,2013
318021478,2013
318021479,2013
318021480,2013
318021481,2013
318021482,2013
318021483,2013
318021484,2013
318021485,2013
318021486,2013
318021487,2013
318021488,2013
318021489,2013
318021490,2013
318021491,2013
319011492,2013
319011493,2013
319011494,2013
319011495,2013
319011496,2013
319011497,2013
319011498,2013
319011499,2013
319011500,2013
319011501,2013
319011502,2013
319021503,2013
319021504,2013
319021505,2013
319021506,2013
319021507,2013
319021508,2013
319021509,2013
319021510,2013
319031511,2013
319031512,2013
319031513,2013
319031514,2013
319031515,2013
319041516,2013
319041517,2013
319041518,2013
319041519,2013
319041520,2013
319041521,2013
319051522,2013
319051523,2013
319051524,2013
319051525,2013
319051526,2013
401011001,2013
401011002,2013
401021003,2013
401021004,2013
401021005,2013
401021006,2013
401021007,2013
401021008,2013
401021009,2013
401021010,2013
401031011,2013
401031012,2013
401031013,2013
401041014,2013
401041015,2013
401041016,2013
401051017,2013
401051018,2013
401051019,2013
401061020,2013
401061021,2013
401061022,2013
401071023,2013
401071024,2013
402011025,2013
402011026,2013
402011027,2013
402021028,2013
402021029,2013
402021030,2013
402021031,2013
402021032,2013
402021033,2013
402021034,2013
402021035,2013
402031036,2013
402031037,2013
402031038,2013
402041039,2013
402041040,2013
402041041,2013
402041042,2013
402041043,2013
402041044,2013
402041046,2013
402041047,2013
402041048,2013
402041171,2013
402041172,2013
402051049,2013
402051050,2013
402051051,2013
402051052,2013
402051053,2013
402051054,2013
402051055,2013
403011056,2013
403011057,2013
403021058,2013
403021059,2013
403021060,2013
403021061,2013
403021062,2013
403021063,2013
403021064,2013
403031065,2013
403031066,2013
403031067,2013
403031068,2013
403031069,2013
403031070,2013
403041071,2013
403041072,2013
403041073,2013
403041074,2013
403041075,2013
403041076,2013
403041077,2013
403041078,2013
403041079,2013
403041080,2013
403041081,2013
403041082,2013
403041083,2013
403041084,2013
403041085,2013
403041086,2013
403041087,2013
403041088,2013
403041089,2013
404011090,2013
404011091,2013
404011092,2013
404011093,2013
404011094,2013
404011095,2013
404011096,2013
404011097,2013
404021098,2013
404021099,2013
404021100,2013
404021101,2013
404021102,2013
404021103,2013
404031104,2013
404031105,2013
404031106,2013
404031107,2013
404031108,2013
404031109,2013
405011110,2013
405011111,2013
405011112,2013
405011113,2013
405011114,2013
405011115,2013
405021116,2013
405021117,2013
405021118,2013
405021119,2013
405031120,2013
405031121,2013
405031122,2013
405031123,2013
405041124,2013
405041125,2013
405041126,2013
405041127,2013
405041128,2013
406011129,2013
406011130,2013
406011131,2013
406011132,2013
406011133,2013
406011134,2013
406011135,2013
406011136,2013
406011137,2013
406021138,2013
406021139,2013
406021140,2013
406021141,2013
406021142,2013
406021143,2013
407011144,2013
407011145,2013
407011146,2013
407011147,2013
407011148,2013
407011149,2013
407021150,2013
407021151,2013
407021152,2013
407021154,2013
407021155,2013
407021156,2013
407021157,2013
407021158,2013
407021173,2013
407021174,2013
407031159,2013
407031160,2013
407031161,2013
407031162,2013
407031163,2013
407031164,2013
407031165,2013
407031166,2013
407031167,2013
407031168,2013
407031169,2013
407031170,2013
501011001,2013
501011002,2013
501011003,2013
501011004,2013
501021005,2013
501021007,2013
501021008,2013
501021009,2013
501021010,2013
501021011,2013
501021012,2013
501021014,2013
501021015,2013
501021016,2013
501021251,2013
501021252,2013
501021253,2013
501021254,2013
501031017,2013
501031018,2013
501031019,2013
501031020,2013
502011021,2013
502011022,2013
502011023,2013
502011024,2013
502011025,2013
502011026,2013
502011027,2013
502011028,2013
502011029,2013
503011030,2013
503011031,2013
503011032,2013
503011033,2013
503011034,2013
503011035,2013
503011036,2013
503021037,2013
503021038,2013
503021039,2013
503021040,2013
503021041,2013
503021042,2013
503021043,2013
504011044,2013
504011045,2013
504011046,2013
504011047,2013
504011048,2013
504021049,2013
504021050,2013
504021051,2013
504021052,2013
504021053,2013
504021054,2013
504031055,2013
504031056,2013
504031057,2013
504031058,2013
504031059,2013
504031060,2013
504031061,2013
504031062,2013
504031063,2013
504031064,2013
504031065,2013
504031066,2013
504031067,2013
504031068,2013
504031069,2013
505011070,2013
505011071,2013
505011072,2013
505011073,2013
505011074,2013
505011075,2013
505011076,2013
505011077,2013
505011078,2013
505011079,2013
505011080,2013
505011081,2013
505011082,2013
505011083,2013
505021084,2013
505021085,2013
505021086,2013
505021087,2013
505021088,2013
505021089,2013
505021090,2013
505021091,2013
505021092,2013
505021093,2013
505021094,2013
505021095,2013
505021096,2013
505021097,2013
505031098,2013
505031099,2013
505031100,2013
505031101,2013
505031102,2013
505031103,2013
505031104,2013
505031105,2013
505031106,2013
505031107,2013
505031108,2013
505031255,2013
505031256,2013
505031257,2013
505031258,2013
506011110,2013
506011111,2013
506011112,2013
506011113,2013
506011114,2013
506011115,2013
506011116,2013
506011117,2013
506021118,2013
506021119,2013
506021120,2013
506021121,2013
506021122,2013
506021123,2013
506031124,2013
506031125,2013
506031126,2013
506031127,2013
506031128,2013
506031129,2013
506031130,2013
506031131,2013
506041132,2013
506041133,2013
506041134,2013
506041135,2013
506041136,2013
506041137,2013
506051138,2013
506051139,2013
506051140,2013
506051141,2013
506061142,2013
506061143,2013
506061144,2013
506071145,2013
506071146,2013
506071147,2013
507011148,2013
507011150,2013
507011151,2013
507011152,2013
507011153,2013
507011154,2013
507011155,2013
507011158,2013
507011159,2013
507011160,2013
507011161,2013
507011163,2013
507011259,2013
507011260,2013
507021164,2013
507021165,2013
507021166,2013
507021167,2013
507031169,2013
507031170,2013
507031172,2013
507031173,2013
507031174,2013
507031261,2013
507041175,2013
507041176,2013
507041177,2013
507041178,2013
507041179,2013
507041180,2013
507041181,2013
507041182,2013
507041183,2013
507041184,2013
507051185,2013
507051186,2013
507051187,2013
507051188,2013
507051189,2013
507051190,2013
507051191,2013
507051192,2013
507051193,2013
509011225,2013
509011226,2013
509011227,2013
509011228,2013
509011229,2013
509011230,2013
509011231,2013
509011232,2013
509011233,2013
509011234,2013
509011235,2013
509021236,2013
509021237,2013
509021238,2013
509021239,2013
509021240,2013
509021241,2013
509021242,2013
509021243,2013
509021244,2013
509021245,2013
509031246,2013
509031247,2013
509031248,2013
509031249,2013
509031250,2013
510011262,2013
510011263,2013
510011264,2013
510011265,2013
510011266,2013
510021267,2013
510021268,2013
510021269,2013
510021270,2013
510031271,2013
510031272,2013
510031273,2013
511011274,2013
511011275,2013
511021276,2013
511021277,2013
511031278,2013
511031279,2013
511031280,2013
511031281,2013
511031282,2013
511031283,2013
511031284,2013
511041285,2013
511041286,2013
511041287,2013
511041288,2013
511041289,2013
511041290,2013
511041291,2013
511041292,2013
601011001,2013
601011002,2013
601011003,2013
601021004,2013
601021005,2013
601021006,2013
601021007,2013
601021008,2013
601021009,2013
601021010,2013
601021011,2013
601021012,2013
601031013,2013
601031014,2013
601031015,2013
601031016,2013
601031017,2013
601031018,2013
601031019,2013
601031020,2013
601031021,2013
601041022,2013
601041023,2013
601041024,2013
601041025,2013
601041026,2013
601051027,2013
601051028,2013
601051029,2013
601051030,2013
601051031,2013
601051032,2013
601051033,2013
601061034,2013
601061035,2013
602011036,2013
602011037,2013
602011038,2013
602011039,2013
602011040,2013
602011041,2013
602011042,2013
602011043,2013
602011044,2013
602011045,2013
602011046,2013
602011047,2013
602011048,2013
602011049,2013
602011050,2013
602011051,2013
602011052,2013
602021053,2013
602021054,2013
602021055,2013
602021056,2013
602021057,2013
602031058,2013
602031059,2013
602031060,2013
602031061,2013
602031062,2013
602031064,2013
602031099,2013
602031100,2013
603011065,2013
603011066,2013
603011067,2013
603011068,2013
603021069,2013
603021070,2013
603021071,2013
603021072,2013
603031073,2013
603031074,2013
604011075,2013
604011076,2013
604011077,2013
604011078,2013
604011079,2013
604011080,2013
604011081,2013
604011082,2013
604011083,2013
604011084,2013
604021085,2013
604021086,2013
604021087,2013
604021088,2013
604021089,2013
604021090,2013
604021091,2013
604021092,2013
604031093,2013
604031094,2013
604031095,2013
604031096,2013
604031097,2013
604031098,2013
701011001,2013
701011002,2013
701011003,2013
701011004,2013
701011005,2013
701011006,2013
701011007,2013
701011008,2013
701011009,2013
701021010,2013
701021011,2013
701021012,2013
701021013,2013
701021014,2013
701021015,2013
701021016,2013
701021017,2013
701021018,2013
701021019,2013
701021020,2013
701021021,2013
701021022,2013
701021023,2013
701021024,2013
701021025,2013
701021026,2013
701021027,2013
701021028,2013
701021029,2013
701021030,2013
701031031,2013
701031032,2013
701031033,2013
701031034,2013
701031035,2013
701041036,2013
701041037,2013
701041038,2013
701041039,2013
701041040,2013
701041041,2013
701041042,2013
701041043,2013
701041044,2013
702011045,2013
702011046,2013
702011047,2013
702011048,2013
702011049,2013
702011050,2013
