SA2_MAIN16,Year
124031461,2011
124031462,2011
124031463,2011
124031464,2011
124031465,2011
124041466,2011
124041467,2011
124041468,2011
124051469,2011
124051470,2011
124051580,2011
124051581,2011
125011473,2011
125011475,2011
125011582,2011
125011583,2011
125011584,2011
125011585,2011
125011586,2011
125011587,2011
125021476,2011
125021477,2011
125021478,2011
125031479,2011
125031480,2011
125031481,2011
125031482,2011
125031483,2011
125031484,2011
125031485,2011
125031486,2011
125031487,2011
125041489,2011
125041490,2011
125041491,2011
125041492,2011
125041493,2011
125041494,2011
125041588,2011
125041589,2011
126011495,2011
126011496,2011
126021497,2011
126021498,2011
126021499,2011
126021500,2011
126021501,2011
126021503,2011
126021590,2011
126021591,2011
127011504,2011
127011505,2011
127011506,2011
127011592,2011
127011593,2011
127011594,2011
127011595,2011
127011596,2011
127011597,2011
127021509,2011
127021510,2011
127021511,2011
127021512,2011
127021513,2011
127021514,2011
127021515,2011
127021516,2011
127021517,2011
127021518,2011
127021519,2011
127021520,2011
127021521,2011
127031522,2011
127031523,2011
127031524,2011
127031598,2011
127031599,2011
127031600,2011
127031601,2011
128011529,2011
128011530,2011
128011531,2011
128011602,2011
128011603,2011
128011604,2011
128011605,2011
128011606,2011
128021533,2011
128021534,2011
128021535,2011
128021536,2011
128021537,2011
128021538,2011
128021607,2011
128021608,2011
128021609,2011
201011001,2011
201011002,2011
201011003,2011
201011004,2011
201011005,2011
201011006,2011
201011007,2011
201011008,2011
201021009,2011
201021010,2011
201021011,2011
201021012,2011
201031013,2011
201031014,2011
201031015,2011
201031016,2011
201031017,2011
202011018,2011
202011019,2011
202011020,2011
202011021,2011
202011022,2011
202011023,2011
202011024,2011
202011025,2011
202021026,2011
202021027,2011
202021028,2011
202021029,2011
202021030,2011
202021031,2011
202031032,2011
202031033,2011
203011034,2011
203011035,2011
203011036,2011
203021037,2011
203021038,2011
203021039,2011
203021040,2011
203021041,2011
203021042,2011
203021043,2011
203021044,2011
203021045,2011
203021046,2011
203021047,2011
203031048,2011
203031049,2011
203031050,2011
203031051,2011
203031052,2011
203031053,2011
204011054,2011
204011055,2011
204011056,2011
204011057,2011
204011058,2011
204011059,2011
204011060,2011
204011061,2011
204011062,2011
204021063,2011
204021064,2011
204021065,2011
204021066,2011
204021067,2011
204031068,2011
204031069,2011
204031070,2011
204031071,2011
204031072,2011
204031073,2011
204031074,2011
204031075,2011
205011076,2011
205011077,2011
205011078,2011
205011079,2011
205021080,2011
205021081,2011
205021082,2011
205021083,2011
205021084,2011
205021085,2011
205021086,2011
205031087,2011
205031088,2011
205031089,2011
205031090,2011
205031091,2011
205031092,2011
205031093,2011
205041094,2011
205041095,2011
205041096,2011
205041097,2011
205041098,2011
205051099,2011
205051100,2011
205051101,2011
205051102,2011
205051103,2011
205051104,2011
206011105,2011
206011106,2011
206011107,2011
206011108,2011
206011109,2011
206021110,2011
206021111,2011
206021112,2011
206031113,2011
206031114,2011
206031115,2011
206031116,2011
206041117,2011
206041118,2011
206041119,2011
206041120,2011
206041121,2011
206041122,2011
206041123,2011
206041124,2011
206041125,2011
206041126,2011
206041127,2011
206051128,2011
206051129,2011
206051130,2011
206051131,2011
206051132,2011
206051133,2011
206051134,2011
206061135,2011
206061136,2011
206061137,2011
206061138,2011
206071139,2011
206071140,2011
206071141,2011
206071142,2011
206071143,2011
206071144,2011
206071145,2011
207011146,2011
207011147,2011
207011148,2011
207011149,2011
207011150,2011
207011151,2011
207011152,2011
207011153,2011
207011154,2011
207011155,2011
207021156,2011
207021157,2011
207021159,2011
207021160,2011
207021424,2011
207021425,2011
207031161,2011
207031162,2011
207031163,2011
207031164,2011
207031165,2011
207031166,2011
207031167,2011
208011168,2011
208011169,2011
208011170,2011
208011171,2011
208011172,2011
208011173,2011
208021174,2011
208021176,2011
208021177,2011
208021178,2011
208021179,2011
208021180,2011
208021181,2011
208021182,2011
208021426,2011
208021427,2011
208031183,2011
208031184,2011
208031185,2011
208031186,2011
208031187,2011
208031188,2011
208031189,2011
208031190,2011
208031191,2011
208031192,2011
208031193,2011
208041194,2011
208041195,2011
209011196,2011
209011197,2011
209011198,2011
209011199,2011
209011200,2011
209011201,2011
209011202,2011
209011203,2011
209011204,2011
209021205,2011
209021207,2011
209021208,2011
209021428,2011
209021429,2011
209031209,2011
209031210,2011
209031211,2011
209031212,2011
209031213,2011
209031214,2011
209031215,2011
209041216,2011
209041217,2011
209041219,2011
209041220,2011
209041221,2011
209041223,2011
209041224,2011
209041225,2011
209041430,2011
209041431,2011
209041432,2011
209041433,2011
209041434,2011
209041435,2011
209041436,2011
209041437,2011
210011226,2011
210011227,2011
210011228,2011
210011229,2011
210011230,2011
210011231,2011
210021232,2011
210021233,2011
210021234,2011
210021235,2011
210031236,2011
210031237,2011
210031239,2011
210031438,2011
210031439,2011
210031440,2011
210041240,2011
210041241,2011
210051242,2011
210051243,2011
210051245,2011
210051246,2011
210051247,2011
210051248,2011
210051249,2011
210051250,2011
210051441,2011
210051442,2011
210051443,2011
210051444,2011
210051445,2011
211011251,2011
211011254,2011
211011255,2011
211011256,2011
211011257,2011
211011258,2011
211011259,2011
211011260,2011
211011446,2011
211011447,2011
211011448,2011
211011449,2011
211021261,2011
211021262,2011
211031263,2011
211031265,2011
211031266,2011
211031267,2011
211031268,2011
211031450,2011
211031451,2011
211031452,2011
211041269,2011
211041270,2011
211041271,2011
211041272,2011
211041273,2011
211051274,2011
211051275,2011
211051276,2011
211051277,2011
211051278,2011
211051279,2011
211051280,2011
211051281,2011
211051282,2011
211051283,2011
211051284,2011
211051285,2011
211051286,2011
212011287,2011
212011288,2011
212011289,2011
212011290,2011
212011291,2011
212011292,2011
212021293,2011
212021294,2011
212021295,2011
212021297,2011
212021299,2011
212021453,2011
212021454,2011
212021455,2011
212021456,2011
212031300,2011
212031301,2011
212031302,2011
212031303,2011
212031304,2011
212031305,2011
212031306,2011
212031308,2011
212031457,2011
212031458,2011
212041309,2011
212041310,2011
212041311,2011
212041312,2011
212041313,2011
212041314,2011
212041316,2011
212041317,2011
212041318,2011
212041459,2011
212041460,2011
212051319,2011
212051320,2011
212051321,2011
212051322,2011
212051323,2011
212051324,2011
212051325,2011
212051326,2011
212051327,2011
213011328,2011
213011329,2011
213011330,2011
213011331,2011
213011332,2011
213011333,2011
213011334,2011
213011335,2011
213011336,2011
213011337,2011
213011338,2011
213011339,2011
213011340,2011
213021341,2011
213021342,2011
213021343,2011
213021344,2011
213021345,2011
213021346,2011
213031347,2011
213031348,2011
213031349,2011
213031350,2011
213031351,2011
213031352,2011
213041353,2011
213041355,2011
213041356,2011
213041357,2011
213041358,2011
213041359,2011
213041360,2011
213041461,2011
213041462,2011
213041463,2011
213051361,2011
213051362,2011
213051363,2011
213051365,2011
213051366,2011
213051368,2011
213051369,2011
213051464,2011
213051465,2011
213051466,2011
213051467,2011
213051468,2011
214011370,2011
214011371,2011
214011372,2011
214011373,2011
214011374,2011
214011375,2011
214011376,2011
214021377,2011
214021378,2011
214021379,2011
214021380,2011
214021381,2011
214021382,2011
214021383,2011
214021384,2011
214021385,2011
215011386,2011
215011387,2011
215011388,2011
215011389,2011
215011390,2011
215011391,2011
215011392,2011
215011393,2011
215011394,2011
215021395,2011
215021396,2011
215021398,2011
215021399,2011
215021469,2011
215021470,2011
215031400,2011
215031401,2011
215031402,2011
215031403,2011
215031404,2011
215031405,2011
216011406,2011
216011407,2011
216011408,2011
216011409,2011
216011410,2011
216021411,2011
216021412,2011
216021413,2011
216021414,2011
216031415,2011
216031416,2011
216031417,2011
216031418,2011
216031419,2011
217011420,2011
217011421,2011
217011422,2011
217011423,2011
217031471,2011
217031472,2011
217031473,2011
217031474,2011
217031475,2011
217031476,2011
217041477,2011
217041478,2011
217041479,2011
217041480,2011
301011001,2011
301011002,2011
301011003,2011
301011004,2011
301011005,2011
301011006,2011
301021007,2011
301021008,2011
301021009,2011
301021011,2011
301021012,2011
301021013,2011
301021527,2011
301031014,2011
301031015,2011
301031016,2011
301031017,2011
301031018,2011
301031019,2011
301031020,2011
301031021,2011
302011022,2011
302011023,2011
302011024,2011
302011025,2011
302011026,2011
302021027,2011
302021028,2011
302021029,2011
302021030,2011
302021031,2011
302021032,2011
302021033,2011
302021034,2011
302031035,2011
302031036,2011
302031037,2011
302031038,2011
302031039,2011
302031040,2011
302041041,2011
302041042,2011
302041043,2011
302041044,2011
302041045,2011
302041046,2011
303011047,2011
303011048,2011
303011049,2011
303011050,2011
303011051,2011
303021052,2011
303021053,2011
303021054,2011
303021055,2011
303021056,2011
303021057,2011
303021058,2011
303021059,2011
303031060,2011
303031061,2011
303031062,2011
303031063,2011
303031064,2011
303031065,2011
303031066,2011
303041067,2011
303041068,2011
303041069,2011
303041070,2011
303041071,2011
303051072,2011
303051073,2011
303051074,2011
303051075,2011
303051076,2011
303061077,2011
303061078,2011
303061079,2011
303061080,2011
304011081,2011
304011082,2011
304011083,2011
304011084,2011
304011085,2011
304021086,2011
304021087,2011
304021088,2011
304021089,2011
304021090,2011
304021091,2011
304031092,2011
304031093,2011
304031094,2011
304031095,2011
304031096,2011
304031097,2011
304041098,2011
304041099,2011
304041100,2011
304041101,2011
304041102,2011
304041103,2011
304041104,2011
305011105,2011
305011106,2011
305011107,2011
305011108,2011
305011109,2011
305011110,2011
305011111,2011
305011112,2011
305021113,2011
305021114,2011
305021115,2011
305021116,2011
305021117,2011
305021118,2011
305031119,2011
305031120,2011
305031121,2011
305031122,2011
305031123,2011
305031124,2011
305031125,2011
305031126,2011
305031127,2011
305031128,2011
305031129,2011
305031130,2011
305031131,2011
305041132,2011
305041133,2011
305041134,2011
305041135,2011
305041136,2011
305041137,2011
306011138,2011
306011139,2011
306011140,2011
306011141,2011
306011142,2011
306011143,2011
306021144,2011
306021145,2011
306021146,2011
306021147,2011
306021148,2011
306021149,2011
306021150,2011
306021151,2011
306021152,2011
306021153,2011
306021154,2011
306021155,2011
306021156,2011
306021157,2011
306031158,2011
306031159,2011
306031160,2011
306031161,2011
306031162,2011
306031163,2011
306041164,2011
306041165,2011
306051166,2011
306051167,2011
306051168,2011
306051169,2011
306051170,2011
307011171,2011
307011172,2011
307011173,2011
307011174,2011
307011175,2011
307011176,2011
307011177,2011
307011178,2011
307021179,2011
307021180,2011
307021181,2011
307021182,2011
307021183,2011
307031184,2011
307031185,2011
307031186,2011
307031187,2011
307031188,2011
307031189,2011
308011190,2011
308011191,2011
308011192,2011
308031205,2011
308031206,2011
308031207,2011
308031208,2011
308031209,2011
308031210,2011
308031211,2011
308031212,2011
308031213,2011
308031214,2011
308031215,2011
308031216,2011
308031217,2011
308031218,2011
308031219,2011
308031220,2011
308031221,2011
308031222,2011
308031223,2011
308041528,2011
308041529,2011
308051530,2011
308051531,2011
308051532,2011
308051533,2011
308051534,2011
308051535,2011
308051536,2011
308051537,2011
308051538,2011
308051539,2011
309011224,2011
309011225,2011
309011226,2011
309011227,2011
309011228,2011
309011229,2011
309021230,2011
309021231,2011
309021232,2011
309021233,2011
309021234,2011
309031235,2011
309031236,2011
309031237,2011
309031238,2011
309031239,2011
309031240,2011
309041241,2011
309041242,2011
309051243,2011
309051244,2011
309051245,2011
309061246,2011
309061247,2011
309061248,2011
309061249,2011
309061250,2011
309071251,2011
309071252,2011
309071253,2011
309071254,2011
309071255,2011
309071256,2011
309071257,2011
309071258,2011
309081259,2011
309081260,2011
309081261,2011
309081262,2011
309091263,2011
309091264,2011
309091265,2011
309091540,2011
309091541,2011
309101267,2011
309101268,2011
309101269,2011
309101270,2011
310011271,2011
310011272,2011
310011273,2011
310011274,2011
310011275,2011
310011276,2011
310021277,2011
310021278,2011
310021279,2011
310021280,2011
310021281,2011
310021282,2011
310031283,2011
310031284,2011
310031285,2011
310031286,2011
310031287,2011
310031288,2011
310031289,2011
310031290,2011
310031291,2011
310031292,2011
310031293,2011
310031294,2011
310031295,2011
310041296,2011
310041297,2011
310041298,2011
310041299,2011
310041300,2011
310041301,2011
310041302,2011
310041303,2011
310041304,2011
311011305,2011
311021306,2011
311021307,2011
311021308,2011
311021309,2011
311021310,2011
311031311,2011
311031312,2011
311031313,2011
311031314,2011
311031315,2011
311031316,2011
311031317,2011
311031318,2011
311031319,2011
311041320,2011
311041321,2011
311041322,2011
311051323,2011
311051324,2011
311051325,2011
311051326,2011
311051327,2011
311051328,2011
311061329,2011
311061330,2011
311061331,2011
311061332,2011
311061333,2011
311061334,2011
311061335,2011
311061336,2011
312011337,2011
312011338,2011
312011339,2011
312011340,2011
312011341,2011
312021342,2011
312021343,2011
312021344,2011
312021345,2011
312021346,2011
312021347,2011
312021348,2011
312021349,2011
312021350,2011
312021351,2011
312021352,2011
312021353,2011
312021354,2011
312021355,2011
312021356,2011
312021357,2011
312021358,2011
312031359,2011
312031360,2011
312031361,2011
313011362,2011
313011363,2011
313021364,2011
313021365,2011
313021366,2011
313021367,2011
313021368,2011
313021369,2011
313031370,2011
313031371,2011
313041372,2011
313041373,2011
313041374,2011
313041375,2011
313041376,2011
313051377,2011
313051378,2011
313051379,2011
313051380,2011
313051542,2011
314011382,2011
314011383,2011
314011384,2011
314011385,2011
314011386,2011
314011387,2011
314021388,2011
314021389,2011
314021390,2011
314031391,2011
314031392,2011
314031393,2011
314031394,2011
315011395,2011
315011396,2011
315011397,2011
315011398,2011
315011399,2011
315011400,2011
315011401,2011
315011402,2011
315011403,2011
315021404,2011
315021405,2011
315021406,2011
315021407,2011
315031408,2011
315031409,2011
315031410,2011
315031411,2011
315031412,2011
316011413,2011
316011414,2011
316011415,2011
316011416,2011
316021417,2011
316021418,2011
316021419,2011
316021420,2011
316021421,2011
316021422,2011
316021423,2011
316021424,2011
316031425,2011
316031426,2011
316031427,2011
316031428,2011
316051434,2011
316051435,2011
316051437,2011
316051438,2011
316051543,2011
316051544,2011
316061439,2011
316061440,2011
316061441,2011
316061442,2011
316061443,2011
316061444,2011
316071545,2011
316071546,2011
316071547,2011
316071548,2011
316081549,2011
317011445,2011
317011446,2011
317011447,2011
317011448,2011
317011449,2011
317011450,2011
317011451,2011
317011452,2011
317011453,2011
317011454,2011
317011455,2011
317011456,2011
317011457,2011
317011458,2011
317011459,2011
318011460,2011
318011461,2011
318011462,2011
318011463,2011
318011464,2011
318011465,2011
318011466,2011
318021467,2011
318021468,2011
318021469,2011
318021470,2011
318021471,2011
318021472,2011
318021473,2011
318021474,2011
318021475,2011
318021476,2011
318021477,2011
318021478,2011
318021479,2011
318021480,2011
318021481,2011
318021482,2011
318021483,2011
318021484,2011
318021485,2011
318021486,2011
318021487,2011
318021488,2011
318021489,2011
318021490,2011
318021491,2011
319011492,2011
319011493,2011
319011494,2011
319011495,2011
319011496,2011
319011497,2011
319011498,2011
319011499,2011
319011500,2011
319011501,2011
319011502,2011
319021503,2011
319021504,2011
319021505,2011
319021506,2011
319021507,2011
319021508,2011
319021509,2011
319021510,2011
319031511,2011
319031512,2011
319031513,2011
319031514,2011
319031515,2011
319041516,2011
319041517,2011
319041518,2011
319041519,2011
319041520,2011
319041521,2011
319051522,2011
319051523,2011
319051524,2011
319051525,2011
319051526,2011
401011001,2011
401011002,2011
401021003,2011
401021004,2011
401021005,2011
401021006,2011
401021007,2011
401021008,2011
401021009,2011
401021010,2011
401031011,2011
401031012,2011
401031013,2011
401041014,2011
401041015,2011
401041016,2011
401051017,2011
401051018,2011
401051019,2011
401061020,2011
401061021,2011
401061022,2011
401071023,2011
401071024,2011
402011025,2011
402011026,2011
402011027,2011
402021028,2011
402021029,2011
402021030,2011
402021031,2011
402021032,2011
402021033,2011
402021034,2011
402021035,2011
402031036,2011
402031037,2011
402031038,2011
402041039,2011
402041040,2011
402041041,2011
402041042,2011
402041043,2011
402041044,2011
402041046,2011
402041047,2011
402041048,2011
402041171,2011
402041172,2011
402051049,2011
402051050,2011
402051051,2011
402051052,2011
402051053,2011
402051054,2011
402051055,2011
403011056,2011
403011057,2011
403021058,2011
403021059,2011
403021060,2011
403021061,2011
403021062,2011
403021063,2011
403021064,2011
403031065,2011
403031066,2011
403031067,2011
403031068,2011
403031069,2011
403031070,2011
403041071,2011
403041072,2011
403041073,2011
403041074,2011
403041075,2011
403041076,2011
403041077,2011
403041078,2011
403041079,2011
403041080,2011
403041081,2011
403041082,2011
403041083,2011
403041084,2011
403041085,2011
403041086,2011
403041087,2011
403041088,2011
403041089,2011
404011090,2011
404011091,2011
404011092,2011
404011093,2011
404011094,2011
404011095,2011
404011096,2011
404011097,2011
404021098,2011
404021099,2011
404021100,2011
404021101,2011
404021102,2011
404021103,2011
404031104,2011
404031105,2011
404031106,2011
404031107,2011
404031108,2011
404031109,2011
405011110,2011
405011111,2011
405011112,2011
405011113,2011
405011114,2011
405011115,2011
405021116,2011
405021117,2011
405021118,2011
405021119,2011
405031120,2011
405031121,2011
405031122,2011
405031123,2011
405041124,2011
405041125,2011
405041126,2011
405041127,2011
405041128,2011
406011129,2011
406011130,2011
406011131,2011
406011132,2011
406011133,2011
406011134,2011
406011135,2011
406011136,2011
406011137,2011
406021138,2011
406021139,2011
406021140,2011
406021141,2011
406021142,2011
406021143,2011
407011144,2011
407011145,2011
407011146,2011
407011147,2011
407011148,2011
407011149,2011
407021150,2011
407021151,2011
407021152,2011
407021154,2011
407021155,2011
407021156,2011
407021157,2011
407021158,2011
407021173,2011
407021174,2011
407031159,2011
407031160,2011
407031161,2011
407031162,2011
407031163,2011
407031164,2011
407031165,2011
407031166,2011
407031167,2011
407031168,2011
407031169,2011
407031170,2011
501011001,2011
501011002,2011
501011003,2011
501011004,2011
501021005,2011
501021007,2011
501021008,2011
501021009,2011
501021010,2011
501021011,2011
501021012,2011
501021014,2011
501021015,2011
501021016,2011
501021251,2011
501021252,2011
501021253,2011
501021254,2011
501031017,2011
501031018,2011
501031019,2011
501031020,2011
502011021,2011
502011022,2011
502011023,2011
502011024,2011
502011025,2011
502011026,2011
502011027,2011
502011028,2011
502011029,2011
503011030,2011
503011031,2011
503011032,2011
503011033,2011
503011034,2011
503011035,2011
503011036,2011
503021037,2011
503021038,2011
503021039,2011
503021040,2011
503021041,2011
503021042,2011
503021043,2011
504011044,2011
504011045,2011
504011046,2011
504011047,2011
504011048,2011
504021049,2011
504021050,2011
504021051,2011
504021052,2011
504021053,2011
504021054,2011
504031055,2011
504031056,2011
504031057,2011
504031058,2011
504031059,2011
504031060,2011
504031061,2011
504031062,2011
504031063,2011
504031064,2011
504031065,2011
504031066,2011
504031067,2011
504031068,2011
504031069,2011
505011070,2011
505011071,2011
505011072,2011
505011073,2011
505011074,2011
505011075,2011
505011076,2011
505011077,2011
505011078,2011
505011079,2011
505011080,2011
505011081,2011
505011082,2011
505011083,2011
505021084,2011
505021085,2011
505021086,2011
505021087,2011
505021088,2011
505021089,2011
505021090,2011
505021091,2011
505021092,2011
505021093,2011
505021094,2011
505021095,2011
505021096,2011
505021097,2011
505031098,2011
505031099,2011
505031100,2011
505031101,2011
505031102,2011
505031103,2011
505031104,2011
505031105,2011
505031106,2011
505031107,2011
505031108,2011
505031255,2011
505031256,2011
505031257,2011
505031258,2011
506011110,2011
506011111,2011
506011112,2011
506011113,2011
506011114,2011
506011115,2011
506011116,2011
506011117,2011
506021118,2011
506021119,2011
506021120,2011
506021121,2011
506021122,2011
506021123,2011
506031124,2011
506031125,2011
506031126,2011
506031127,2011
506031128,2011
506031129,2011
506031130,2011
506031131,2011
506041132,2011
506041133,2011
506041134,2011
506041135,2011
506041136,2011
506041137,2011
506051138,2011
506051139,2011
506051140,2011
506051141,2011
506061142,2011
506061143,2011
506061144,2011
506071145,2011
506071146,2011
506071147,2011
507011148,2011
507011150,2011
507011151,2011
507011152,2011
507011153,2011
507011154,2011
507011155,2011
507011158,2011
507011159,2011
507011160,2011
507011161,2011
507011163,2011
507011259,2011
507011260,2011
507021164,2011
507021165,2011
507021166,2011
507021167,2011
507031169,2011
507031170,2011
507031172,2011
507031173,2011
507031174,2011
507031261,2011
507041175,2011
507041176,2011
507041177,2011
507041178,2011
507041179,2011
507041180,2011
507041181,2011
507041182,2011
507041183,2011
507041184,2011
507051185,2011
507051186,2011
507051187,2011
507051188,2011
507051189,2011
507051190,2011
507051191,2011
507051192,2011
507051193,2011
509011225,2011
509011226,2011
509011227,2011
509011228,2011
509011229,2011
509011230,2011
509011231,2011
509011232,2011
509011233,2011
509011234,2011
509011235,2011
509021236,2011
509021237,2011
509021238,2011
509021239,2011
509021240,2011
509021241,2011
509021242,2011
509021243,2011
509021244,2011
509021245,2011
509031246,2011
509031247,2011
509031248,2011
509031249,2011
509031250,2011
510011262,2011
510011263,2011
510011264,2011
510011265,2011
510011266,2011
510021267,2011
510021268,2011
510021269,2011
510021270,2011
510031271,2011
510031272,2011
510031273,2011
511011274,2011
511011275,2011
511021276,2011
511021277,2011
511031278,2011
511031279,2011
511031280,2011
511031281,2011
511031282,2011
511031283,2011
511031284,2011
511041285,2011
511041286,2011
511041287,2011
511041288,2011
511041289,2011
511041290,2011
511041291,2011
511041292,2011
601011001,2011
601011002,2011
601011003,2011
601021004,2011
601021005,2011
601021006,2011
