SA3_CODE16,Year,PD,rsPD,MI,rsMI,LI,rsLI,HS,rsHS,UR,rsUR,ELD,rsELD,INF,rsINF,SP,rsSP,UC,rsUC,ASS,rsASS,WD,rsWD,LA,rsLA,SL,rsSL,IND,rsIND,MH,rsMH,CD,rsCD,RD,rsRD,MP,rsMP,ALC,rsALC,OB,rsOB,OW,rsOW,SMO,rsSMO
10102,2011,NA,NA,NA,NA,NA,NA,49.35,0.3063063063063063,3.0166666666666666,0.021021021021021023,NA,NA,NA,NA,9.88050398036692,0.4789156626506024,29,0.5921450151057401,3.4000000000000004,0.2012012012012012,NA,NA,26.908749665332085,0.6816816816816816,11.433333333333334,0.5855855855855856,2.6166666666666667,0.6336336336336337,NA,NA,NA,NA,27.983333333333334,0.5164179104477612,39.166666666666664,0.7447447447447447,NA,NA,NA,NA,NA,NA,NA,NA
10103,2011,NA,NA,NA,NA,NA,NA,62.775000000000006,0.6336336336336337,3.575,0.07207207207207207,NA,NA,NA,NA,8.987933160461612,0.3132530120481928,25.924999999999997,0.2537764350453172,4.8,0.5915915915915916,NA,NA,29.698380153413506,0.8618618618618619,4.625,0.32732732732732733,1.95,0.5345345345345346,NA,NA,NA,NA,22.775,0.2656716417910448,30.549999999999997,0.33633633633633636,NA,NA,NA,NA,NA,NA,NA,NA
10104,2011,NA,NA,NA,NA,NA,NA,64.18181818181819,0.6846846846846847,6.9,0.7627627627627628,NA,NA,NA,NA,11.639813520635473,0.7620481927710844,23.77,0.09969788519637462,6.209090909090909,0.8798798798798799,NA,NA,28.3074816788393,0.7897897897897898,3.32,0.1981981981981982,4.43,0.8258258258258259,NA,NA,NA,NA,25.22,0.3880597014925373,26.490909090909092,0.13813813813813813,NA,NA,NA,NA,NA,NA,NA,NA
10105,2011,NA,NA,NA,NA,NA,NA,68.75,0.8288288288288288,5,0.4024024024024024,NA,NA,NA,NA,10.876737146575728,0.6325301204819277,27.1,0.3867069486404834,5.65,0.7897897897897898,NA,NA,27.895131225716515,0.7657657657657657,3,0.15015015015015015,2.45,0.6096096096096096,NA,NA,NA,NA,24.2,0.3402985074626866,31.799999999999997,0.42042042042042044,NA,NA,NA,NA,NA,NA,NA,NA
10106,2011,NA,NA,NA,NA,NA,NA,62.375,0.6216216216216216,4.175,0.1831831831831832,NA,NA,NA,NA,9.200474748428675,0.3373493975903614,29.650000000000006,0.6676737160120846,5.325,0.7297297297297297,NA,NA,25.24588738123345,0.5615615615615616,3,0.15015015015015015,2.7,0.6456456456456456,NA,NA,NA,NA,22.475,0.24776119402985075,34.7,0.5795795795795796,NA,NA,NA,NA,NA,NA,NA,NA
10201,2011,NA,NA,NA,NA,NA,NA,58.3625,0.5405405405405406,5.79375,0.5975975975975976,NA,NA,NA,NA,10.9952141496954,0.6506024096385542,29.7875,0.676737160120846,4.8125,0.5975975975975976,NA,NA,24.706391275272868,0.5165165165165165,5.1875,0.39039039039039036,2.1,0.5495495495495496,NA,NA,NA,NA,23.06875,0.2835820895522388,37.6375,0.6876876876876877,NA,NA,NA,NA,NA,NA,NA,NA
10202,2011,NA,NA,NA,NA,NA,NA,68.88571428571429,0.8378378378378378,7.621428571428572,0.8708708708708709,NA,NA,NA,NA,13.939658688713305,0.927710843373494,30.07142857142857,0.6978851963746223,5.892857142857143,0.8468468468468469,NA,NA,24.479058760483756,0.4984984984984985,4.185714285714286,0.2822822822822823,3.5214285714285714,0.7477477477477478,NA,NA,NA,NA,26.835714285714285,0.47761194029850745,36.09285714285714,0.6516516516516516,NA,NA,NA,NA,NA,NA,NA,NA
10301,2011,NA,NA,NA,NA,NA,NA,63.974999999999994,0.6756756756756757,4.825,0.36936936936936937,NA,NA,NA,NA,10.387881213607294,0.5481927710843374,30,0.6948640483383686,4.375,0.45645645645645644,NA,NA,24.681146142336498,0.5135135135135135,3,0.15015015015015015,3.75,0.7687687687687688,NA,NA,NA,NA,24.775,0.36716417910447763,35.025,0.6066066066066066,NA,NA,NA,NA,NA,NA,NA,NA
10302,2011,NA,NA,NA,NA,NA,NA,72.45,0.9309309309309309,5.2375,0.4774774774774775,NA,NA,NA,NA,10.788279774345522,0.6144578313253012,27,0.3806646525679758,6.175,0.8708708708708709,NA,NA,29.306033265893184,0.8378378378378378,1.7125000000000001,0.006006006006006006,7.525,0.9069069069069069,NA,NA,NA,NA,25.2,0.3850746268656716,26.4875,0.13513513513513514,NA,NA,NA,NA,NA,NA,NA,NA
10303,2011,NA,NA,NA,NA,NA,NA,71.84,0.9159159159159159,6.66,0.7147147147147147,NA,NA,NA,NA,10.911263561001386,0.641566265060241,26.24,0.27794561933534745,5.82,0.8258258258258259,NA,NA,28.87338590481952,0.8138138138138138,2.8400000000000003,0.13813813813813813,4.12,0.8138138138138138,NA,NA,NA,NA,24.64,0.3641791044776119,29.259999999999998,0.26126126126126126,NA,NA,NA,NA,NA,NA,NA,NA
10304,2011,NA,NA,NA,NA,NA,NA,63.95,0.6726726726726727,4.175,0.1831831831831832,NA,NA,NA,NA,10.674083213699612,0.5993975903614458,30.75,0.7885196374622356,4.675,0.5645645645645646,NA,NA,25.548932817094986,0.5855855855855856,3.4,0.2132132132132132,4.175,0.8168168168168168,NA,NA,NA,NA,26.475,0.4626865671641791,34.85,0.5915915915915916,NA,NA,NA,NA,NA,NA,NA,NA
10401,2011,NA,NA,NA,NA,NA,NA,72.7,0.9459459459459459,8.866666666666667,0.954954954954955,NA,NA,NA,NA,12.886656668911913,0.8674698795180723,25.5,0.1933534743202417,7.633333333333334,0.978978978978979,NA,NA,27.329002321005486,0.7237237237237237,1.8666666666666667,0.021021021021021023,5.633333333333334,0.8618618618618619,NA,NA,NA,NA,24.366666666666667,0.34626865671641793,28.366666666666667,0.21021021021021022,NA,NA,NA,NA,NA,NA,NA,NA
10402,2011,NA,NA,NA,NA,NA,NA,63.77777777777778,0.6666666666666666,8.21111111111111,0.918918918918919,NA,NA,NA,NA,13.473296445803705,0.9006024096385542,27.7,0.44410876132930516,5.455555555555556,0.7627627627627628,NA,NA,26.06101797948519,0.6156156156156156,4.7555555555555555,0.34234234234234234,3.555555555555556,0.7507507507507507,NA,NA,NA,NA,27.944444444444443,0.5104477611940299,29.044444444444444,0.24024024024024024,NA,NA,NA,NA,NA,NA,NA,NA
10501,2011,NA,NA,NA,NA,NA,NA,71.86,0.918918918918919,6.68,0.7267267267267268,NA,NA,NA,NA,13.42471263447247,0.8975903614457831,25.72,0.21450151057401812,4.74,0.5795795795795796,NA,NA,31.624133535936952,0.9519519519519519,2.62,0.12612612612612611,24.92,0.972972972972973,NA,NA,NA,NA,37.18,0.8029850746268656,20.04,0.036036036036036036,NA,NA,NA,NA,NA,NA,NA,NA
10502,2011,NA,NA,NA,NA,NA,NA,76.6,0.993993993993994,7.800000000000001,0.8918918918918919,NA,NA,NA,NA,14.40112728103525,0.9397590361445783,25.65,0.2054380664652568,5.45,0.7567567567567568,NA,NA,33.68835343910873,0.9669669669669669,2.25,0.08108108108108109,18.65,0.9669669669669669,NA,NA,NA,NA,29.8,0.5791044776119403,20.85,0.04504504504504504,NA,NA,NA,NA,NA,NA,NA,NA
10503,2011,NA,NA,NA,NA,NA,NA,69.2,0.8528528528528528,5.9125,0.6276276276276276,NA,NA,NA,NA,13.609069958200198,0.9096385542168675,29.162499999999998,0.6193353474320241,5.2625,0.7147147147147147,NA,NA,26.116841201449787,0.6246246246246246,2.1,0.06606606606606606,13.8625,0.9519519519519519,NA,NA,NA,NA,27.1625,0.48656716417910445,31.7625,0.4174174174174174,NA,NA,NA,NA,NA,NA,NA,NA
10601,2011,NA,NA,NA,NA,NA,NA,71.81428571428572,0.9129129129129129,5,0.4024024024024024,NA,NA,NA,NA,11.140124266588238,0.6686746987951807,31.8,0.8580060422960725,5.142857142857143,0.6936936936936937,NA,NA,21.60066034258966,0.3333333333333333,1.8857142857142857,0.024024024024024024,3.9857142857142858,0.8018018018018018,NA,NA,NA,NA,22.857142857142858,0.2716417910447761,38.25714285714286,0.7147147147147147,NA,NA,NA,NA,NA,NA,NA,NA
10602,2011,NA,NA,NA,NA,NA,NA,65.2,0.7177177177177178,4.82,0.3663663663663664,NA,NA,NA,NA,10.646228757327254,0.5903614457831325,33.68000000000001,0.9486404833836858,5.1,0.6846846846846847,NA,NA,20.610573489489372,0.2852852852852853,2.88,0.14114114114114115,3.08,0.6966966966966966,NA,NA,NA,NA,23.36,0.29850746268656714,41.74,0.7957957957957958,NA,NA,NA,NA,NA,NA,NA,NA
10603,2011,NA,NA,NA,NA,NA,NA,68.67142857142856,0.8228228228228228,6.271428571428571,0.6696696696696697,NA,NA,NA,NA,10.896548364510346,0.6355421686746988,28.7,0.5709969788519638,5.428571428571429,0.7537537537537538,NA,NA,22.836298409278786,0.39039039039039036,2.7714285714285714,0.13513513513513514,3.5,0.7417417417417418,NA,NA,NA,NA,24.82857142857143,0.373134328358209,32.457142857142856,0.46846846846846846,NA,NA,NA,NA,NA,NA,NA,NA
10604,2011,NA,NA,NA,NA,NA,NA,70.9,0.8918918918918919,3.95,0.15315315315315314,NA,NA,NA,NA,10.52211924398914,0.5753012048192772,30.8,0.7915407854984894,3.925,0.3483483483483483,NA,NA,25.986412699056455,0.6066066066066066,2.3,0.0960960960960961,4.3,0.8198198198198198,NA,NA,NA,NA,31.675,0.6656716417910448,32.175,0.44744744744744747,NA,NA,NA,NA,NA,NA,NA,NA
