LGA_CODE16,Year,PD,rsPD,MI,rsMI,LI,rsLI,HS,rsHS,UR,rsUR,ELD,rsELD,INF,rsINF,SP,rsSP,UC,rsUC,ASS,rsASS,WD,rsWD,LA,rsLA,SL,rsSL,IND,rsIND,MH,rsMH,CD,rsCD,RD,rsRD,MP,rsMP,ALC,rsALC,OB,rsOB,OW,rsOW,SMO,rsSMO
10850,2011,NA,NA,NA,NA,NA,NA,68,0.608534322820037,4.7,0.42990654205607476,NA,NA,NA,NA,9.439050701186623,0.4363295880149813,29.7,0.7145593869731801,4.9,0.5669144981412639,NA,NA,26.62745098039216,0.4601113172541744,1.7,0.11338289962825279,2.9,0.4869402985074627,NA,NA,NA,NA,23,0.2597402597402597,35.9,0.8,25.555697256673046,0.9466911764705882,42.638677164592536,0.9981617647058824,32.44016011395539,0.11029411764705882,21.007326319921436,0.7408088235294118
10900,2011,NA,NA,NA,NA,NA,NA,49.5,0.1391465677179963,4.9,0.4897196261682243,NA,NA,NA,NA,10.51211615814775,0.5749063670411985,30.8,0.7777777777777778,4.5,0.4758364312267658,NA,NA,25.62520067068603,0.39332096474953615,5.1,0.5762081784386617,1.7,0.33955223880597013,NA,NA,NA,NA,19.2,0.10760667903525047,40.6,0.8903846153846153,22.734115284935708,0.8694852941176471,26.18234658829322,0.18382352941176472,37.35221861039893,0.9136029411764706,15.431327798463883,0.19301470588235295
10950,2011,NA,NA,NA,NA,NA,NA,72.8,0.8367346938775511,5.6,0.6242990654205608,NA,NA,NA,NA,11.49110807113543,0.6816479400749064,29.2,0.6743295019157088,3.6,0.27137546468401486,NA,NA,30.02859866539562,0.7588126159554731,2,0.19330855018587362,14.5,0.8619402985074627,NA,NA,NA,NA,31.4,0.6567717996289425,22.8,0.2230769230769231,20.664398615526036,0.6433823529411765,42.201466698650066,0.9908088235294118,34.492661619899934,0.5110294117647058,25.414909685501858,0.9705882352941176
11150,2011,NA,NA,NA,NA,NA,NA,70.9,0.7532467532467533,5.2,0.5514018691588785,NA,NA,NA,NA,14.19656786271451,0.8801498127340824,25.6,0.2681992337164751,3.4,0.23048327137546468,NA,NA,30.21276595744681,0.7773654916512059,1.5,0.07992565055762081,30.2,0.9197761194029851,NA,NA,NA,NA,39.3,0.8218923933209648,21.7,0.19230769230769232,11.001536544242729,0.025735294117647058,25.75728904694347,0.17095588235294118,36.20850368150319,0.78125,13.830430891571877,0.14338235294117646
11200,2011,NA,NA,NA,NA,NA,NA,77.3,0.9499072356215214,12.7,0.9644859813084112,NA,NA,NA,NA,20.86330935251799,0.9550561797752809,24.4,0.15900383141762453,4.2,0.4033457249070632,NA,NA,29.49389179755672,0.7087198515769945,1.9,0.15613382899628253,58.9,0.9402985074626866,NA,NA,NA,NA,56.4,0.8979591836734694,12,0.06538461538461539,11.001536544242729,0.025735294117647058,25.75728904694347,0.17095588235294118,36.20850368150319,0.78125,13.830430891571877,0.14338235294117646
11250,2011,NA,NA,NA,NA,NA,NA,78.8,0.9591836734693877,8.3,0.9009345794392524,NA,NA,NA,NA,15.2070883989285,0.9044943820224719,24.8,0.19348659003831417,7.5,0.9609665427509294,NA,NA,33.74125874125874,0.9332096474953617,2.3,0.241635687732342,7.5,0.7630597014925373,NA,NA,NA,NA,20.9,0.16512059369202226,29.1,0.47115384615384615,14.969346386624904,0.09375,37.1529824607748,0.8069852941176471,32.74425646305193,0.12683823529411764,23.65978072098995,0.9375
11300,2011,NA,NA,NA,NA,NA,NA,35.8,0.06493506493506493,6.8,0.794392523364486,NA,NA,NA,NA,8.876474239602732,0.36142322097378277,21.9,0.05172413793103448,5.2,0.6319702602230484,NA,NA,20.60221870047544,0.16326530612244897,59.2,0.9609665427509294,0.4,0.05223880597014925,NA,NA,NA,NA,36.6,0.7959183673469388,25.8,0.32884615384615384,9.86060942463926,0.01838235294117647,19.381638475998386,0.08088235294117647,35.18406820372891,0.6158088235294118,8.896066973543896,0.022058823529411766
11350,2011,NA,NA,NA,NA,NA,NA,50.9,0.15584415584415584,8.5,0.9121495327102803,NA,NA,NA,NA,16.99434419606787,0.9325842696629213,29,0.6494252873563219,4.5,0.4758364312267658,NA,NA,27.59914255091104,0.5584415584415584,6.3,0.6468401486988847,1.8,0.35447761194029853,NA,NA,NA,NA,32.3,0.6790352504638218,28.8,0.45,31.569364582652934,1,27.336970658552975,0.22242647058823528,33.33666583182,0.2261029411764706,19.43948556841368,0.5955882352941176
11400,2011,NA,NA,NA,NA,NA,NA,65.9,0.5417439703153989,3.8,0.2261682242990654,NA,NA,NA,NA,7.944055944055944,0.24157303370786518,29.7,0.7145593869731801,4.9,0.5669144981412639,NA,NA,23.51190476190476,0.26159554730983303,1.8,0.12825278810408922,3.1,0.5223880597014925,NA,NA,NA,NA,19.5,0.11317254174397032,33.5,0.7076923076923077,19.625219122410932,0.5110294117647058,38.61584038510986,0.8768382352941176,34.25055192322378,0.41360294117647056,17.644845001074618,0.32536764705882354
11450,2011,NA,NA,NA,NA,NA,NA,58.7,0.28014842300556586,4,0.25981308411214954,NA,NA,NA,NA,9.89522700814901,0.5074906367041199,35.6,0.9444444444444444,3.9,0.34014869888475835,NA,NA,14.48869993287089,0.027829313543599257,10.2,0.7342007434944238,2,0.3917910447761194,NA,NA,NA,NA,18.7,0.10204081632653061,52.7,0.9923076923076923,15.441221391122086,0.1213235294117647,33.76078329684201,0.5808823529411765,37.47216199653003,0.9356617647058824,15.683252928278211,0.20220588235294118
11500,2011,NA,NA,NA,NA,NA,NA,58.9,0.2857142857142857,7.4,0.8523364485981308,NA,NA,NA,NA,15.02108626198083,0.898876404494382,29.2,0.6743295019157088,5.3,0.6598513011152416,NA,NA,18.72145153104382,0.09647495361781076,25.2,0.8736059479553904,3.2,0.5354477611940298,NA,NA,NA,NA,30.4,0.6048237476808905,42.3,0.9134615384615384,12.724901806484045,0.04963235294117647,33.4136809578174,0.5625,36.61471125495477,0.8511029411764706,19.406657206178277,0.5808823529411765
11520,2011,NA,NA,NA,NA,NA,NA,37.5,0.07792207792207792,4.3,0.30654205607476637,NA,NA,NA,NA,7.140425117953207,0.15917602996254682,26,0.3065134099616858,3.9,0.34014869888475835,NA,NA,23.05468303826385,0.24118738404452691,35.8,0.9200743494423792,0.4,0.05223880597014925,NA,NA,NA,NA,33.1,0.712430426716141,31,0.575,15.326542788362486,0.11764705882352941,20.574989792487255,0.0974264705882353,36.305958853935365,0.7922794117647058,9.872157148843467,0.03860294117647059
11570,2011,NA,NA,NA,NA,NA,NA,50.5,0.15213358070500926,7.8,0.8822429906542056,NA,NA,NA,NA,11.01966767988658,0.6329588014981273,25.9,0.29693486590038315,5.8,0.7676579925650557,NA,NA,20.54928648984024,0.1614100185528757,58.7,0.9591078066914498,0.7,0.1287313432835821,NA,NA,NA,NA,32.3,0.6790352504638218,31.1,0.5846153846153846,9.211773586475998,0.012867647058823529,26.3874422767153,0.19669117647058823,35.7097176369044,0.6985294117647058,16.368330387050275,0.24448529411764705
11600,2011,NA,NA,NA,NA,NA,NA,69,0.6512059369202227,4.1,0.27850467289719627,NA,NA,NA,NA,7.342143906020558,0.18164794007490637,27.8,0.48659003831417624,3.6,0.27137546468401486,NA,NA,28.68769074262462,0.6549165120593692,3.8,0.47026022304832715,6.6,0.7350746268656716,NA,NA,NA,NA,30.4,0.6048237476808905,21.9,0.19807692307692307,23.77961436414117,0.9007352941176471,42.11516599943343,0.9852941176470589,34.91443186532447,0.5919117647058824,20.051381390842106,0.6415441176470589
11650,2011,NA,NA,NA,NA,NA,NA,64.3,0.4489795918367347,6.9,0.805607476635514,NA,NA,NA,NA,12.99568072895095,0.8202247191011236,29,0.6494252873563219,5.7,0.7453531598513011,NA,NA,26.75886899988055,0.47309833024118736,4.7,0.5483271375464684,2.9,0.4869402985074627,NA,NA,NA,NA,27,0.4489795918367347,34.3,0.7596153846153846,19.501874232305095,0.4944852941176471,31.66039192760524,0.4338235294117647,36.44103419916146,0.8143382352941176,20.060006057288014,0.6433823529411765
11700,2011,NA,NA,NA,NA,NA,NA,76.5,0.9424860853432282,10.1,0.9495327102803738,NA,NA,NA,NA,15.93291404612159,0.9213483146067416,25.3,0.2260536398467433,3.4,0.23048327137546468,NA,NA,36.31436314363143,0.9703153988868275,3,0.36059479553903345,38.1,0.9328358208955224,NA,NA,NA,NA,43.2,0.8534322820037106,9.5,0.05384615384615385,14.969346386624904,0.09375,37.1529824607748,0.8069852941176471,32.74425646305195,0.12867647058823528,23.65978072098995,0.9375
11720,2011,NA,NA,NA,NA,NA,NA,75.8,0.9146567717996289,6.5,0.7644859813084112,NA,NA,NA,NA,13.94133023525995,0.8689138576779026,31.7,0.8352490421455939,6.5,0.8773234200743495,NA,NA,23.82467496845685,0.28385899814471244,1.7,0.11338289962825279,4.8,0.6623134328358209,NA,NA,NA,NA,25.2,0.3525046382189239,36.3,0.8134615384615385,20.359057889976143,0.6047794117647058,40.1637177490762,0.9393382352941176,33.2675409214171,0.21323529411764705,22.18464064657011,0.8492647058823529
11730,2011,NA,NA,NA,NA,NA,NA,72.6,0.8274582560296846,8.9,0.9252336448598131,NA,NA,NA,NA,12.99992688455071,0.8220973782771536,25.6,0.2681992337164751,7.6,0.966542750929368,NA,NA,27.66642434313013,0.562152133580705,1.9,0.15613382899628253,5.7,0.6996268656716418,NA,NA,NA,NA,25,0.3450834879406308,28,0.4173076923076923,18.394756777111127,0.3805147058823529,38.72115451297744,0.8897058823529411,33.19519766703282,0.19669117647058823,21.296054646514193,0.7628676470588235
11750,2011,NA,NA,NA,NA,NA,NA,72.8,0.8367346938775511,4.3,0.30654205607476637,NA,NA,NA,NA,9.322033898305085,0.4288389513108614,28.4,0.5613026819923371,3.3,0.20260223048327136,NA,NA,30.62173155142359,0.7996289424860853,3.2,0.3940520446096654,12.9,0.8544776119402985,NA,NA,NA,NA,39.7,0.8311688311688312,25.2,0.3057692307692308,20.664398615526036,0.6433823529411765,42.201466698650066,0.9908088235294118,34.49266161989993,0.5091911764705882,25.41490968550185,0.96875
11800,2011,NA,NA,NA,NA,NA,NA,64.4,0.45640074211502785,8.3,0.9009345794392524,NA,NA,NA,NA,13.86255289517382,0.8651685393258427,27.1,0.4157088122605364,5.9,0.7843866171003717,NA,NA,26.59150176407425,0.4582560296846011,5.7,0.6189591078066915,4.1,0.6100746268656716,NA,NA,NA,NA,31.8,0.673469387755102,28.7,0.4480769230769231,19.965162789821804,0.5496323529411765,34.541246410462584,0.6636029411764706,33.19921705469975,0.19852941176470587,18.171164613308537,0.38235294117647056
12000,2011,NA,NA,NA,NA,NA,NA,72.5,0.8181818181818182,3.7,0.2,NA,NA,NA,NA,9.515096065873742,0.45131086142322097,30.4,0.7547892720306514,5.2,0.6319702602230484,NA,NA,25.28581035642233,0.36178107606679033,1.1,0.024163568773234202,2.6,0.45149253731343286,NA,NA,NA,NA,17.2,0.055658627087198514,32.3,0.6423076923076924,23.92423184065342,0.90625,40.733083488239124,0.9595588235294118,34.62081760056197,0.5551470588235294,19.419063774370503,0.5845588235294118
12150,2011,NA,NA,NA,NA,NA,NA,73.1,0.849721706864564,8.1,0.891588785046729,NA,NA,NA,NA,15.26861451460886,0.9101123595505618,23.6,0.10344827586206896,6.5,0.8773234200743495,NA,NA,29.96742671009772,0.75139146567718,1,0.016728624535315983,29.2,0.9160447761194029,NA,NA,NA,NA,31.2,0.6456400742115028,21.3,0.175,20.654068386476876,0.6378676470588235,42.19509534274222,0.9889705882352942,34.4862182429171,0.5073529411764706,25.406422398223253,0.9669117647058824
12350,2011,NA,NA,NA,NA,NA,NA,74.5,0.8831168831168831,6.8,0.794392523364486,NA,NA,NA,NA,9.67238689547582,0.48314606741573035,24.9,0.20114942528735633,6.6,0.8903345724907064,NA,NA,30.80168776371308,0.8107606679035251,2.2,0.22304832713754646,6.5,0.7313432835820896,NA,NA,NA,NA,25.6,0.3673469387755102,27,0.37115384615384617,18.670320315682485,0.41360294117647056,36.227274749102115,0.7665441176470589,32.6695696422295,0.12316176470588236,24.35940911302197,0.9540441176470589
12380,2011,NA,NA,NA,NA,NA,NA,48.7,0.13543599257884972,8.4,0.908411214953271,NA,NA,NA,NA,10.4931900512011,0.5674157303370787,25.5,0.2509578544061303,5.3,0.6598513011152416,NA,NA,19.29281731389711,0.11873840445269017,61.4,0.9684014869888475,0.7,0.1287313432835821,NA,NA,NA,NA,35.8,0.7773654916512059,32,0.6269230769230769,8.774844330476489,0.011029411764705883,26.439808325255733,0.19852941176470587,35.787476972198014,0.7077205882352942,14.244995057548374,0.15625
12700,2011,NA,NA,NA,NA,NA,NA,70.2,0.7217068645640075,4.4,0.34205607476635513,NA,NA,NA,NA,9.632446134347274,0.4737827715355805,28.1,0.5210727969348659,5.9,0.7843866171003717,NA,NA,23.81258023106547,0.2820037105751391,1.1,0.024163568773234202,3.3,0.5485074626865671,NA,NA,NA,NA,18.5,0.08719851576994433,35.2,0.7865384615384615,23.222804490432978,0.8805147058823529,38.26260411889271,0.8584558823529411,34.111051276433614,0.3897058823529412,19.77730829763672,0.6176470588235294
12730,2011,NA,NA,NA,NA,NA,NA,70,0.7142857142857143,3.9,0.2411214953271028,NA,NA,NA,NA,11.87904967602592,0.7322097378277154,27.3,0.4386973180076628,5.6,0.7211895910780669,NA,NA,31.74603174603174,0.8589981447124304,2.2,0.22304832713754646,3.4,0.5578358208955224,NA,NA,NA,NA,26.6,0.4267161410018553,30.3,0.5365384615384615,17.891847624051927,0.3125,34.207620648708854,0.6231617647058824,34.14496769273049,0.39705882352941174,22.931361264621877,0.9007352941176471
12750,2011,NA,NA,NA,NA,NA,NA,67.4,0.5918367346938775,7.5,0.8635514018691589,NA,NA,NA,NA,11.2410071942446,0.6554307116104869,22.5,0.06321839080459771,6.9,0.9144981412639405,NA,NA,29.00592954307639,0.6808905380333952,3.6,0.44052044609665425,5.1,0.6735074626865671,NA,NA,NA,NA,25.8,0.38589981447124305,23.8,0.25,21.90722443085066,0.8143382352941176,31.266793183065886,0.4172794117647059,33.06679789955856,0.18382352941176472,22.855580716548893,0.8860294117647058
12850,2011,NA,NA,NA,NA,NA,NA,56,0.2300556586270872,9.7,0.9476635514018692,NA,NA,NA,NA,14.18312748923844,0.8782771535580525,23.7,0.10919540229885058,7,0.9275092936802974,NA,NA,15.64940181961459,0.04081632653061224,69.9,0.9739776951672863,0.7,0.1287313432835821,NA,NA,NA,NA,30.8,0.6326530612244898,32.3,0.6423076923076924,6.638938403539969,0.0055147058823529415,25.887193275765988,0.18198529411764705,34.815038800539234,0.5845588235294118,18.56963816923719,0.45588235294117646
12870,2011,NA,NA,NA,NA,NA,NA,73,0.8441558441558441,4.6,0.4,NA,NA,NA,NA,8.885586924219911,0.3651685393258427,26.2,0.3160919540229885,4.9,0.5669144981412639,NA,NA,28.69493618773158,0.6567717996289425,1.6,0.09851301115241635,1.5,0.2947761194029851,NA,NA,NA,NA,21.9,0.19294990723562153,30.6,0.55,21.18083984399455,0.7352941176470589,36.75924876684256,0.7941176470588235,33.9948600819772,0.3639705882352941,20.461943743982726,0.7058823529411765
12900,2011,NA,NA,NA,NA,NA,NA,71.1,0.7606679035250464,5.4,0.5850467289719626,NA,NA,NA,NA,11.67076167076167,0.7134831460674157,26.5,0.3390804597701149,5.9,0.7843866171003717,NA,NA,30.26389668725435,0.7829313543599258,1.5,0.07992565055762081,9.6,0.8078358208955224,NA,NA,NA,NA,28.4,0.5083487940630798,29.9,0.5211538461538462,19.85377309049546,0.5422794117647058,42.46328563337402,0.9944852941176471,34.41411146213201,0.4889705882352941,21.61347062288083,0.7904411764705882
12930,2011,NA,NA,NA,NA,NA,NA,40.4,0.09647495361781076,5.8,0.6766355140186916,NA,NA,NA,NA,8.458356986456897,0.31273408239700373,26.8,0.3716475095785441,4.4,0.44423791821561337,NA,NA,20.79425306957708,0.17068645640074212,49.3,0.9535315985130112,0.5,0.07835820895522388,NA,NA,NA,NA,27.7,0.47680890538033394,32.7,0.6711538461538461,11.796556056477073,0.04044117647058824,21.406679329335564,0.10294117647058823,36.07036524753974,0.7647058823529411,11.333717996852123,0.09191176470588236
12950,2011,NA,NA,NA,NA,NA,NA,73.8,0.862708719851577,6.2,0.7420560747663552,NA,NA,NA,NA,12.53175275190517,0.795880149812734,26.1,0.31226053639846746,6,0.8122676579925651,NA,NA,27.6969696969697,0.5677179962894249,1.6,0.09851301115241635,12.2,0.8488805970149254,NA,NA,NA,NA,26.9,0.44712430426716143,25.8,0.32884615384615384,18.534916000912723,0.3915441176470588,40.933334182268005,0.96875,33.18735071054615,0.1948529411764706,23.526449798620675,0.9301470588235294
13010,2011,NA,NA,NA,NA,NA,NA,72.7,0.8293135435992579,6.7,0.7794392523364486,NA,NA,NA,NA,12.27994847574066,0.7734082397003745,24,0.12452107279693486,7.1,0.9386617100371747,NA,NA,30.90909090909091,0.8218923933209648,1.7,0.11338289962825279,5.7,0.6996268656716418,NA,NA,NA,NA,25.4,0.3580705009276438,25.5,0.3153846153846154,27.21147505287956,0.9650735294117647,40.48616227612419,0.9540441176470589,32.303449530662306,0.08823529411764706,22.898600078959607,0.8933823529411765
13310,2011,NA,NA,NA,NA,NA,NA,69.2,0.6623376623376623,5.7,0.6523364485981309,NA,NA,NA,NA,12.71676300578035,0.8071161048689138,27.5,0.4540229885057471,6,0.8122676579925651,NA,NA,29.03318351343598,0.6846011131725418,3.3,0.4107806691449814,2.8,0.47201492537313433,NA,NA,NA,NA,28.2,0.5027829313543599,32.8,0.676923076923077,21.425744031131675,0.7738970588235294,37.595623547088415,0.8216911764705882,33.58850870430218,0.2757352941176471,19.919860616383158,0.6305147058823529
13340,2011,NA,NA,NA,NA,NA,NA,69.3,0.6753246753246753,4.1,0.27850467289719627,NA,NA,NA,NA,8.833522083805208,0.352059925093633,30.1,0.7318007662835249,5.2,0.6319702602230484,NA,NA,25.3669343672113,0.3673469387755102,1.7,0.11338289962825279,2,0.3917910447761194,NA,NA,NA,NA,18.4,0.08348794063079777,33.9,0.7346153846153847,19.577999770929623,0.5091911764705882,34.40012756403368,0.65625,34.50005017185018,0.5128676470588235,15.4798402398888,0.1948529411764706
13450,2011,NA,NA,NA,NA,NA,NA,69.2,0.6623376623376623,4.9,0.4897196261682243,NA,NA,NA,NA,9.603803486529317,0.4681647940074906,29,0.6494252873563219,4.9,0.5669144981412639,NA,NA,24.37899219304471,0.3079777365491651,20.6,0.8420074349442379,4.1,0.6100746268656716,NA,NA,NA,NA,31.4,0.6567717996289425,30.1,0.525,17.125021318101712,0.24816176470588236,38.12664135964424,0.8529411764705882,33.32770243092718,0.22426470588235295,18.164885535211663,0.3805147058823529
13550,2011,NA,NA,NA,NA,NA,NA,71.1,0.7606679035250464,6,0.7121495327102804,NA,NA,NA,NA,12.14600377595972,0.7565543071161048,28.1,0.5210727969348659,4.8,0.5408921933085502,NA,NA,27.47326203208556,0.5435992578849722,1.4,0.05947955390334572,11.2,0.8376865671641791,NA,NA,NA,NA,29.9,0.5807050092764379,28.3,0.425,20.07169497478222,0.5661764705882353,39.4067999023172,0.9172794117647058,32.88783260536992,0.14522058823529413,24.384610288292112,0.9558823529411765
13660,2011,NA,NA,NA,NA,NA,NA,71.7,0.7847866419294991,5,0.5196261682242991,NA,NA,NA,NA,7.532281205164992,0.20224719101123595,26.2,0.3160919540229885,7.1,0.9386617100371747,NA,NA,30.06438831104507,0.7625231910946196,1,0.016728624535315983,3.8,0.5876865671641791,NA,NA,NA,NA,24.1,0.300556586270872,22.4,0.20961538461538462,21.827395474923296,0.8069852941176471,40.39621716368362,0.9430147058823529,34.17852178181745,0.40625,21.501187538818506,0.7683823529411765
13800,2011,NA,NA,NA,NA,NA,NA,63.2,0.4100185528756957,4.6,0.4,NA,NA,NA,NA,11.13584406208639,0.6460674157303371,32,0.8544061302681992,4,0.36431226765799257,NA,NA,20.44135284240825,0.15769944341372913,5.3,0.5910780669144982,2.6,0.45149253731343286,NA,NA,NA,NA,24.9,0.34137291280148424,42.5,0.9153846153846154,20.17384784004433,0.5992647058823529,30.456044397978484,0.33639705882352944,36.415496095411044,0.8125,17.859785702906233,0.3547794117647059
13850,2011,NA,NA,NA,NA,NA,NA,70.2,0.7217068645640075,3.6,0.16448598130841122,NA,NA,NA,NA,10.82802547770701,0.6142322097378277,25.7,0.2835249042145594,5.6,0.7211895910780669,NA,NA,31.27147766323024,0.8367346938775511,2.9,0.3382899628252788,5.4,0.6865671641791045,NA,NA,NA,NA,31.3,0.6512059369202227,25.4,0.3096153846153846,20.091919035585864,0.5716911764705882,39.20879338247669,0.9025735294117647,34.5304266668412,0.5147058823529411,22.552964710609665,0.8658088235294118
13910,2011,NA,NA,NA,NA,NA,NA,71.4,0.7717996289424861,5.8,0.6766355140186916,NA,NA,NA,NA,11.4156192046157,0.6704119850187266,27.5,0.4540229885057471,6,0.8122676579925651,NA,NA,29.32320045884715,0.6975881261595547,2.5,0.2843866171003718,3.2,0.5354477611940298,NA,NA,NA,NA,25.4,0.3580705009276438,27.9,0.40384615384615385,17.81762146114883,0.30514705882352944,36.58191547455334,0.78125,33.533163762442896,0.2555147058823529,22.793152913948443,0.8805147058823529
14000,2011,NA,NA,NA,NA,NA,NA,35.3,0.06307977736549165,4.6,0.4,NA,NA,NA,NA,7.064915849824302,0.15355805243445692,31,0.789272030651341,3.9,0.34014869888475835,NA,NA,17.89856176157009,0.07977736549165121,25.8,0.879182156133829,0.4,0.05223880597014925,NA,NA,NA,NA,19.6,0.11688311688311688,41.1,0.8923076923076924,15.06887024929536,0.10845588235294118,18.8621225982278,0.07169117647058823,36.45192897611901,0.8180147058823529,9.152124650191734,0.02389705882352941
14100,2011,NA,NA,NA,NA,NA,NA,34.90000000000001,0.055658627087198514,3.6,0.16448598130841122,NA,NA,NA,NA,6.621910283796155,0.12734082397003746,28.6,0.5900383141762452,5.1,0.6171003717472119,NA,NA,25.93582887700535,0.41187384044526903,18.2,0.8215613382899628,0.4,0.05223880597014925,NA,NA,NA,NA,25.7,0.3784786641929499,31.7,0.6115384615384616,19.67085604597753,0.5165441176470589,19.304541224144028,0.07904411764705882,37.07763162320362,0.8897058823529411,10.80609504870873,0.07169117647058823
