SA4_CODE16,Year,Month,Week,asrRESP,asrAST,asrCVD,nDeaths
102,2017,12,29,47.743666557451,NA,19.5577114901825,NA
102,2018,01,05,35.0141461194759,NA,14.8782070690276,NA
102,2018,01,12,38.6674865353216,6.28285105388563,17.8354808132198,NA
102,2018,01,19,43.5998427021176,NA,18.8295019025186,NA
102,2018,01,26,36.3796833549016,NA,19.7287627476878,NA
102,2018,02,02,46.4252055674715,6.01098780775361,14.8392429768304,NA
102,2018,02,09,50.6657049286353,11.1073859342965,17.3595393118304,NA
102,2018,02,16,47.1241170172672,8.28501536025221,17.1590724411129,NA
102,2018,02,23,51.9392135216389,6.00388584636761,19.8870200694481,NA
102,2018,09,01,91.7272048102935,5.46439538217577,19.7000495862887,NA
102,2018,09,08,85.2499701681433,NA,20.608193583636,NA
102,2018,09,15,83.6765518166571,6.47517736920647,19.2048956926681,NA
102,2018,09,22,75.4879576898018,7.17820163430651,21.9304847812385,NA
102,2018,09,29,60.9481943386796,6.75332555857772,15.8465938265274,NA
102,2018,10,06,51.3130277351008,NA,12.3213974025248,NA
102,2018,10,13,51.3454084712314,NA,16.21060981587,NA
102,2018,10,20,59.0510783680652,8.40236050867098,18.6221433460119,NA
102,2018,10,27,59.7388393052961,8.8689037750046,17.1933499010262,NA
102,2018,11,03,50.9407011748685,8.41183209817814,17.1698076732672,NA
102,2018,11,10,49.2090643803626,7.39341056986688,18.8999039869057,NA
102,2018,11,17,53.5966975864657,7.07901326885608,15.3759322288815,NA
102,2018,11,24,52.3070431878478,7.43957423310465,18.9873563741562,NA
102,2018,12,01,39.7302140433361,NA,19.2322440359282,NA
102,2018,12,08,48.1217384879251,NA,18.9021597452213,NA
102,2018,12,15,55.6580264066391,11.0168296209355,15.1685545228678,NA
102,2018,12,22,58.3148131625518,7.67076655896248,17.7783193209227,NA
102,2018,12,29,47.743666557451,NA,19.5577114901825,NA
102,2019,01,05,35.0141461194759,NA,14.8782070690276,NA
102,2019,01,12,38.6674865353216,6.28285105388563,17.8354808132198,NA
102,2019,01,19,43.5998427021176,NA,18.8295019025186,NA
102,2019,01,26,36.3796833549016,NA,19.7287627476878,NA
102,2019,02,02,46.4252055674715,6.01098780775361,14.8392429768304,NA
102,2019,02,09,50.6657049286353,11.1073859342965,17.3595393118304,NA
102,2019,02,16,47.1241170172672,8.28501536025221,17.1590724411129,NA
102,2019,02,23,51.9392135216389,6.00388584636761,19.8870200694481,NA
102,2019,09,01,91.7272048102935,5.46439538217577,19.7000495862887,60
102,2019,09,08,85.2499701681433,NA,20.608193583636,61
102,2019,09,15,83.6765518166571,6.47517736920647,19.2048956926681,56
102,2019,09,22,75.4879576898018,7.17820163430651,21.9304847812385,42
102,2019,09,29,60.9481943386796,6.75332555857772,15.8465938265274,50
102,2019,10,06,51.3130277351008,NA,12.3213974025248,43
102,2019,10,13,51.3454084712314,NA,16.21060981587,52
102,2019,10,20,59.0510783680652,8.40236050867098,18.6221433460119,56
102,2019,10,27,59.7388393052961,8.8689037750046,17.1933499010262,36
102,2019,11,03,50.9407011748685,8.41183209817814,17.1698076732672,49
102,2019,11,10,49.2090643803626,7.39341056986688,18.8999039869057,65
102,2019,11,17,53.5966975864657,7.07901326885608,15.3759322288815,49
102,2019,11,24,52.3070431878478,7.43957423310465,18.9873563741562,45
102,2019,12,01,39.7302140433361,NA,19.2322440359282,56
102,2019,12,08,48.1217384879251,NA,18.9021597452213,49
102,2019,12,15,55.6580264066391,11.0168296209355,15.1685545228678,53
102,2019,12,22,58.3148131625518,7.67076655896248,17.7783193209227,48
102,2019,12,29,47.743666557451,NA,19.5577114901825,45
102,2020,01,05,35.0141461194759,NA,14.8782070690276,59
102,2020,01,12,38.6674865353216,6.28285105388563,17.8354808132198,44
102,2020,01,19,43.5998427021176,NA,18.8295019025186,52
102,2020,01,26,36.3796833549016,NA,19.7287627476878,33
102,2020,02,02,46.4252055674715,6.01098780775361,14.8392429768304,45
102,2020,02,09,50.6657049286353,11.1073859342965,17.3595393118304,69
102,2020,02,16,47.1241170172672,8.28501536025221,17.1590724411129,52
102,2020,02,23,51.9392135216389,6.00388584636761,19.8870200694481,45
103,2017,09,01,199.532119926879,10.8068384534046,26.2032976448267,NA
103,2017,09,08,185.526968758009,19.0628062872006,30.6069459181696,NA
103,2017,09,15,165.018374231635,14.6015301844299,29.4208021977571,NA
103,2017,09,22,137.777233930339,12.5627134837696,33.9171985113372,NA
103,2017,09,29,138.100330605503,13.0329896248285,26.819418142033,NA
103,2017,10,06,102.210760275685,NA,27.9742761162878,NA
103,2017,10,13,74.385725861899,13.936339455384,24.8153674204157,NA
103,2017,10,20,86.2603369770847,13.2291898689654,20.0562527312307,NA
103,2017,10,27,86.2699726502663,11.3250418415412,23.2369644068523,NA
103,2017,11,03,79.3045632890299,9.99170553962003,24.972617059136,NA
103,2017,11,10,104.810785266023,15.7480806791784,29.9803500098247,NA
103,2017,11,17,82.3472313331062,11.9034395190662,28.7331081468829,NA
103,2017,11,24,84.2069573895351,10.3354175970309,32.0937263802992,NA
103,2017,12,01,71.000484552198,NA,20.6776409053107,NA
103,2017,12,08,78.8118255676687,NA,26.3314700359398,NA
103,2017,12,15,61.8576450584035,NA,21.3895079989544,NA
103,2017,12,22,85.2995471168732,9.63274578553902,23.1704005098073,NA
103,2017,12,29,84.3214438934415,NA,21.2594260571609,NA
103,2018,01,05,43.6319207104464,NA,16.4257201281334,NA
103,2018,01,12,48.7002710521089,NA,21.2447339376722,NA
103,2018,01,19,67.2367637500049,NA,22.5503821342998,NA
103,2018,01,26,63.0188671852507,NA,24.6410554621985,NA
103,2018,02,02,51.2392226490739,NA,22.1861793443666,NA
103,2018,02,09,67.6069187067773,12.8622786524578,19.3727035747667,NA
103,2018,02,16,72.1934260821145,11.643474857053,21.1859546012677,NA
103,2018,02,23,71.8944342127057,NA,19.1036902865793,NA
103,2018,09,01,199.532119926879,10.8068384534046,26.2032976448267,NA
103,2018,09,08,185.526968758009,19.0628062872006,30.6069459181696,NA
103,2018,09,15,165.018374231635,14.6015301844299,29.4208021977571,NA
103,2018,09,22,137.777233930339,12.5627134837696,33.9171985113372,NA
103,2018,09,29,138.100330605503,13.0329896248285,26.819418142033,NA
103,2018,10,06,102.210760275685,NA,27.9742761162878,NA
103,2018,10,13,74.385725861899,13.936339455384,24.8153674204157,NA
103,2018,10,20,86.2603369770847,13.2291898689654,20.0562527312307,NA
103,2018,10,27,86.2699726502663,11.3250418415412,23.2369644068523,NA
103,2018,11,03,79.3045632890299,9.99170553962003,24.972617059136,NA
103,2018,11,10,104.810785266023,15.7480806791784,29.9803500098247,NA
103,2018,11,17,82.3472313331062,11.9034395190662,28.7331081468829,NA
103,2018,11,24,84.2069573895351,10.3354175970309,32.0937263802992,NA
103,2018,12,01,71.000484552198,NA,20.6776409053107,NA
103,2018,12,08,78.8118255676687,NA,26.3314700359398,NA
103,2018,12,15,61.8576450584035,NA,21.3895079989544,NA
103,2018,12,22,85.2995471168732,9.63274578553902,23.1704005098073,NA
103,2018,12,29,84.3214438934415,NA,21.2594260571609,NA
103,2019,01,05,43.6319207104464,NA,16.4257201281334,NA
103,2019,01,12,48.7002710521089,NA,21.2447339376722,NA
103,2019,01,19,67.2367637500049,NA,22.5503821342998,NA
103,2019,01,26,63.0188671852507,NA,24.6410554621985,NA
103,2019,02,02,51.2392226490739,NA,22.1861793443666,NA
103,2019,02,09,67.6069187067773,12.8622786524578,19.3727035747667,NA
103,2019,02,16,72.1934260821145,11.643474857053,21.1859546012677,NA
103,2019,02,23,71.8944342127057,NA,19.1036902865793,NA
103,2019,09,01,199.532119926879,10.8068384534046,26.2032976448267,48
103,2019,09,08,185.526968758009,19.0628062872006,30.6069459181696,42
103,2019,09,15,165.018374231635,14.6015301844299,29.4208021977571,42
103,2019,09,22,137.777233930339,12.5627134837696,33.9171985113372,26
103,2019,09,29,138.100330605503,13.0329896248285,26.819418142033,44
103,2019,10,06,102.210760275685,NA,27.9742761162878,44
103,2019,10,13,74.385725861899,13.936339455384,24.8153674204157,34
103,2019,10,20,86.2603369770847,13.2291898689654,20.0562527312307,41
103,2019,10,27,86.2699726502663,11.3250418415412,23.2369644068523,42
103,2019,11,03,79.3045632890299,9.99170553962003,24.972617059136,28
103,2019,11,10,104.810785266023,15.7480806791784,29.9803500098247,41
103,2019,11,17,82.3472313331062,11.9034395190662,28.7331081468829,28
103,2019,11,24,84.2069573895351,10.3354175970309,32.0937263802992,37
103,2019,12,01,71.000484552198,NA,20.6776409053107,29
103,2019,12,08,78.8118255676687,NA,26.3314700359398,35
103,2019,12,15,61.8576450584035,NA,21.3895079989544,29
103,2019,12,22,85.2995471168732,9.63274578553902,23.1704005098073,30
103,2019,12,29,84.3214438934415,NA,21.2594260571609,38
103,2020,01,05,43.6319207104464,NA,16.4257201281334,30
103,2020,01,12,48.7002710521089,NA,21.2447339376722,40
103,2020,01,19,67.2367637500049,NA,22.5503821342998,32
103,2020,01,26,63.0188671852507,NA,24.6410554621985,29
103,2020,02,02,51.2392226490739,NA,22.1861793443666,32
103,2020,02,09,67.6069187067773,12.8622786524578,19.3727035747667,30
103,2020,02,16,72.1934260821145,11.643474857053,21.1859546012677,25
103,2020,02,23,71.8944342127057,NA,19.1036902865793,28
104,2017,09,01,171.746304966452,NA,19.5495142376615,NA
104,2017,09,08,178.873558491683,NA,21.2944941822354,NA
104,2017,09,15,169.738212694308,NA,22.6734492049619,NA
104,2017,09,22,129.84861167001,NA,16.5013878636848,NA
104,2017,09,29,100.307724545594,NA,19.2756072334072,NA
104,2017,10,06,84.3018267015057,NA,17.8353114801498,NA
104,2017,10,13,73.9363109119119,NA,18.9274469634894,NA
104,2017,10,20,88.9032219989938,NA,20.9222712549978,NA
104,2017,10,27,80.1624203097283,NA,12.8970753989912,NA
104,2017,11,03,83.453481046557,NA,24.6286348845686,NA
104,2017,11,10,84.5660188328609,NA,21.1244205044517,NA
104,2017,11,17,94.4345319705656,NA,19.544198072936,NA
104,2017,11,24,84.2596334307193,NA,22.468814747053,NA
104,2017,12,01,71.7319148037434,NA,22.3907810490471,NA
104,2017,12,08,65.4270330144738,NA,15.5157217519843,NA
104,2017,12,15,84.6477546733057,NA,20.4652137149969,NA
104,2017,12,22,94.1778383387371,NA,15.472610130207,NA
104,2017,12,29,83.8425841869533,NA,23.2422227085142,NA
104,2018,01,05,62.6386538225696,NA,18.4466365734046,NA
104,2018,01,12,67.1571841859791,NA,21.5003111409127,NA
104,2018,01,19,59.9928399344827,NA,21.2345729258156,NA
104,2018,01,26,72.7422706771879,NA,18.1801391022904,NA
104,2018,02,02,77.5369954600785,NA,20.1641771803275,NA
104,2018,02,09,84.6013176236643,NA,18.8742996621312,NA
104,2018,02,16,75.7574322581399,NA,19.7223999446657,NA
104,2018,02,23,60.6559059390225,NA,23.2722132846586,NA
104,2018,09,01,171.746304966452,NA,19.5495142376615,NA
104,2018,09,08,178.873558491683,NA,21.2944941822354,NA
104,2018,09,15,169.738212694308,NA,22.6734492049619,NA
104,2018,09,22,129.84861167001,NA,16.5013878636848,NA
104,2018,09,29,100.307724545594,NA,19.2756072334072,NA
104,2018,10,06,84.3018267015057,NA,17.8353114801498,NA
104,2018,10,13,73.9363109119119,NA,18.9274469634894,NA
104,2018,10,20,88.9032219989938,NA,20.9222712549978,NA
104,2018,10,27,80.1624203097283,NA,12.8970753989912,NA
104,2018,11,03,83.453481046557,NA,24.6286348845686,NA
104,2018,11,10,84.5660188328609,NA,21.1244205044517,NA
104,2018,11,17,94.4345319705656,NA,19.544198072936,NA
104,2018,11,24,84.2596334307193,NA,22.468814747053,NA
104,2018,12,01,71.7319148037434,NA,22.3907810490471,NA
104,2018,12,08,65.4270330144738,NA,15.5157217519843,NA
104,2018,12,15,84.6477546733057,NA,20.4652137149969,NA
104,2018,12,22,94.1778383387371,NA,15.472610130207,NA
104,2018,12,29,83.8425841869533,NA,23.2422227085142,NA
104,2019,01,05,62.6386538225696,NA,18.4466365734046,NA
104,2019,01,12,67.1571841859791,NA,21.5003111409127,NA
104,2019,01,19,59.9928399344827,NA,21.2345729258156,NA
104,2019,01,26,72.7422706771879,NA,18.1801391022904,NA
104,2019,02,02,77.5369954600785,NA,20.1641771803275,NA
104,2019,02,09,84.6013176236643,NA,18.8742996621312,NA
104,2019,02,16,75.7574322581399,NA,19.7223999446657,NA
104,2019,02,23,60.6559059390225,NA,23.2722132846586,NA
104,2019,09,01,171.746304966452,NA,19.5495142376615,29
104,2019,09,08,178.873558491683,NA,21.2944941822354,26
104,2019,09,15,169.738212694308,NA,22.6734492049619,36
104,2019,09,22,129.84861167001,NA,16.5013878636848,21
104,2019,09,29,100.307724545594,NA,19.2756072334072,18
104,2019,10,06,84.3018267015057,NA,17.8353114801498,25
104,2019,10,13,73.9363109119119,NA,18.9274469634894,13
104,2019,10,20,88.9032219989938,NA,20.9222712549978,32
104,2019,10,27,80.1624203097283,NA,12.8970753989912,21
104,2019,11,03,83.453481046557,NA,24.6286348845686,21
104,2019,11,10,84.5660188328609,NA,21.1244205044517,16
104,2019,11,17,94.4345319705656,NA,19.544198072936,22
104,2019,11,24,84.2596334307193,NA,22.468814747053,29
104,2019,12,01,71.7319148037434,NA,22.3907810490471,27
104,2019,12,08,65.4270330144738,NA,15.5157217519843,28
104,2019,12,15,84.6477546733057,NA,20.4652137149969,26
104,2019,12,22,94.1778383387371,NA,15.472610130207,21
104,2019,12,29,83.8425841869533,NA,23.2422227085142,19
104,2020,01,05,62.6386538225696,NA,18.4466365734046,22
104,2020,01,12,67.1571841859791,NA,21.5003111409127,22
104,2020,01,19,59.9928399344827,NA,21.2345729258156,23
104,2020,01,26,72.7422706771879,NA,18.1801391022904,22
104,2020,02,02,77.5369954600785,NA,20.1641771803275,31
104,2020,02,09,84.6013176236643,NA,18.8742996621312,31
104,2020,02,16,75.7574322581399,NA,19.7223999446657,31
104,2020,02,23,60.6559059390225,NA,23.2722132846586,32
105,2017,09,01,207.044051531453,17.6301254208051,26.7340814885335,NA
105,2017,09,08,222.665785736913,21.3337146684064,24.6291130863088,NA
105,2017,09,15,198.063375367833,18.8968201504171,30.1807756716683,NA
105,2017,09,22,180.909149221063,NA,30.1920061071829,NA
105,2017,09,29,150.752412236096,NA,29.43111526877,NA
105,2017,10,06,101.987262778955,NA,28.0458218897371,NA
105,2017,10,13,109.523231023711,NA,32.6744659158519,NA
105,2017,10,20,102.150971427784,19.1525290052872,28.8355888149968,NA
105,2017,10,27,110.126323857776,NA,34.8460509176961,NA
105,2017,11,03,95.2193020297789,NA,29.0167242613353,NA
105,2017,11,10,106.485921625781,NA,28.6048160156614,NA
105,2017,11,17,80.4023345364309,NA,35.9407097103706,NA
105,2017,11,24,87.3040825654405,NA,27.2492436635667,NA
105,2017,12,01,85.5604447977275,NA,30.4160018962112,NA
105,2017,12,08,90.4694741890962,NA,41.8446373500423,NA
105,2017,12,15,78.900431226691,NA,30.8072984918619,NA
105,2017,12,22,133.253890541432,NA,31.8249187928611,NA
105,2017,12,29,93.11897624645,NA,28.3478943135456,NA
105,2018,01,05,76.9659450495635,NA,28.4248252432111,NA
105,2018,01,12,61.9468361568767,NA,24.8050362161779,NA
105,2018,01,19,67.2626961425394,NA,30.9682817462447,NA
105,2018,01,26,67.8916386424123,NA,26.2403399944267,NA
105,2018,02,02,70.2965138314671,NA,29.0640980287857,NA
105,2018,02,09,78.47872396821,NA,29.7950960096817,NA
105,2018,02,16,71.5358117367259,NA,29.8530533748154,NA
105,2018,02,23,76.3506408506636,NA,23.6493869352145,NA
105,2018,09,01,207.044051531453,17.6301254208051,26.7340814885335,NA
105,2018,09,08,222.665785736913,21.3337146684064,24.6291130863088,NA
105,2018,09,15,198.063375367833,18.8968201504171,30.1807756716683,NA
105,2018,09,22,180.909149221063,NA,30.1920061071829,NA
105,2018,09,29,150.752412236096,NA,29.43111526877,NA
105,2018,10,06,101.987262778955,NA,28.0458218897371,NA
105,2018,10,13,109.523231023711,NA,32.6744659158519,NA
105,2018,10,20,102.150971427784,19.1525290052872,28.8355888149968,NA
105,2018,10,27,110.126323857776,NA,34.8460509176961,NA
105,2018,11,03,95.2193020297789,NA,29.0167242613353,NA
105,2018,11,10,106.485921625781,NA,28.6048160156614,NA
105,2018,11,17,80.4023345364309,NA,35.9407097103706,NA
105,2018,11,24,87.3040825654405,NA,27.2492436635667,NA
105,2018,12,01,85.5604447977275,NA,30.4160018962112,NA
105,2018,12,08,90.4694741890962,NA,41.8446373500423,NA
105,2018,12,15,78.900431226691,NA,30.8072984918619,NA
105,2018,12,22,133.253890541432,NA,31.8249187928611,NA
105,2018,12,29,93.11897624645,NA,28.3478943135456,NA
105,2019,01,05,76.9659450495635,NA,28.4248252432111,NA
105,2019,01,12,61.9468361568767,NA,24.8050362161779,NA
105,2019,01,19,67.2626961425394,NA,30.9682817462447,NA
105,2019,01,26,67.8916386424123,NA,26.2403399944267,NA
105,2019,02,02,70.2965138314671,NA,29.0640980287857,NA
105,2019,02,09,78.47872396821,NA,29.7950960096817,NA
105,2019,02,16,71.5358117367259,NA,29.8530533748154,NA
105,2019,02,23,76.3506408506636,NA,23.6493869352145,NA
105,2019,09,01,207.044051531453,17.6301254208051,26.7340814885335,17
105,2019,09,08,222.665785736913,21.3337146684064,24.6291130863088,17
105,2019,09,15,198.063375367833,18.8968201504171,30.1807756716683,25
105,2019,09,22,180.909149221063,NA,30.1920061071829,20
105,2019,09,29,150.752412236096,NA,29.43111526877,18
105,2019,10,06,101.987262778955,NA,28.0458218897371,14
105,2019,10,13,109.523231023711,NA,32.6744659158519,18
105,2019,10,20,102.150971427784,19.1525290052872,28.8355888149968,12
105,2019,10,27,110.126323857776,NA,34.8460509176961,16
105,2019,11,03,95.2193020297789,NA,29.0167242613353,18
105,2019,11,10,106.485921625781,NA,28.6048160156614,25
105,2019,11,17,80.4023345364309,NA,35.9407097103706,25
105,2019,11,24,87.3040825654405,NA,27.2492436635667,15
105,2019,12,01,85.5604447977275,NA,30.4160018962112,13
105,2019,12,08,90.4694741890962,NA,41.8446373500423,17
105,2019,12,15,78.900431226691,NA,30.8072984918619,18
105,2019,12,22,133.253890541432,NA,31.8249187928611,26
105,2019,12,29,93.11897624645,NA,28.3478943135456,21
105,2020,01,05,76.9659450495635,NA,28.4248252432111,24
105,2020,01,12,61.9468361568767,NA,24.8050362161779,13
105,2020,01,19,67.2626961425394,NA,30.9682817462447,19
105,2020,01,26,67.8916386424123,NA,26.2403399944267,26
105,2020,02,02,70.2965138314671,NA,29.0640980287857,23
105,2020,02,09,78.47872396821,NA,29.7950960096817,17
105,2020,02,16,71.5358117367259,NA,29.8530533748154,15
105,2020,02,23,76.3506408506636,NA,23.6493869352145,17
106,2017,09,01,108.366623157148,7.45857537506976,37.0682896899375,NA
106,2017,09,08,99.1709969332105,9.3222890604843,29.804193692605,NA
106,2017,09,15,89.3652223131257,9.4562667048367,27.8714895183975,NA
106,2017,09,22,82.7517618411712,7.6187854748432,25.8672422314101,NA
106,2017,09,29,94.0593570204048,NA,23.917066109119,NA
106,2017,10,06,65.0903568502577,NA,21.1661484316233,NA
106,2017,10,13,51.6553057905597,NA,18.8212540338699,NA
106,2017,10,20,57.6958814312315,7.74454029333893,24.1706435678674,NA
106,2017,10,27,64.7105288189354,9.4855757991046,23.0498604119864,NA
106,2017,11,03,53.9789712403675,NA,20.1380938609605,NA
106,2017,11,10,57.9181097113784,10.4044914483087,24.1040818826124,NA
106,2017,11,17,54.0053708309524,NA,23.9544653616272,NA
106,2017,11,24,46.4467321148365,NA,28.227578359679,NA
106,2017,12,01,54.3594909866939,NA,20.836938831575,NA
106,2017,12,08,51.1388864872752,NA,21.2197726573795,NA
106,2017,12,15,54.1415521839633,NA,14.4021708059004,NA
106,2017,12,22,67.4481086675986,7.11374184326153,19.7166040345426,NA
106,2017,12,29,65.9277937655542,NA,19.0703327427559,NA
106,2018,01,05,42.7646361332836,NA,22.7085058854785,NA
106,2018,01,12,35.6842702603532,NA,18.517473948928,NA
106,2018,01,19,43.8602358835975,NA,24.6734858200942,NA
106,2018,01,26,53.2903353525764,NA,20.2153446201615,NA
106,2018,02,02,47.5275320379818,8.92463215875365,19.2082199180846,NA
106,2018,02,09,53.5048375809114,10.3156700893494,20.0973524447204,NA
106,2018,02,16,53.9480414293579,13.0263383717945,20.1582260603906,NA
106,2018,02,23,56.10311257213,NA,19.3563252216492,NA
106,2018,09,01,108.366623157148,7.45857537506976,37.0682896899375,NA
106,2018,09,08,99.1709969332105,9.3222890604843,29.804193692605,NA
106,2018,09,15,89.3652223131257,9.4562667048367,27.8714895183975,NA
106,2018,09,22,82.7517618411712,7.6187854748432,25.8672422314101,NA
106,2018,09,29,94.0593570204048,NA,23.917066109119,NA
106,2018,10,06,65.0903568502577,NA,21.1661484316233,NA
106,2018,10,13,51.6553057905597,NA,18.8212540338699,NA
106,2018,10,20,57.6958814312315,7.74454029333893,24.1706435678674,NA
106,2018,10,27,64.7105288189354,9.4855757991046,23.0498604119864,NA
106,2018,11,03,53.9789712403675,NA,20.1380938609605,NA
106,2018,11,10,57.9181097113784,10.4044914483087,24.1040818826124,NA
106,2018,11,17,54.0053708309524,NA,23.9544653616272,NA
106,2018,11,24,46.4467321148365,NA,28.227578359679,NA
106,2018,12,01,54.3594909866939,NA,20.836938831575,NA
106,2018,12,08,51.1388864872752,NA,21.2197726573795,NA
106,2018,12,15,54.1415521839633,NA,14.4021708059004,NA
