SA4_CODE16,Year,WB,rsWB
101,2011,0.01364939833209169,0.42045454545454547
102,2011,0.5959748999909057,0.9772727272727273
103,2011,0.013108562738176325,0.4090909090909091
104,2011,0.006467774248135377,0.20454545454545456
105,2011,0.009203656543134407,0.2840909090909091
106,2011,0.058194890960662896,0.7386363636363636
107,2011,0.009891000901663019,0.3068181818181818
108,2011,0.015461223983851429,0.4772727272727273
109,2011,0.1795830803882802,0.9318181818181818
110,2011,0.006666557890136518,0.2159090909090909
111,2011,2.4124403361407465,1
112,2011,0.09606018784015398,0.875
113,2011,0.020749824847653985,0.5454545454545454
114,2011,0.023454798916813117,0.5909090909090909
115,2011,0.00270867468264088,0.045454545454545456
116,2011,0.010473162560439541,0.3181818181818182
117,2011,0.01432875719250649,0.4318181818181818
118,2011,0.005166902660216704,0.1590909090909091
119,2011,0.02923955711234219,0.7045454545454546
120,2011,0.005424286359448755,0.17045454545454544
121,2011,0.003927536220413055,0.09090909090909091
122,2011,0.012318708441042353,0.38636363636363635
123,2011,0.021607742165040272,0.5681818181818182
124,2011,0.07545957547917617,0.8295454545454546
125,2011,0.004663630486275356,0.13636363636363635
126,2011,0.004315954539861092,0.11363636363636363
127,2011,0.05936897298412293,0.75
128,2011,0.009276782364731109,0.29545454545454547
201,2011,0.018739036130658217,0.5113636363636364
202,2011,0.014730273262968241,0.4659090909090909
203,2011,0.028491291777847514,0.6931818181818182
204,2011,0.06647647781331625,0.7954545454545454
205,2011,0.02530155841219544,0.6477272727272727
206,2011,0.026381578498706905,0.6704545454545454
207,2011,0.002601445217060013,0.03409090909090909
208,2011,0.014622572200822952,0.45454545454545453
209,2011,0.0035876838858044124,0.056818181818181816
210,2011,0.00453889186404167,0.125
211,2011,0.006265707870269978,0.19318181818181818
212,2011,0.010811432258144574,0.3409090909090909
213,2011,0.018859550254603612,0.5227272727272727
214,2011,0.008098936281613482,0.23863636363636365
215,2011,0.0779835800768289,0.8409090909090909
216,2011,0.07947638936938567,0.8636363636363636
217,2011,0.09841931046399163,0.8977272727272727
301,2011,0.03302567385219139,0.7159090909090909
302,2011,0.008756634261803928,0.26136363636363635
303,2011,0.0057313578774275805,0.18181818181818182
304,2011,0.9461895706341368,0.9886363636363636
305,2011,0.0039071918051037545,0.07954545454545454
306,2011,0.00414694813136134,0.10227272727272728
307,2011,0.005082831261451905,0.14772727272727273
308,2011,0.022710562053476293,0.5795454545454546
309,2011,0.060713520241957315,0.7727272727272727
310,2011,0.19542946004488543,0.9431818181818182
311,2011,0.024774975307608974,0.6136363636363636
312,2011,0.014597820719882847,0.4431818181818182
313,2011,0.0215227285346225,0.5568181818181818
314,2011,0.06550872941653499,0.7840909090909091
315,2011,0.01084499949916358,0.3522727272727273
316,2011,0.02493461632567861,0.625
317,2011,0.002517988618920103,0.022727272727272728
318,2011,0.07091363313528054,0.8181818181818182
319,2011,0.00789171443394795,0.22727272727272727
401,2011,0.00367400065672405,0.06818181818181818
402,2011,0.06050987552208975,0.7613636363636364
403,2011,0.010676245019593163,0.32954545454545453
404,2011,0.06973716804257143,0.8068181818181818
405,2011,0.008814987627710259,0.2727272727272727
406,2011,0.02471753845265717,0.6022727272727273
407,2011,0.21786866592097406,0.9545454545454546
501,2011,0.017184423989059786,0.5
502,2011,0.09827646690160688,0.8863636363636364
503,2011,0.1067910568286708,0.9090909090909091
504,2011,0.07897870915475755,0.8522727272727273
505,2011,0.02775609311949043,0.6818181818181818
506,2011,0.1258099939612261,0.9204545454545454
507,2011,0.04921816438616488,0.7272727272727273
509,2011,0.012757741478930584,0.3977272727272727
510,2011,0.025952150061897654,0.6590909090909091
511,2011,0.02065980616032925,0.5340909090909091
601,2011,0.0018416775675966315,0.011363636363636364
602,2011,0.025053246216908538,0.6363636363636364
603,2011,0.015584117652381331,0.48863636363636365
604,2011,0.008618195042959709,0.25
701,2011,0.012021381689049749,0.375
702,2011,0.010887969146035887,0.36363636363636365
801,2011,0.2637707660719918,0.9659090909090909
101,2012,0.01364939833209169,0.42045454545454547
102,2012,0.5959748999909057,0.9772727272727273
103,2012,0.013108562738176325,0.4090909090909091
104,2012,0.006467774248135377,0.20454545454545456
105,2012,0.009203656543134407,0.2840909090909091
106,2012,0.058194890960662896,0.7386363636363636
107,2012,0.009891000901663019,0.3068181818181818
108,2012,0.015461223983851429,0.4772727272727273
109,2012,0.1795830803882802,0.9318181818181818
110,2012,0.006666557890136518,0.2159090909090909
111,2012,2.4124403361407465,1
112,2012,0.09606018784015398,0.875
113,2012,0.020749824847653985,0.5454545454545454
114,2012,0.023454798916813117,0.5909090909090909
115,2012,0.00270867468264088,0.045454545454545456
116,2012,0.010473162560439541,0.3181818181818182
117,2012,0.01432875719250649,0.4318181818181818
118,2012,0.005166902660216704,0.1590909090909091
119,2012,0.02923955711234219,0.7045454545454546
120,2012,0.005424286359448755,0.17045454545454544
121,2012,0.003927536220413055,0.09090909090909091
122,2012,0.012318708441042353,0.38636363636363635
123,2012,0.021607742165040272,0.5681818181818182
124,2012,0.07545957547917617,0.8295454545454546
125,2012,0.004663630486275356,0.13636363636363635
126,2012,0.004315954539861092,0.11363636363636363
127,2012,0.05936897298412293,0.75
128,2012,0.009276782364731109,0.29545454545454547
201,2012,0.018739036130658217,0.5113636363636364
202,2012,0.014730273262968241,0.4659090909090909
203,2012,0.028491291777847514,0.6931818181818182
204,2012,0.06647647781331625,0.7954545454545454
205,2012,0.02530155841219544,0.6477272727272727
206,2012,0.026381578498706905,0.6704545454545454
207,2012,0.002601445217060013,0.03409090909090909
208,2012,0.014622572200822952,0.45454545454545453
209,2012,0.0035876838858044124,0.056818181818181816
