SA2_MAIN16,Year,NV,rsNV,INT,rsINT,HOSP,rsHOSP,GS,rsGS,VI,rsVI
102011041,2011,3.509316770186335,0.2805755395683453,NA,NA,0,4.3706293706293706e-4,NA,NA,239.94761276245117,0.8863636363636364
102011042,2011,16.50853889943074,0.9312050359712231,NA,NA,0.1441545336600836,0.6896853146853147,NA,NA,207.81561152140307,0.7438811188811189
102011043,2011,10.76454033771107,0.7967625899280576,NA,NA,0.26485388893793593,0.833041958041958,NA,NA,202.65523656209317,0.7198426573426573
102021044,2011,9.228331098378641,0.7261690647482014,NA,NA,0.09225092250922509,0.597465034965035,NA,NA,194.0115992228191,0.6582167832167832
102021045,2011,4.331450094161959,0.36780575539568344,NA,NA,0,4.3706293706293706e-4,NA,NA,230.707088470459,0.8566433566433567
102021046,2011,7.815789473684211,0.6393884892086331,NA,NA,0,4.3706293706293706e-4,NA,NA,254.999984741211,0.9200174825174825
102021047,2011,4.809470958194599,0.4123201438848921,NA,NA,0.13131114175037753,0.6717657342657343,NA,NA,194.22333908081066,0.6625874125874126
102021048,2011,9.623583871360701,0.7446043165467626,NA,NA,0,4.3706293706293706e-4,NA,NA,223.46633529663083,0.8186188811188811
102021049,2011,0.9727626459143969,0.04316546762589928,NA,NA,0.5934718100890207,0.9248251748251748,NA,NA,233.80093256632483,0.8666958041958042
102021050,2011,5.570102356581766,0.47347122302158273,NA,NA,0.18625442354255914,0.7556818181818182,NA,NA,210.00226720174157,0.7583041958041958
102021051,2011,2.752842609216038,0.1906474820143885,NA,NA,0,4.3706293706293706e-4,NA,NA,232.4161491394044,0.8623251748251748
102021052,2011,3.247373447946514,0.24865107913669066,NA,NA,0.3539196602371262,0.8741258741258742,NA,NA,194.2499974568685,0.6630244755244755
102021053,2011,13.26962243459188,0.877248201438849,NA,NA,0.13538211602247344,0.6787587412587412,NA,NA,229.22736104329434,0.8479020979020979
102021054,2011,12.67641129032258,0.8642086330935251,NA,NA,0,4.3706293706293706e-4,NA,NA,255,0.9335664335664335
102021055,2011,4.075935231714126,0.33902877697841727,NA,NA,0.3835091083413231,0.8806818181818182,NA,NA,210.10241699218741,0.7591783216783217
102021056,2011,3.440424993675689,0.27113309352517984,NA,NA,0.13138014845956775,0.6722027972027972,NA,NA,200.35131200154618,0.7023601398601399
102021057,2011,13.48663766314481,0.8817446043165468,NA,NA,0.22601423889705052,0.7993881118881119,NA,NA,199.41666666666666,0.6979895104895105
103011058,2011,9.355793307534714,0.7320143884892086,NA,NA,0.0846740050804403,0.5812937062937062,NA,NA,166.3231404622395,0.4777097902097902
103011059,2011,5.15992757996379,0.443794964028777,NA,NA,0.18104462750067893,0.7478146853146853,NA,NA,158.21489842732768,0.39903846153846156
103011060,2011,2.3121387283237,0.14568345323741008,NA,NA,0.2905709719599012,0.8465909090909091,NA,NA,175.46463648478183,0.5358391608391608
103011061,2011,5.48258138206739,0.46717625899280574,NA,NA,0.2149151085321298,0.7854020979020979,NA,NA,194.1134808858235,0.6604020979020979
103021062,2011,7.311827956989247,0.6002697841726619,NA,NA,0.3041825095057034,0.8540209790209791,NA,NA,125.78653780619317,0.09527972027972027
103021063,2011,9.58904109589041,0.7419064748201439,NA,NA,0.11001100110011001,0.6293706293706294,NA,NA,156.165273030599,0.38243006993006995
103021064,2011,5.548037889039242,0.47077338129496404,NA,NA,0.18436578171091444,0.7517482517482518,NA,NA,162.35732142130533,0.44405594405594406
103021065,2011,6.722264341672984,0.5566546762589928,NA,NA,0.09901970492127933,0.6118881118881119,NA,NA,141.73534584045424,0.21372377622377622
103021066,2011,6.424399740428293,0.5400179856115108,NA,NA,0.27616680475006905,0.8382867132867133,NA,NA,146.50622177124032,0.2679195804195804
103021067,2011,9.105653382761817,0.7198741007194245,NA,NA,0.0929195316855603,0.5987762237762237,NA,NA,144.70511945088725,0.24431818181818182
103021068,2011,7.295504789977892,0.5984712230215827,NA,NA,0.30039050765995795,0.8513986013986014,NA,NA,139.89501889546725,0.19842657342657344
103021069,2011,6.061890631623569,0.5161870503597122,NA,NA,0.1716148961729878,0.736451048951049,NA,NA,131.37447420756018,0.125
103031070,2011,13.76582278481013,0.8907374100719424,NA,NA,0.15662933667475917,0.7128496503496503,NA,NA,186.62738164265957,0.6171328671328671
103031071,2011,4.587155963302752,0.3902877697841727,NA,NA,0.24573043371421552,0.8138111888111889,NA,NA,187.93262608846024,0.6245629370629371
103031072,2011,8.485576923076923,0.6803057553956835,NA,NA,0.08694896095991653,0.5869755244755245,NA,NA,155.73995717366523,0.3780594405594406
103031073,2011,6.171983356449376,0.5256294964028777,NA,NA,0.29359953024075164,0.8483391608391608,NA,NA,181.84083175659174,0.5869755244755245
103031074,2011,2.932925274164754,0.210431654676259,NA,NA,0.09721952167995333,0.6057692307692307,NA,NA,163.4439837137859,0.45236013986013984
103031075,2011,NA,NA,NA,NA,2000,0.9986888111888111,NA,NA,219.14110946655276,0.8002622377622378
103041076,2011,4.67814371257485,0.3988309352517986,NA,NA,0.137324910738808,0.6822552447552448,NA,NA,183.3366877237955,0.5957167832167832
103041077,2011,10.99887766554433,0.8062050359712231,NA,NA,0.26293647454774927,0.8312937062937062,NA,NA,183.55249023437509,0.597027972027972
103041078,2011,5.590369393139842,0.47526978417266186,NA,NA,0.2542071279678682,0.8238636363636364,NA,NA,179.9611434936524,0.569493006993007
103041079,2011,2.845021212877465,0.20098920863309352,NA,NA,0.4344803614876608,0.8942307692307693,NA,NA,167.14628855387375,0.4820804195804196
104011080,2011,10.53854565336249,0.7846223021582733,NA,NA,0.054279976116810506,0.5227272727272727,NA,NA,182.75466410319018,0.5917832167832168
104011081,2011,3.543171654626763,0.2841726618705036,NA,NA,0.06545787785559992,0.541958041958042,NA,NA,213.3148384094239,0.7740384615384616
104011082,2011,6.780840991367307,0.5607014388489209,NA,NA,0,4.3706293706293706e-4,NA,NA,223.51613998413092,0.819493006993007
104021083,2011,4.4,0.37050359712230213,NA,NA,0.17289073305670816,0.7403846153846154,NA,NA,238.03004837036124,0.8828671328671329
104021084,2011,10.51636363636364,0.783273381294964,NA,NA,0.17230486474068119,0.7390734265734266,NA,NA,244.25250498453784,0.8951048951048951
104021085,2011,12.5,0.8570143884892086,NA,NA,0.29259728859845896,0.847465034965035,NA,NA,245.36200459798167,0.896416083916084
104021086,2011,1.837672281776417,0.10071942446043165,NA,NA,0.7847240387130526,0.9488636363636364,NA,NA,229.3183542887369,0.8492132867132867
104021087,2011,5.36097212294496,0.4590827338129496,NA,NA,0.3089280197713933,0.8583916083916084,NA,NA,228.7119013468425,0.8461538461538461
104021088,2011,2.139406487232574,0.1281474820143885,NA,NA,0.3447879554074244,0.8710664335664335,NA,NA,246.9784482320151,0.8981643356643356
104021089,2011,7.144754316069057,0.5885791366906474,NA,NA,0,4.3706293706293706e-4,NA,NA,241.76858266194674,0.8902972027972028
104021090,2011,7.213438735177865,0.5926258992805755,NA,NA,0,4.3706293706293706e-4,NA,NA,240.11609776814774,0.8876748251748252
104021091,2011,5.797409216394139,0.493705035971223,NA,NA,0,4.3706293706293706e-4,NA,NA,229.39014307657874,0.8500874125874126
105011092,2011,15.52831290134267,0.9222122302158273,NA,NA,0.2554278416347382,0.8247377622377622,NA,NA,109.83288192749015,0.025786713286713288
105011093,2011,7.532861476238625,0.6205035971223022,NA,NA,0.21561017680034497,0.7867132867132867,NA,NA,129.24787330627433,0.11494755244755245
105011094,2011,11.11757857974389,0.8116007194244604,NA,NA,0.24455857177794083,0.8125,NA,NA,120.06405957539876,0.06512237762237762
105011095,2011,9.048067860508954,0.7153776978417267,NA,NA,0.2015316404675534,0.7731643356643356,NA,NA,122.4311765034995,0.07386363636363637
105011096,2011,12.52869793374877,0.8588129496402878,NA,NA,0.1551590380139643,0.708916083916084,NA,NA,110.25612131754568,0.02666083916083916
105021097,2011,10.52631578947369,0.7841726618705036,NA,NA,0.11352670715785888,0.6381118881118881,NA,NA,92.24991162618007,0.006555944055944056
105021098,2011,10.91058244462674,0.8030575539568345,NA,NA,0,4.3706293706293706e-4,NA,NA,97.86444091796875,0.01048951048951049
105031099,2011,7.074340527577938,0.5845323741007195,NA,NA,0.1254075746175069,0.6617132867132867,NA,NA,159.96011352539074,0.4222027972027972
105031100,2011,7.813305827746261,0.6389388489208633,NA,NA,0.2921129503407984,0.847027972027972,NA,NA,144.87287012736,0.24519230769230768
105031101,2011,9.39102564102564,0.7338129496402878,NA,NA,0.1794473023088886,0.7465034965034965,NA,NA,142.513011932373,0.2298951048951049
105031102,2011,6.984126984126984,0.5773381294964028,NA,NA,0.3430139492339355,0.8701923076923077,NA,NA,136.36074511210126,0.1687062937062937
105031103,2011,1.191765980498375,0.05485611510791367,NA,NA,0.5349500713266762,0.916958041958042,NA,NA,151.37981287638343,0.3208041958041958
105031104,2011,6.77491601343785,0.560251798561151,NA,NA,0.2290950744558992,0.8002622377622378,NA,NA,129.46142896016443,0.11582167832167832
105031105,2011,7.903913211933359,0.6447841726618705,NA,NA,0.1528584530724549,0.7036713286713286,NA,NA,128.4233067830404,0.11188811188811189
105031106,2011,11.48648648648649,0.8300359712230215,NA,NA,0.11310937676733401,0.6368006993006993,NA,NA,155.29377365112316,0.3706293706293706
106011107,2011,3.036680697534576,0.2243705035971223,NA,NA,0,4.3706293706293706e-4,NA,NA,179.55950800577807,0.5633741258741258
106011108,2011,7.848837209302325,0.6411870503597122,NA,NA,0.04611057315442431,0.5008741258741258,NA,NA,171.77084477742517,0.513986013986014
106011109,2011,2.129307007355788,0.12679856115107913,NA,NA,0.12578616352201258,0.6625874125874126,NA,NA,215.2036679585775,0.784527972027972
106011110,2011,4.623921085080148,0.39343525179856115,NA,NA,0.11156978690170702,0.6333041958041958,NA,NA,214.88785807291674,0.7814685314685315
106011111,2011,7.230869001297017,0.5939748201438849,NA,NA,0.05706459712394431,0.5284090909090909,NA,NA,183.60991668701183,0.597465034965035
106011112,2011,5.370843989769821,0.4608812949640288,NA,NA,0.06350415952244871,0.5380244755244755,NA,NA,158.15854326883934,0.3986013986013986
106011113,2011,1.461133839859731,0.07464028776978417,NA,NA,0.20395676116663267,0.7753496503496503,NA,NA,197.1711476643881,0.6875
106021114,2011,11.01604278074866,0.8071043165467626,NA,NA,0.1515840533575868,0.7019230769230769,NA,NA,160.03742218017584,0.42263986013986016
106021115,2011,7.356646175551749,0.60431654676259,NA,NA,0.03669724770642202,0.4881993006993007,NA,NA,174.59420649210617,0.5319055944055944
106021116,2011,3.04745319982586,0.22661870503597123,NA,NA,0.13107877834578582,0.6713286713286714,NA,NA,190.47227096557626,0.638548951048951
106021117,2011,6.949458483754513,0.575089928057554,NA,NA,0.044702726866338846,0.4978146853146853,NA,NA,179.42154947916674,0.5620629370629371
106021118,2011,2.661596958174905,0.18300359712230216,NA,NA,0,4.3706293706293706e-4,NA,NA,192.247060139974,0.6481643356643356
106031119,2011,4.643206256109482,0.39613309352517984,NA,NA,0,4.3706293706293706e-4,NA,NA,243.415641784668,0.8929195804195804
106031120,2011,4.837461300309598,0.41636690647482016,NA,NA,0,4.3706293706293706e-4,NA,NA,228.50878270467135,0.8444055944055944
106031121,2011,6.303622497616778,0.533273381294964,NA,NA,0.04816723664563364,0.5048076923076923,NA,NA,254.892027537028,0.9191433566433567
106031122,2011,8.202904016594381,0.6636690647482014,NA,NA,0,4.3706293706293706e-4,NA,NA,197.03276570638016,0.6866258741258742
106031123,2011,0.6650544135429263,0.03102517985611511,NA,NA,0,4.3706293706293706e-4,NA,NA,203.3656883239745,0.7237762237762237
106031124,2011,5.222807858169621,0.44694244604316546,NA,NA,0,4.3706293706293706e-4,NA,NA,213.8340009053549,0.7766608391608392
106031125,2011,2.617919205596931,0.17760791366906475,NA,NA,0,4.3706293706293706e-4,NA,NA,211.03573989868167,0.763548951048951
106041126,2011,7.578761841815378,0.6254496402877698,NA,NA,0.08280202036929701,0.5769230769230769,NA,NA,158.40230560302734,0.4007867132867133
106041127,2011,3.285420944558521,0.25314748201438847,NA,NA,0.24993751562109473,0.819493006993007,NA,NA,189.9280904134115,0.6341783216783217
106041128,2011,8.006887645286268,0.6524280575539568,NA,NA,0.17593244194229415,0.7425699300699301,NA,NA,172.39309310913092,0.5166083916083916
106041129,2011,4.992150706436421,0.4289568345323741,NA,NA,0.12103606874848705,0.6534090909090909,NA,NA,181.85801823933926,0.5874125874125874
107011131,2011,7.979606355228836,0.6483812949640287,NA,NA,0,4.3706293706293706e-4,NA,NA,230.33852386474615,0.8548951048951049
107011132,2011,2.003410059676044,0.11600719424460432,NA,NA,0,4.3706293706293706e-4,NA,NA,227.46195220947274,0.8382867132867133
107011133,2011,0,4.496402877697842e-4,NA,NA,0,4.3706293706293706e-4,NA,NA,229.89731979370117,0.8522727272727273
107011134,2011,7.319391634980988,0.6007194244604317,NA,NA,0,4.3706293706293706e-4,NA,NA,226.42024866739933,0.8334790209790209
107011545,2011,13.20364238410596,0.875,NA,NA,0,4.3706293706293706e-4,NA,NA,226.38567352294925,0.833041958041958
107011546,2011,20.81632653061224,0.9676258992805755,NA,NA,0.10251153254741159,0.618006993006993,NA,NA,235.97534942626942,0.8771853146853147
107011547,2011,11.48867313915858,0.8304856115107914,NA,NA,0.4697040864255519,0.9047202797202797,NA,NA,253.45560709635407,0.9121503496503497
107021135,2011,0,4.496402877697842e-4,NA,NA,333.3333333333333,0.9912587412587412,NA,NA,217.53641510009766,0.7932692307692307
107031136,2011,3.14550803349174,0.23696043165467626,NA,NA,0,4.3706293706293706e-4,NA,NA,229.2302424112955,0.8483391608391608
107031137,2011,6.49402390438247,0.5422661870503597,NA,NA,0,4.3706293706293706e-4,NA,NA,236.32692845662424,0.8784965034965035
107031138,2011,7.159429897248923,0.5894784172661871,NA,NA,0,4.3706293706293706e-4,NA,NA,255,0.9335664335664335
107031139,2011,3.191489361702128,0.24190647482014388,NA,NA,0,4.3706293706293706e-4,NA,NA,254.999984741211,0.9200174825174825
107031140,2011,3.121342177136169,0.23336330935251798,NA,NA,0,4.3706293706293706e-4,NA,NA,240.82344690958666,0.888986013986014
107031141,2011,3.635176316935133,0.29406474820143885,NA,NA,0,4.3706293706293706e-4,NA,NA,252.59406026204434,0.9104020979020979
107031142,2011,6.87130385806815,0.5669964028776978,NA,NA,0,4.3706293706293706e-4,NA,NA,255,0.9335664335664335
107031143,2011,11.20222025987133,0.8156474820143885,NA,NA,0.09864364981504316,0.6101398601398601,NA,NA,255,0.9335664335664335
107041144,2011,11.97435897435897,0.8475719424460432,NA,NA,0,4.3706293706293706e-4,NA,NA,226.97260030110684,0.8365384615384616
107041145,2011,13.77331420373027,0.8911870503597122,NA,NA,0,4.3706293706293706e-4,NA,NA,234.66728083292642,0.8710664335664335
107041146,2011,8.172685310887863,0.6627697841726619,NA,NA,0.04837929366231253,0.5065559440559441,NA,NA,225.92951965332034,0.8321678321678322
107041147,2011,3.449527959331881,0.2733812949640288,NA,NA,0,4.3706293706293706e-4,NA,NA,230.9801114400229,0.8570804195804196
107041148,2011,6.421079559989767,0.539568345323741,NA,NA,0.17826900793297085,0.7447552447552448,NA,NA,254.30749638875326,0.9147727272727273
107041150,2011,9.469804366316984,0.7369604316546763,NA,NA,0,4.3706293706293706e-4,NA,NA,240.55468622843418,0.888548951048951
107041548,2011,19.00079302141158,0.9554856115107914,NA,NA,0.5024043637407594,0.9121503496503497,NA,NA,232.8168055216471,0.8636363636363636
107041549,2011,15.46194351364289,0.9217625899280576,NA,NA,0.42643923240938164,0.8933566433566433,NA,NA,226.33333333333334,0.8326048951048951
108011151,2011,3.453772582359192,0.2738309352517986,NA,NA,0.21872265966754156,0.791958041958042,NA,NA,229.4012082417805,0.8505244755244755
108011152,2011,8.12807881773399,0.6591726618705036,NA,NA,0.07018528916339135,0.5528846153846154,NA,NA,254.70202255249026,0.9165209790209791
108011153,2011,3.347826086956522,0.2612410071942446,NA,NA,0.1638806948541462,0.7237762237762237,NA,NA,222.71386337280285,0.8146853146853147
108011154,2011,10.37703216879972,0.7774280575539568,NA,NA,0.1633453119895459,0.7229020979020979,NA,NA,211.29592132568368,0.7652972027972028
108021155,2011,11.7175572519084,0.8394784172661871,NA,NA,0.06839477463921756,0.5493881118881119,NA,NA,205.58058547973633,0.7320804195804196
108021156,2011,4.522479382814578,0.3830935251798561,NA,NA,0.1130965844831486,0.6363636363636364,NA,NA,225.1469599405924,0.8286713286713286
108021157,2011,8.518518518518519,0.6825539568345323,NA,NA,0.21231422505307856,0.7823426573426573,NA,NA,202.386589050293,0.7194055944055944
108021158,2011,12.09448818897638,0.8507194244604317,NA,NA,0,4.3706293706293706e-4,NA,NA,228.660088857015,0.8457167832167832
108021159,2011,3.754266211604096,0.3057553956834532,NA,NA,0,4.3706293706293706e-4,NA,NA,231.2938753763835,0.8575174825174825
108021160,2011,6.122448979591836,0.5211330935251799,NA,NA,0,4.3706293706293706e-4,NA,NA,255,0.9335664335664335
108031161,2011,18.49315068493151,0.9496402877697842,NA,NA,0,4.3706293706293706e-4,NA,NA,255,0.9335664335664335
108041162,2011,6.402985074626866,0.5382194244604317,NA,NA,0,4.3706293706293706e-4,NA,NA,230.25484085083008,0.854458041958042
108041163,2011,6.976330307883965,0.5768884892086331,NA,NA,0.1434051554153372,0.6879370629370629,NA,NA,235.64700953165692,0.8754370629370629
108041164,2011,11.95539033457249,0.8466726618705036,NA,NA,0.2313475997686524,0.8015734265734266,NA,NA,194.79779307047534,0.6691433566433567
108041165,2011,2.129817444219067,0.12724820143884893,NA,NA,0.18846588767433095,0.7609265734265734,NA,NA,229.86481348673507,0.8518356643356644
108041166,2011,6.063774176685834,0.516636690647482,NA,NA,0.09072763563781527,0.5930944055944056,NA,NA,212.48147328694677,0.7692307692307693
108051167,2011,6.971153846153846,0.5764388489208633,NA,NA,0.1985308715505261,0.7692307692307693,NA,NA,219.79931004842126,0.8037587412587412
108051168,2011,3.745123537061118,0.3044064748201439,NA,NA,0.19038553069966682,0.7622377622377622,NA,NA,219.002047220866,0.7993881118881119
108051169,2011,11.45326192794547,0.8286870503597122,NA,NA,0.09812579727210284,0.6079545454545454,NA,NA,201.65353266398108,0.7137237762237763
108051170,2011,3.52916314454776,0.2837230215827338,NA,NA,0,4.3706293706293706e-4,NA,NA,225.005339304606,0.8277972027972028
108051171,2011,8.458646616541353,0.6785071942446043,NA,NA,0.186219739292365,0.7552447552447552,NA,NA,207.7817357381184,0.7434440559440559
109011172,2011,5.055590518145584,0.43435251798561153,NA,NA,0.46967257112184646,0.9042832167832168,NA,NA,174.69685109456393,0.5336538461538461
109011173,2011,9.25531914893617,0.7288669064748201,NA,NA,0.7128309572301426,0.9405594405594405,NA,NA,176.84128443400076,0.5441433566433567
109011174,2011,11.94926568758345,0.8462230215827338,NA,NA,0.6902672320283996,0.9392482517482518,NA,NA,178.68867238362625,0.5541958041958042
109011175,2011,3.44574780058651,0.2720323741007194,NA,NA,0.08641548565502938,0.5847902097902098,NA,NA,180.49913787841808,0.5777972027972028
109011176,2011,10.57276057276057,0.7868705035971223,NA,NA,0,4.3706293706293706e-4,NA,NA,173.28936894734707,0.5227272727272727
109021177,2011,8.339889850511408,0.6690647482014388,NA,NA,0.3362474781439139,0.868006993006993,NA,NA,127.55983861287447,0.10751748251748251
109021178,2011,8.58099623273336,0.6839028776978417,NA,NA,0.17094017094017094,0.7351398601398601,NA,NA,129.85896746317542,0.11756993006993006
109021179,2011,6.711409395973154,0.5562050359712231,NA,NA,0.27831895352073477,0.8409090909090909,NA,NA,128.08008829752617,0.11145104895104894
109031180,2011,7.750631844987363,0.6339928057553957,NA,NA,0.18385732671446958,0.7504370629370629,NA,NA,167.82498296101892,0.4847027972027972
109031181,2011,3.470149253731343,0.2778776978417266,NA,NA,0.14832393948383268,0.6958041958041958,NA,NA,141.08438618977868,0.21066433566433568
109031182,2011,9.611650485436893,0.7437050359712231,NA,NA,0.13635124079629124,0.6796328671328671,NA,NA,139.59258015950516,0.1958041958041958
109031183,2011,4.219716260458348,0.35881294964028776,NA,NA,0.1490757304710793,0.6971153846153846,NA,NA,135.2875073750815,0.1577797202797203
109031184,2011,4.853911404335532,0.4177158273381295,NA,NA,0,4.3706293706293706e-4,NA,NA,142.28700383504224,0.2277097902097902
109031185,2011,6.072351421188631,0.5175359712230215,NA,NA,0.10364842454394693,0.6201923076923077,NA,NA,140.35967890421549,0.20148601398601398
110011186,2011,9.311359623307828,0.7306654676258992,NA,NA,0.08668515950069348,0.5865384615384616,NA,NA,182.381399790446,0.5895979020979021
110011187,2011,4.154302670623146,0.352068345323741,NA,NA,0.22527596305474207,0.798951048951049,NA,NA,196.11542638142907,0.6822552447552448
110011188,2011,4.161133244798584,0.35386690647482016,NA,NA,0,4.3706293706293706e-4,NA,NA,175.82040278116867,0.5375874125874126
110011189,2011,5.930930930930931,0.5044964028776978,NA,NA,0.3147623544224111,0.8601398601398601,NA,NA,202.74602762858092,0.7202797202797203
110021190,2011,8.105872622001653,0.6578237410071942,NA,NA,0.11407711613050422,0.6407342657342657,NA,NA,195.87737274169933,0.6791958041958042
110021191,2011,10.29995588883988,0.772931654676259,NA,NA,0.08634087376964254,0.5843531468531469,NA,NA,158.07845942179358,0.3981643356643357
110021192,2011,5.091649694501018,0.4392985611510791,NA,NA,0.18907165815844204,0.7618006993006993,NA,NA,163.91444905598973,0.4593531468531469
110021193,2011,5.768402927249246,0.4914568345323741,NA,NA,0.16914749661705006,0.7320804195804196,NA,NA,156.93615595499668,0.38854895104895104
110021194,2011,7.464248343215905,0.6115107913669064,NA,NA,0.1501726986033939,0.6979895104895105,NA,NA,192.90992863972983,0.6520979020979021
110031195,2011,11.62511264644037,0.8367805755395683,NA,NA,0.12278978388998035,0.6564685314685315,NA,NA,134.27723630269384,0.1464160839160839
110031196,2011,6.012506012506012,0.510341726618705,NA,NA,0.18705574261129818,0.7578671328671329,NA,NA,121.61711692810067,0.0673076923076923
110031197,2011,8.408192597915917,0.6753597122302158,NA,NA,0.13935340022296544,0.6831293706293706,NA,NA,134.33737818400067,0.1472902097902098
