SA2_MAIN16,Year,BP,rsBP,BC,rsBC,CS,rsCS,VD,rsVD
124011451,2013,NA,NA,NA,NA,NA,NA,NA,NA
124011452,2013,NA,NA,NA,NA,NA,NA,NA,NA
124011453,2013,NA,NA,NA,NA,NA,NA,NA,NA
124011454,2013,NA,NA,NA,NA,NA,NA,NA,NA
124011455,2013,NA,NA,NA,NA,NA,NA,NA,NA
124021456,2013,NA,NA,NA,NA,NA,NA,NA,NA
124031457,2013,NA,NA,NA,NA,NA,NA,NA,NA
124031458,2013,NA,NA,NA,NA,NA,NA,NA,NA
124031459,2013,NA,NA,NA,NA,NA,NA,NA,NA
124031460,2013,NA,NA,NA,NA,NA,NA,NA,NA
124031461,2013,NA,NA,NA,NA,NA,NA,NA,NA
124031462,2013,NA,NA,NA,NA,NA,NA,NA,NA
124031463,2013,NA,NA,NA,NA,NA,NA,NA,NA
124031464,2013,NA,NA,NA,NA,NA,NA,NA,NA
124031465,2013,NA,NA,NA,NA,NA,NA,NA,NA
124041466,2013,NA,NA,NA,NA,NA,NA,NA,NA
124041467,2013,NA,NA,NA,NA,NA,NA,NA,NA
124041468,2013,NA,NA,NA,NA,NA,NA,NA,NA
124051469,2013,NA,NA,NA,NA,NA,NA,NA,NA
124051470,2013,NA,NA,NA,NA,NA,NA,NA,NA
124051580,2013,NA,NA,NA,NA,NA,NA,NA,NA
124051581,2013,NA,NA,NA,NA,NA,NA,NA,NA
125011473,2013,NA,NA,NA,NA,NA,NA,NA,NA
125011475,2013,NA,NA,NA,NA,NA,NA,NA,NA
125011582,2013,NA,NA,NA,NA,NA,NA,NA,NA
125011583,2013,NA,NA,NA,NA,NA,NA,NA,NA
125011584,2013,NA,NA,NA,NA,NA,NA,NA,NA
125011585,2013,NA,NA,NA,NA,NA,NA,NA,NA
125011586,2013,NA,NA,NA,NA,NA,NA,NA,NA
125011587,2013,NA,NA,NA,NA,NA,NA,NA,NA
125021476,2013,NA,NA,NA,NA,NA,NA,NA,NA
125021477,2013,NA,NA,NA,NA,NA,NA,NA,NA
125021478,2013,NA,NA,NA,NA,NA,NA,NA,NA
125031479,2013,NA,NA,NA,NA,NA,NA,NA,NA
125031480,2013,NA,NA,NA,NA,NA,NA,NA,NA
125031481,2013,NA,NA,NA,NA,NA,NA,NA,NA
125031482,2013,NA,NA,NA,NA,NA,NA,NA,NA
125031483,2013,NA,NA,NA,NA,NA,NA,NA,NA
125031484,2013,NA,NA,NA,NA,NA,NA,NA,NA
125031485,2013,NA,NA,NA,NA,NA,NA,NA,NA
125031486,2013,NA,NA,NA,NA,NA,NA,NA,NA
125031487,2013,NA,NA,NA,NA,NA,NA,NA,NA
125041489,2013,NA,NA,NA,NA,NA,NA,NA,NA
125041490,2013,NA,NA,NA,NA,NA,NA,NA,NA
125041491,2013,NA,NA,NA,NA,NA,NA,NA,NA
125041492,2013,NA,NA,NA,NA,NA,NA,NA,NA
125041493,2013,NA,NA,NA,NA,NA,NA,NA,NA
125041494,2013,NA,NA,NA,NA,NA,NA,NA,NA
125041588,2013,NA,NA,NA,NA,NA,NA,NA,NA
125041589,2013,NA,NA,NA,NA,NA,NA,NA,NA
126011495,2013,NA,NA,NA,NA,NA,NA,NA,NA
126011496,2013,NA,NA,NA,NA,NA,NA,NA,NA
126021497,2013,NA,NA,NA,NA,NA,NA,NA,NA
126021498,2013,NA,NA,NA,NA,NA,NA,NA,NA
126021499,2013,NA,NA,NA,NA,NA,NA,NA,NA
126021500,2013,NA,NA,NA,NA,NA,NA,NA,NA
126021501,2013,NA,NA,NA,NA,NA,NA,NA,NA
126021503,2013,NA,NA,NA,NA,NA,NA,NA,NA
126021590,2013,NA,NA,NA,NA,NA,NA,NA,NA
126021591,2013,NA,NA,NA,NA,NA,NA,NA,NA
127011504,2013,NA,NA,NA,NA,NA,NA,NA,NA
127011505,2013,NA,NA,NA,NA,NA,NA,NA,NA
127011506,2013,NA,NA,NA,NA,NA,NA,NA,NA
127011592,2013,NA,NA,NA,NA,NA,NA,NA,NA
127011593,2013,NA,NA,NA,NA,NA,NA,NA,NA
127011594,2013,NA,NA,NA,NA,NA,NA,NA,NA
127011595,2013,NA,NA,NA,NA,NA,NA,NA,NA
127011596,2013,NA,NA,NA,NA,NA,NA,NA,NA
127011597,2013,NA,NA,NA,NA,NA,NA,NA,NA
127021509,2013,NA,NA,NA,NA,NA,NA,NA,NA
127021510,2013,NA,NA,NA,NA,NA,NA,NA,NA
127021511,2013,NA,NA,NA,NA,NA,NA,NA,NA
127021512,2013,NA,NA,NA,NA,NA,NA,NA,NA
127021513,2013,NA,NA,NA,NA,NA,NA,NA,NA
127021514,2013,NA,NA,NA,NA,NA,NA,NA,NA
127021515,2013,NA,NA,NA,NA,NA,NA,NA,NA
127021516,2013,NA,NA,NA,NA,NA,NA,NA,NA
127021517,2013,NA,NA,NA,NA,NA,NA,NA,NA
127021518,2013,NA,NA,NA,NA,NA,NA,NA,NA
127021519,2013,NA,NA,NA,NA,NA,NA,NA,NA
127021520,2013,NA,NA,NA,NA,NA,NA,NA,NA
127021521,2013,NA,NA,NA,NA,NA,NA,NA,NA
127031522,2013,NA,NA,NA,NA,NA,NA,NA,NA
127031523,2013,NA,NA,NA,NA,NA,NA,NA,NA
127031524,2013,NA,NA,NA,NA,NA,NA,NA,NA
127031598,2013,NA,NA,NA,NA,NA,NA,NA,NA
127031599,2013,NA,NA,NA,NA,NA,NA,NA,NA
127031600,2013,NA,NA,NA,NA,NA,NA,NA,NA
127031601,2013,NA,NA,NA,NA,NA,NA,NA,NA
128011529,2013,NA,NA,NA,NA,NA,NA,NA,NA
128011530,2013,NA,NA,NA,NA,NA,NA,NA,NA
128011531,2013,NA,NA,NA,NA,NA,NA,NA,NA
128011602,2013,NA,NA,NA,NA,NA,NA,NA,NA
128011603,2013,NA,NA,NA,NA,NA,NA,NA,NA
128011604,2013,NA,NA,NA,NA,NA,NA,NA,NA
128011605,2013,NA,NA,NA,NA,NA,NA,NA,NA
128011606,2013,NA,NA,NA,NA,NA,NA,NA,NA
128021533,2013,NA,NA,NA,NA,NA,NA,NA,NA
128021534,2013,NA,NA,NA,NA,NA,NA,NA,NA
128021535,2013,NA,NA,NA,NA,NA,NA,NA,NA
128021536,2013,NA,NA,NA,NA,NA,NA,NA,NA
128021537,2013,NA,NA,NA,NA,NA,NA,NA,NA
128021538,2013,NA,NA,NA,NA,NA,NA,NA,NA
128021607,2013,NA,NA,NA,NA,NA,NA,NA,NA
128021608,2013,NA,NA,NA,NA,NA,NA,NA,NA
128021609,2013,NA,NA,NA,NA,NA,NA,NA,NA
201011001,2013,NA,NA,NA,NA,NA,NA,NA,NA
201011002,2013,NA,NA,NA,NA,NA,NA,NA,NA
201011003,2013,NA,NA,NA,NA,NA,NA,NA,NA
201011004,2013,NA,NA,NA,NA,NA,NA,NA,NA
201011005,2013,NA,NA,NA,NA,NA,NA,NA,NA
201011006,2013,NA,NA,NA,NA,NA,NA,NA,NA
201011007,2013,NA,NA,NA,NA,NA,NA,NA,NA
201011008,2013,NA,NA,NA,NA,NA,NA,NA,NA
201021009,2013,NA,NA,NA,NA,NA,NA,NA,NA
201021010,2013,NA,NA,NA,NA,NA,NA,NA,NA
201021011,2013,NA,NA,NA,NA,NA,NA,NA,NA
201021012,2013,NA,NA,NA,NA,NA,NA,NA,NA
201031013,2013,NA,NA,NA,NA,NA,NA,NA,NA
201031014,2013,NA,NA,NA,NA,NA,NA,NA,NA
201031015,2013,NA,NA,NA,NA,NA,NA,NA,NA
201031016,2013,NA,NA,NA,NA,NA,NA,NA,NA
201031017,2013,NA,NA,NA,NA,NA,NA,NA,NA
202011018,2013,NA,NA,NA,NA,NA,NA,NA,NA
202011019,2013,NA,NA,NA,NA,NA,NA,NA,NA
202011020,2013,NA,NA,NA,NA,NA,NA,NA,NA
202011021,2013,NA,NA,NA,NA,NA,NA,NA,NA
202011022,2013,NA,NA,NA,NA,NA,NA,NA,NA
202011023,2013,NA,NA,NA,NA,NA,NA,NA,NA
202011024,2013,NA,NA,NA,NA,NA,NA,NA,NA
202011025,2013,NA,NA,NA,NA,NA,NA,NA,NA
202021026,2013,NA,NA,NA,NA,NA,NA,NA,NA
202021027,2013,NA,NA,NA,NA,NA,NA,NA,NA
202021028,2013,NA,NA,NA,NA,NA,NA,NA,NA
202021029,2013,NA,NA,NA,NA,NA,NA,NA,NA
202021030,2013,NA,NA,NA,NA,NA,NA,NA,NA
202021031,2013,NA,NA,NA,NA,NA,NA,NA,NA
202031032,2013,NA,NA,NA,NA,NA,NA,NA,NA
202031033,2013,NA,NA,NA,NA,NA,NA,NA,NA
203011034,2013,NA,NA,NA,NA,NA,NA,NA,NA
203011035,2013,NA,NA,NA,NA,NA,NA,NA,NA
203011036,2013,NA,NA,NA,NA,NA,NA,NA,NA
203021037,2013,NA,NA,NA,NA,NA,NA,NA,NA
203021038,2013,NA,NA,NA,NA,NA,NA,NA,NA
203021039,2013,NA,NA,NA,NA,NA,NA,NA,NA
203021040,2013,NA,NA,NA,NA,NA,NA,NA,NA
203021041,2013,NA,NA,NA,NA,NA,NA,NA,NA
203021042,2013,NA,NA,NA,NA,NA,NA,NA,NA
203021043,2013,NA,NA,NA,NA,NA,NA,NA,NA
203021044,2013,NA,NA,NA,NA,NA,NA,NA,NA
203021045,2013,NA,NA,NA,NA,NA,NA,NA,NA
203021046,2013,NA,NA,NA,NA,NA,NA,NA,NA
203021047,2013,NA,NA,NA,NA,NA,NA,NA,NA
203031048,2013,NA,NA,NA,NA,NA,NA,NA,NA
203031049,2013,NA,NA,NA,NA,NA,NA,NA,NA
203031050,2013,NA,NA,NA,NA,NA,NA,NA,NA
203031051,2013,NA,NA,NA,NA,NA,NA,NA,NA
203031052,2013,NA,NA,NA,NA,NA,NA,NA,NA
203031053,2013,NA,NA,NA,NA,NA,NA,NA,NA
204011054,2013,NA,NA,NA,NA,NA,NA,NA,NA
204011055,2013,NA,NA,NA,NA,NA,NA,NA,NA
204011056,2013,NA,NA,NA,NA,NA,NA,NA,NA
204011057,2013,NA,NA,NA,NA,NA,NA,NA,NA
204011058,2013,NA,NA,NA,NA,NA,NA,NA,NA
204011059,2013,NA,NA,NA,NA,NA,NA,NA,NA
204011060,2013,NA,NA,NA,NA,NA,NA,NA,NA
204011061,2013,NA,NA,NA,NA,NA,NA,NA,NA
204011062,2013,NA,NA,NA,NA,NA,NA,NA,NA
204021063,2013,NA,NA,NA,NA,NA,NA,NA,NA
204021064,2013,NA,NA,NA,NA,NA,NA,NA,NA
204021065,2013,NA,NA,NA,NA,NA,NA,NA,NA
204021066,2013,NA,NA,NA,NA,NA,NA,NA,NA
204021067,2013,NA,NA,NA,NA,NA,NA,NA,NA
204031068,2013,NA,NA,NA,NA,NA,NA,NA,NA
204031069,2013,NA,NA,NA,NA,NA,NA,NA,NA
204031070,2013,NA,NA,NA,NA,NA,NA,NA,NA
204031071,2013,NA,NA,NA,NA,NA,NA,NA,NA
204031072,2013,NA,NA,NA,NA,NA,NA,NA,NA
204031073,2013,NA,NA,NA,NA,NA,NA,NA,NA
204031074,2013,NA,NA,NA,NA,NA,NA,NA,NA
204031075,2013,NA,NA,NA,NA,NA,NA,NA,NA
205011076,2013,NA,NA,NA,NA,NA,NA,NA,NA
205011077,2013,NA,NA,NA,NA,NA,NA,NA,NA
205011078,2013,NA,NA,NA,NA,NA,NA,NA,NA
205011079,2013,NA,NA,NA,NA,NA,NA,NA,NA
205021080,2013,NA,NA,NA,NA,NA,NA,NA,NA
205021081,2013,NA,NA,NA,NA,NA,NA,NA,NA
205021082,2013,NA,NA,NA,NA,NA,NA,NA,NA
205021083,2013,NA,NA,NA,NA,NA,NA,NA,NA
205021084,2013,NA,NA,NA,NA,NA,NA,NA,NA
205021085,2013,NA,NA,NA,NA,NA,NA,NA,NA
205021086,2013,NA,NA,NA,NA,NA,NA,NA,NA
205031087,2013,NA,NA,NA,NA,NA,NA,NA,NA
205031088,2013,NA,NA,NA,NA,NA,NA,NA,NA
205031089,2013,NA,NA,NA,NA,NA,NA,NA,NA
205031090,2013,NA,NA,NA,NA,NA,NA,NA,NA
205031091,2013,NA,NA,NA,NA,NA,NA,NA,NA
205031092,2013,NA,NA,NA,NA,NA,NA,NA,NA
205031093,2013,NA,NA,NA,NA,NA,NA,NA,NA
205041094,2013,NA,NA,NA,NA,NA,NA,NA,NA
205041095,2013,NA,NA,NA,NA,NA,NA,NA,NA
205041096,2013,NA,NA,NA,NA,NA,NA,NA,NA
205041097,2013,NA,NA,NA,NA,NA,NA,NA,NA
205041098,2013,NA,NA,NA,NA,NA,NA,NA,NA
205051099,2013,NA,NA,NA,NA,NA,NA,NA,NA
205051100,2013,NA,NA,NA,NA,NA,NA,NA,NA
205051101,2013,NA,NA,NA,NA,NA,NA,NA,NA
205051102,2013,NA,NA,NA,NA,NA,NA,NA,NA
205051103,2013,NA,NA,NA,NA,NA,NA,NA,NA
205051104,2013,NA,NA,NA,NA,NA,NA,NA,NA
206011105,2013,NA,NA,NA,NA,NA,NA,NA,NA
206011106,2013,NA,NA,NA,NA,NA,NA,NA,NA
206011107,2013,NA,NA,NA,NA,NA,NA,NA,NA
206011108,2013,NA,NA,NA,NA,NA,NA,NA,NA
206011109,2013,NA,NA,NA,NA,NA,NA,NA,NA
206021110,2013,NA,NA,NA,NA,NA,NA,NA,NA
206021111,2013,NA,NA,NA,NA,NA,NA,NA,NA
206021112,2013,NA,NA,NA,NA,NA,NA,NA,NA
206031113,2013,NA,NA,NA,NA,NA,NA,NA,NA
206031114,2013,NA,NA,NA,NA,NA,NA,NA,NA
206031115,2013,NA,NA,NA,NA,NA,NA,NA,NA
206031116,2013,NA,NA,NA,NA,NA,NA,NA,NA
206041117,2013,NA,NA,NA,NA,NA,NA,NA,NA
206041118,2013,NA,NA,NA,NA,NA,NA,NA,NA
206041119,2013,NA,NA,NA,NA,NA,NA,NA,NA
206041120,2013,NA,NA,NA,NA,NA,NA,NA,NA
206041121,2013,NA,NA,NA,NA,NA,NA,NA,NA
206041122,2013,NA,NA,NA,NA,NA,NA,NA,NA
206041123,2013,NA,NA,NA,NA,NA,NA,NA,NA
206041124,2013,NA,NA,NA,NA,NA,NA,NA,NA
206041125,2013,NA,NA,NA,NA,NA,NA,NA,NA
206041126,2013,NA,NA,NA,NA,NA,NA,NA,NA
206041127,2013,NA,NA,NA,NA,NA,NA,NA,NA
206051128,2013,NA,NA,NA,NA,NA,NA,NA,NA
206051129,2013,NA,NA,NA,NA,NA,NA,NA,NA
206051130,2013,NA,NA,NA,NA,NA,NA,NA,NA
206051131,2013,NA,NA,NA,NA,NA,NA,NA,NA
206051132,2013,NA,NA,NA,NA,NA,NA,NA,NA
206051133,2013,NA,NA,NA,NA,NA,NA,NA,NA
206051134,2013,NA,NA,NA,NA,NA,NA,NA,NA
206061135,2013,NA,NA,NA,NA,NA,NA,NA,NA
206061136,2013,NA,NA,NA,NA,NA,NA,NA,NA
206061137,2013,NA,NA,NA,NA,NA,NA,NA,NA
206061138,2013,NA,NA,NA,NA,NA,NA,NA,NA
206071139,2013,NA,NA,NA,NA,NA,NA,NA,NA
206071140,2013,NA,NA,NA,NA,NA,NA,NA,NA
206071141,2013,NA,NA,NA,NA,NA,NA,NA,NA
206071142,2013,NA,NA,NA,NA,NA,NA,NA,NA
206071143,2013,NA,NA,NA,NA,NA,NA,NA,NA
206071144,2013,NA,NA,NA,NA,NA,NA,NA,NA
206071145,2013,NA,NA,NA,NA,NA,NA,NA,NA
207011146,2013,NA,NA,NA,NA,NA,NA,NA,NA
207011147,2013,NA,NA,NA,NA,NA,NA,NA,NA
207011148,2013,NA,NA,NA,NA,NA,NA,NA,NA
207011149,2013,NA,NA,NA,NA,NA,NA,NA,NA
207011150,2013,NA,NA,NA,NA,NA,NA,NA,NA
207011151,2013,NA,NA,NA,NA,NA,NA,NA,NA
207011152,2013,NA,NA,NA,NA,NA,NA,NA,NA
207011153,2013,NA,NA,NA,NA,NA,NA,NA,NA
207011154,2013,NA,NA,NA,NA,NA,NA,NA,NA
207011155,2013,NA,NA,NA,NA,NA,NA,NA,NA
207021156,2013,NA,NA,NA,NA,NA,NA,NA,NA
207021157,2013,NA,NA,NA,NA,NA,NA,NA,NA
207021159,2013,NA,NA,NA,NA,NA,NA,NA,NA
207021160,2013,NA,NA,NA,NA,NA,NA,NA,NA
207021424,2013,NA,NA,NA,NA,NA,NA,NA,NA
207021425,2013,NA,NA,NA,NA,NA,NA,NA,NA
207031161,2013,NA,NA,NA,NA,NA,NA,NA,NA
207031162,2013,NA,NA,NA,NA,NA,NA,NA,NA
207031163,2013,NA,NA,NA,NA,NA,NA,NA,NA
207031164,2013,NA,NA,NA,NA,NA,NA,NA,NA
207031165,2013,NA,NA,NA,NA,NA,NA,NA,NA
207031166,2013,NA,NA,NA,NA,NA,NA,NA,NA
207031167,2013,NA,NA,NA,NA,NA,NA,NA,NA
208011168,2013,NA,NA,NA,NA,NA,NA,NA,NA
208011169,2013,NA,NA,NA,NA,NA,NA,NA,NA
208011170,2013,NA,NA,NA,NA,NA,NA,NA,NA
208011171,2013,NA,NA,NA,NA,NA,NA,NA,NA
208011172,2013,NA,NA,NA,NA,NA,NA,NA,NA
208011173,2013,NA,NA,NA,NA,NA,NA,NA,NA
208021174,2013,NA,NA,NA,NA,NA,NA,NA,NA
208021176,2013,NA,NA,NA,NA,NA,NA,NA,NA
208021177,2013,NA,NA,NA,NA,NA,NA,NA,NA
208021178,2013,NA,NA,NA,NA,NA,NA,NA,NA
208021179,2013,NA,NA,NA,NA,NA,NA,NA,NA
208021180,2013,NA,NA,NA,NA,NA,NA,NA,NA
208021181,2013,NA,NA,NA,NA,NA,NA,NA,NA
208021182,2013,NA,NA,NA,NA,NA,NA,NA,NA
208021426,2013,NA,NA,NA,NA,NA,NA,NA,NA
208021427,2013,NA,NA,NA,NA,NA,NA,NA,NA
208031183,2013,NA,NA,NA,NA,NA,NA,NA,NA
208031184,2013,NA,NA,NA,NA,NA,NA,NA,NA
208031185,2013,NA,NA,NA,NA,NA,NA,NA,NA
208031186,2013,NA,NA,NA,NA,NA,NA,NA,NA
208031187,2013,NA,NA,NA,NA,NA,NA,NA,NA
208031188,2013,NA,NA,NA,NA,NA,NA,NA,NA
208031189,2013,NA,NA,NA,NA,NA,NA,NA,NA
208031190,2013,NA,NA,NA,NA,NA,NA,NA,NA
208031191,2013,NA,NA,NA,NA,NA,NA,NA,NA
208031192,2013,NA,NA,NA,NA,NA,NA,NA,NA
208031193,2013,NA,NA,NA,NA,NA,NA,NA,NA
208041194,2013,NA,NA,NA,NA,NA,NA,NA,NA
208041195,2013,NA,NA,NA,NA,NA,NA,NA,NA
209011196,2013,NA,NA,NA,NA,NA,NA,NA,NA
209011197,2013,NA,NA,NA,NA,NA,NA,NA,NA
209011198,2013,NA,NA,NA,NA,NA,NA,NA,NA
209011199,2013,NA,NA,NA,NA,NA,NA,NA,NA
209011200,2013,NA,NA,NA,NA,NA,NA,NA,NA
209011201,2013,NA,NA,NA,NA,NA,NA,NA,NA
209011202,2013,NA,NA,NA,NA,NA,NA,NA,NA
209011203,2013,NA,NA,NA,NA,NA,NA,NA,NA
209011204,2013,NA,NA,NA,NA,NA,NA,NA,NA
209021205,2013,NA,NA,NA,NA,NA,NA,NA,NA
209021207,2013,NA,NA,NA,NA,NA,NA,NA,NA
209021208,2013,NA,NA,NA,NA,NA,NA,NA,NA
209021428,2013,NA,NA,NA,NA,NA,NA,NA,NA
209021429,2013,NA,NA,NA,NA,NA,NA,NA,NA
209031209,2013,NA,NA,NA,NA,NA,NA,NA,NA
209031210,2013,NA,NA,NA,NA,NA,NA,NA,NA
209031211,2013,NA,NA,NA,NA,NA,NA,NA,NA
209031212,2013,NA,NA,NA,NA,NA,NA,NA,NA
209031213,2013,NA,NA,NA,NA,NA,NA,NA,NA
209031214,2013,NA,NA,NA,NA,NA,NA,NA,NA
209031215,2013,NA,NA,NA,NA,NA,NA,NA,NA
209041216,2013,NA,NA,NA,NA,NA,NA,NA,NA
209041217,2013,NA,NA,NA,NA,NA,NA,NA,NA
209041219,2013,NA,NA,NA,NA,NA,NA,NA,NA
209041220,2013,NA,NA,NA,NA,NA,NA,NA,NA
209041221,2013,NA,NA,NA,NA,NA,NA,NA,NA
209041223,2013,NA,NA,NA,NA,NA,NA,NA,NA
209041224,2013,NA,NA,NA,NA,NA,NA,NA,NA
209041225,2013,NA,NA,NA,NA,NA,NA,NA,NA
209041430,2013,NA,NA,NA,NA,NA,NA,NA,NA
209041431,2013,NA,NA,NA,NA,NA,NA,NA,NA
209041432,2013,NA,NA,NA,NA,NA,NA,NA,NA
209041433,2013,NA,NA,NA,NA,NA,NA,NA,NA
209041434,2013,NA,NA,NA,NA,NA,NA,NA,NA
209041435,2013,NA,NA,NA,NA,NA,NA,NA,NA
209041436,2013,NA,NA,NA,NA,NA,NA,NA,NA
209041437,2013,NA,NA,NA,NA,NA,NA,NA,NA
210011226,2013,NA,NA,NA,NA,NA,NA,NA,NA
210011227,2013,NA,NA,NA,NA,NA,NA,NA,NA
210011228,2013,NA,NA,NA,NA,NA,NA,NA,NA
210011229,2013,NA,NA,NA,NA,NA,NA,NA,NA
210011230,2013,NA,NA,NA,NA,NA,NA,NA,NA
210011231,2013,NA,NA,NA,NA,NA,NA,NA,NA
210021232,2013,NA,NA,NA,NA,NA,NA,NA,NA
210021233,2013,NA,NA,NA,NA,NA,NA,NA,NA
210021234,2013,NA,NA,NA,NA,NA,NA,NA,NA
210021235,2013,NA,NA,NA,NA,NA,NA,NA,NA
210031236,2013,NA,NA,NA,NA,NA,NA,NA,NA
210031237,2013,NA,NA,NA,NA,NA,NA,NA,NA
210031239,2013,NA,NA,NA,NA,NA,NA,NA,NA
210031438,2013,NA,NA,NA,NA,NA,NA,NA,NA
210031439,2013,NA,NA,NA,NA,NA,NA,NA,NA
210031440,2013,NA,NA,NA,NA,NA,NA,NA,NA
210041240,2013,NA,NA,NA,NA,NA,NA,NA,NA
210041241,2013,NA,NA,NA,NA,NA,NA,NA,NA
210051242,2013,NA,NA,NA,NA,NA,NA,NA,NA
210051243,2013,NA,NA,NA,NA,NA,NA,NA,NA
210051245,2013,NA,NA,NA,NA,NA,NA,NA,NA
210051246,2013,NA,NA,NA,NA,NA,NA,NA,NA
210051247,2013,NA,NA,NA,NA,NA,NA,NA,NA
210051248,2013,NA,NA,NA,NA,NA,NA,NA,NA
210051249,2013,NA,NA,NA,NA,NA,NA,NA,NA
210051250,2013,NA,NA,NA,NA,NA,NA,NA,NA
210051441,2013,NA,NA,NA,NA,NA,NA,NA,NA
210051442,2013,NA,NA,NA,NA,NA,NA,NA,NA
210051443,2013,NA,NA,NA,NA,NA,NA,NA,NA
210051444,2013,NA,NA,NA,NA,NA,NA,NA,NA
210051445,2013,NA,NA,NA,NA,NA,NA,NA,NA
211011251,2013,NA,NA,NA,NA,NA,NA,NA,NA
211011254,2013,NA,NA,NA,NA,NA,NA,NA,NA
211011255,2013,NA,NA,NA,NA,NA,NA,NA,NA
211011256,2013,NA,NA,NA,NA,NA,NA,NA,NA
211011257,2013,NA,NA,NA,NA,NA,NA,NA,NA
211011258,2013,NA,NA,NA,NA,NA,NA,NA,NA
211011259,2013,NA,NA,NA,NA,NA,NA,NA,NA
211011260,2013,NA,NA,NA,NA,NA,NA,NA,NA
211011446,2013,NA,NA,NA,NA,NA,NA,NA,NA
211011447,2013,NA,NA,NA,NA,NA,NA,NA,NA
211011448,2013,NA,NA,NA,NA,NA,NA,NA,NA
211011449,2013,NA,NA,NA,NA,NA,NA,NA,NA
211021261,2013,NA,NA,NA,NA,NA,NA,NA,NA
211021262,2013,NA,NA,NA,NA,NA,NA,NA,NA
211031263,2013,NA,NA,NA,NA,NA,NA,NA,NA
211031265,2013,NA,NA,NA,NA,NA,NA,NA,NA
211031266,2013,NA,NA,NA,NA,NA,NA,NA,NA
211031267,2013,NA,NA,NA,NA,NA,NA,NA,NA
211031268,2013,NA,NA,NA,NA,NA,NA,NA,NA
211031450,2013,NA,NA,NA,NA,NA,NA,NA,NA
211031451,2013,NA,NA,NA,NA,NA,NA,NA,NA
211031452,2013,NA,NA,NA,NA,NA,NA,NA,NA
211041269,2013,NA,NA,NA,NA,NA,NA,NA,NA
211041270,2013,NA,NA,NA,NA,NA,NA,NA,NA
211041271,2013,NA,NA,NA,NA,NA,NA,NA,NA
211041272,2013,NA,NA,NA,NA,NA,NA,NA,NA
211041273,2013,NA,NA,NA,NA,NA,NA,NA,NA
211051274,2013,NA,NA,NA,NA,NA,NA,NA,NA
211051275,2013,NA,NA,NA,NA,NA,NA,NA,NA
211051276,2013,NA,NA,NA,NA,NA,NA,NA,NA
211051277,2013,NA,NA,NA,NA,NA,NA,NA,NA
211051278,2013,NA,NA,NA,NA,NA,NA,NA,NA
211051279,2013,NA,NA,NA,NA,NA,NA,NA,NA
211051280,2013,NA,NA,NA,NA,NA,NA,NA,NA
211051281,2013,NA,NA,NA,NA,NA,NA,NA,NA
211051282,2013,NA,NA,NA,NA,NA,NA,NA,NA
211051283,2013,NA,NA,NA,NA,NA,NA,NA,NA
211051284,2013,NA,NA,NA,NA,NA,NA,NA,NA
211051285,2013,NA,NA,NA,NA,NA,NA,NA,NA
211051286,2013,NA,NA,NA,NA,NA,NA,NA,NA
212011287,2013,NA,NA,NA,NA,NA,NA,NA,NA
212011288,2013,NA,NA,NA,NA,NA,NA,NA,NA
212011289,2013,NA,NA,NA,NA,NA,NA,NA,NA
212011290,2013,NA,NA,NA,NA,NA,NA,NA,NA
212011291,2013,NA,NA,NA,NA,NA,NA,NA,NA
212011292,2013,NA,NA,NA,NA,NA,NA,NA,NA
212021293,2013,NA,NA,NA,NA,NA,NA,NA,NA
212021294,2013,NA,NA,NA,NA,NA,NA,NA,NA
212021295,2013,NA,NA,NA,NA,NA,NA,NA,NA
212021297,2013,NA,NA,NA,NA,NA,NA,NA,NA
212021299,2013,NA,NA,NA,NA,NA,NA,NA,NA
212021453,2013,NA,NA,NA,NA,NA,NA,NA,NA
212021454,2013,NA,NA,NA,NA,NA,NA,NA,NA
212021455,2013,NA,NA,NA,NA,NA,NA,NA,NA
212021456,2013,NA,NA,NA,NA,NA,NA,NA,NA
212031300,2013,NA,NA,NA,NA,NA,NA,NA,NA
212031301,2013,NA,NA,NA,NA,NA,NA,NA,NA
212031302,2013,NA,NA,NA,NA,NA,NA,NA,NA
212031303,2013,NA,NA,NA,NA,NA,NA,NA,NA
212031304,2013,NA,NA,NA,NA,NA,NA,NA,NA
212031305,2013,NA,NA,NA,NA,NA,NA,NA,NA
212031306,2013,NA,NA,NA,NA,NA,NA,NA,NA
212031308,2013,NA,NA,NA,NA,NA,NA,NA,NA
212031457,2013,NA,NA,NA,NA,NA,NA,NA,NA
212031458,2013,NA,NA,NA,NA,NA,NA,NA,NA
212041309,2013,NA,NA,NA,NA,NA,NA,NA,NA
212041310,2013,NA,NA,NA,NA,NA,NA,NA,NA
212041311,2013,NA,NA,NA,NA,NA,NA,NA,NA
212041312,2013,NA,NA,NA,NA,NA,NA,NA,NA
212041313,2013,NA,NA,NA,NA,NA,NA,NA,NA
212041314,2013,NA,NA,NA,NA,NA,NA,NA,NA
212041316,2013,NA,NA,NA,NA,NA,NA,NA,NA
212041317,2013,NA,NA,NA,NA,NA,NA,NA,NA
212041318,2013,NA,NA,NA,NA,NA,NA,NA,NA
212041459,2013,NA,NA,NA,NA,NA,NA,NA,NA
212041460,2013,NA,NA,NA,NA,NA,NA,NA,NA
212051319,2013,NA,NA,NA,NA,NA,NA,NA,NA
212051320,2013,NA,NA,NA,NA,NA,NA,NA,NA
212051321,2013,NA,NA,NA,NA,NA,NA,NA,NA
