SA4_CODE16,Year,AvgFCTemp,rHist_AvgFCTemp,nAtRisk_FCHeat,nHighRisk_FCHeat
101,2000,13.638057642096339,0.16666666666666666,48,12
102,2000,17.752844420082152,0.20833333333333334,34,12
103,2000,14.4824484113211,0.16666666666666666,45,2
104,2000,18.224460518147428,0.125,27,4
105,2000,17.733220816600728,0.125,33,1
106,2000,17.479331406057558,0.125,34,10
107,2000,16.910977251654487,0.20833333333333334,46,16
108,2000,18.073480087202867,0.25,34,8
109,2000,16.135112949387686,0.20833333333333334,46,11
110,2000,16.359309160560997,0.25,24,3
111,2000,18.060340367254373,0.16666666666666666,29,12
112,2000,19.481202345733976,0.125,20,4
113,2000,15.32541413537646,0.125,47,9
114,2000,15.655922907181164,0.20833333333333334,46,16
115,2000,17.294124132814773,0.16666666666666666,43,15
116,2000,17.621564567066148,0.16666666666666666,44,16
117,2000,18.317377992648982,0.20833333333333334,42,17
118,2000,18.303002834148682,0.20833333333333334,42,16
119,2000,17.902436411189267,0.16666666666666666,42,19
120,2000,18.105412148817802,0.20833333333333334,43,18
121,2000,17.71476950583544,0.20833333333333334,45,17
122,2000,17.92304154699481,0.20833333333333334,44,15
123,2000,16.657605197866125,0.16666666666666666,43,14
124,2000,16.49798723173025,0.125,42,10
125,2000,17.844247073409644,0.16666666666666666,46,16
126,2000,17.84920723884672,0.16666666666666666,45,17
127,2000,17.53832063208494,0.20833333333333334,44,17
128,2000,17.64090276777869,0.20833333333333334,43,15
201,2000,12.999074306148588,0.5,55,17
202,2000,14.127684653254619,0.2916666666666667,51,15
203,2000,14.71667248234153,0.4166666666666667,51,20
204,2000,13.780086168797196,0.2916666666666667,47,11
205,2000,13.917620217498778,0.5,52,17
206,2000,15.81361730460153,0.5,54,20
207,2000,15.323672732285758,0.4583333333333333,54,20
208,2000,15.383201975456801,0.4583333333333333,54,19
209,2000,14.89477883210678,0.4583333333333333,54,17
210,2000,14.679216824406266,0.4583333333333333,55,16
211,2000,14.609988815878415,0.5,52,19
212,2000,15.055973198498878,0.4583333333333333,52,18
213,2000,15.152445951042033,0.4583333333333333,51,17
214,2000,14.935786753364932,0.5,52,19
215,2000,16.036084258995253,0.5,54,15
216,2000,15.450304631882316,0.25,50,13
217,2000,13.981806274394028,0.4583333333333333,55,22
301,2000,20.287057354586327,0.041666666666666664,15,6
302,2000,20.29240880588508,0.125,15,7
303,2000,20.158640464471034,0.125,17,6
304,2000,20.02331610699522,0.125,17,7
305,2000,20.377642534589587,0.125,17,7
306,2000,23.605249039494126,0.08333333333333333,17,3
307,2000,18.508995378018767,0.20833333333333334,18,4
308,2000,21.787770325413256,0.08333333333333333,10,4
309,2000,20.313150091879812,0.08333333333333333,16,4
310,2000,19.78452461849912,0.125,19,7
311,2000,19.98728127277346,0.08333333333333333,16,5
312,2000,22.301955757176504,0.08333333333333333,13,3
313,2000,20.148372707554646,0.041666666666666664,14,6
314,2000,20.061277362631042,0.125,16,7
315,2000,24.71539076479106,0.08333333333333333,5,0
316,2000,20.11841403699901,0.041666666666666664,11,5
317,2000,17.647325037090894,0.25,20,5
318,2000,23.53280832167194,0.08333333333333333,11,1
319,2000,20.55818536663185,0.08333333333333333,11,7
401,2000,16.301021593367942,0.5833333333333334,57,24
402,2000,16.983536026344915,0.5833333333333334,58,26
403,2000,16.49125154962617,0.5833333333333334,56,17
404,2000,17.310430532811885,0.5833333333333334,60,23
