SA3_CODE16,Year,AvgFCTemp,rHist_AvgFCTemp,nAtRisk_FCHeat,nHighRisk_FCHeat
21103,2000,14.773141703003587,0.5,51,19
21104,2000,14.983403503238797,0.4583333333333333,53,19
21105,2000,14.10659396620103,0.5,52,19
21201,2000,14.667897829578322,0.5,52,18
21202,2000,15.026718598428205,0.4583333333333333,53,19
21203,2000,15.124678659086339,0.5,53,19
21204,2000,15.18914060820492,0.4583333333333333,54,17
21205,2000,15.104845143112021,0.4583333333333333,54,19
21301,2000,15.197105640301912,0.4583333333333333,51,17
21302,2000,15.469892281119535,0.4583333333333333,50,18
21303,2000,15.675253819244992,0.5,52,19
21304,2000,14.677489199598224,0.4583333333333333,49,17
21305,2000,15.079734814740098,0.4583333333333333,49,19
21401,2000,15.126684728252341,0.5,54,19
21402,2000,14.787310550674714,0.5,51,20
21501,2000,14.741379524834851,0.5,56,20
21502,2000,17.45209347633288,0.4583333333333333,52,18
21503,2000,16.562132142898225,0.4166666666666667,50,15
21601,2000,15.453128685573224,0.25,49,14
21602,2000,15.69312300802903,0.16666666666666666,49,14
21603,2000,15.253225877274044,0.2916666666666667,50,11
21701,2000,14.085135169018784,0.625,54,21
21703,2000,13.754836113930327,0.4583333333333333,54,22
21704,2000,14.218932620464823,0.625,57,21
30101,2000,20.236642071074453,0.041666666666666664,15,6
30102,2000,20.3418543630927,0.041666666666666664,15,4
30103,2000,20.27692143477715,0.041666666666666664,15,6
30201,2000,20.254320920140437,0.125,16,7
30202,2000,20.269091192165813,0.125,16,7
30203,2000,20.32035868727983,0.125,15,7
30204,2000,20.327288980903234,0.041666666666666664,15,7
30301,2000,20.286796470636613,0.125,15,7
30302,2000,20.35822948343545,0.125,18,7
30303,2000,20.09254984544555,0.08333333333333333,16,6
30304,2000,20.105276627764482,0.125,17,6
30305,2000,20.003847974114482,0.125,17,5
30306,2000,19.975121410958675,0.08333333333333333,17,5
30401,2000,20.106805725643717,0.125,17,7
30402,2000,19.928802503564892,0.125,17,7
30403,2000,20.272082644150274,0.125,17,7
30404,2000,19.831463864767954,0.125,16,6
30501,2000,20.41120658010673,0.125,17,7
30502,2000,20.42749420926184,0.125,17,7
30503,2000,20.373525164802757,0.125,17,7
30504,2000,20.29195976709927,0.125,17,7
30601,2000,24.392511517198315,0.08333333333333333,19,2
30602,2000,24.236333951646955,0.08333333333333333,20,2
30603,2000,23.13078682671858,0.08333333333333333,18,4
30604,2000,23.866761956617488,0.08333333333333333,20,3
30605,2000,21.35824580070246,0.041666666666666664,18,4
30701,2000,19.88927183872558,0.20833333333333334,17,2
30702,2000,18.49092270093989,0.20833333333333334,20,5
30703,2000,16.68368732797541,0.25,20,7
30801,2000,21.647412496193535,0.20833333333333334,13,4
30803,2000,21.778198793845704,0.08333333333333333,13,4
30804,2000,20.63613567721721,0.125,8,4
30805,2000,22.07839051379672,0.041666666666666664,10,4
30901,2000,20.429770978630465,0.08333333333333333,16,5
30902,2000,20.19677578876967,0.08333333333333333,19,6
30903,2000,20.64330761221767,0.08333333333333333,16,2
30904,2000,18.520170751543716,0.20833333333333334,21,7
30905,2000,19.826366105978142,0.125,17,5
30906,2000,20.29028871263115,0.08333333333333333,17,5
30907,2000,20.388084596093236,0.08333333333333333,17,4
30908,2000,20.36778261798429,0.08333333333333333,16,5
30909,2000,20.54100323517022,0.08333333333333333,15,2
30910,2000,20.589286780145493,0.08333333333333333,17,2
31001,2000,20.046737450020036,0.125,17,7
31002,2000,19.26329810572928,0.25,19,6
31003,2000,19.86241904423834,0.20833333333333334,19,8
31004,2000,19.84468623548619,0.125,19,7
31101,2000,18.95190993921038,0.25,23,7
31102,2000,20.14354714088333,0.041666666666666664,17,5
31103,2000,19.965950524215696,0.125,17,5
31104,2000,19.81376613951184,0.16666666666666666,19,6
31105,2000,20.104413019793487,0.041666666666666664,16,5
31106,2000,20.020252978735655,0.041666666666666664,16,5
31201,2000,22.368551375872403,0.125,12,3
31202,2000,22.222467848230075,0.041666666666666664,15,3
31203,2000,22.641394543379782,0.125,12,3
31301,2000,20.486874949842214,0.041666666666666664,12,6
31302,2000,20.273503481857013,0.08333333333333333,15,8
31303,2000,18.73139261779508,0.125,15,5
31304,2000,20.1149067693459,0.125,15,7
31305,2000,20.463072855589346,0.041666666666666664,14,6
31401,2000,19.807456383880464,0.125,16,6
31402,2000,20.317080416288707,0.041666666666666664,17,7
31403,2000,20.25015654051366,0.125,16,7
31501,2000,26.278445466881152,0.041666666666666664,6,0
31502,2000,24.47684669246243,0.08333333333333333,5,0
31503,2000,22.092727558891802,0.16666666666666666,12,2
31601,2000,20.113219234818306,0.041666666666666664,12,5
31602,2000,20.35228815579013,0.041666666666666664,12,5
31603,2000,20.231582828204235,0.041666666666666664,12,5
31605,2000,20.429585680068076,0.041666666666666664,12,6
31606,2000,19.51482382555943,0.041666666666666664,13,6
31607,2000,19.956129550187157,0.041666666666666664,12,6
31608,2000,20.21917448804235,0.041666666666666664,12,7
31701,2000,17.647325037090894,0.25,20,5
31801,2000,23.135089513554448,0.08333333333333333,11,2
31802,2000,23.64416958794481,0.041666666666666664,11,1
31901,2000,21.351770922976282,0.041666666666666664,9,5
31902,2000,19.23588054537073,0.16666666666666666,11,4
31903,2000,19.972117315014753,0.08333333333333333,15,7
31904,2000,21.048073739725638,0.041666666666666664,11,5
31905,2000,20.92618686059645,0.08333333333333333,12,6
40101,2000,17.36163316818101,0.5833333333333334,58,22
40102,2000,14.911642251050546,0.5416666666666666,56,22
40103,2000,16.383122744006375,0.5833333333333334,55,24
40104,2000,16.6332154287541,0.5833333333333334,56,24
40105,2000,17.212852366135248,0.5833333333333334,57,22
40106,2000,17.37882201223907,0.5833333333333334,58,22
40107,2000,17.19203812132992,0.5833333333333334,56,22
40201,2000,17.081033585454918,0.625,58,26
40202,2000,17.015362587478656,0.5833333333333334,60,26
40203,2000,17.235464574103368,0.5833333333333334,59,24
40204,2000,17.250969363889965,0.5833333333333334,61,24
40205,2000,16.377156380249023,0.5833333333333334,57,25
40301,2000,17.102896169525955,0.5416666666666666,57,21
40302,2000,16.913662131145003,0.5833333333333334,59,20
40303,2000,16.31691866035041,0.5833333333333334,55,23
40304,2000,16.32629544569054,0.5833333333333334,56,17
40401,2000,17.3121412882903,0.5833333333333334,60,23
40402,2000,17.364403392325137,0.5833333333333334,61,23
40403,2000,17.254176665994077,0.5833333333333334,60,22
40501,2000,15.969064884606786,0.5833333333333334,58,23
40502,2000,15.96221701852903,0.625,58,22
40503,2000,17.667028230773564,0.875,61,25
40504,2000,17.41477814583388,0.875,63,29
40601,2000,17.896178880345474,0.625,62,25
40602,2000,20.085609469981783,0.4583333333333333,54,16
40701,2000,15.800744538468809,0.5833333333333334,59,19
40702,2000,14.96535381236817,0.75,60,22
40703,2000,17.07810153010485,0.625,60,24
50101,2000,16.52871472126537,0.4166666666666667,46,15
50102,2000,16.830798213077284,0.4166666666666667,47,14
50103,2000,15.605736301017076,0.5,47,15
50201,2000,18.46968890622708,0.375,46,18
50301,2000,18.937711099597582,0.4583333333333333,46,19
50302,2000,18.82949882884758,0.4583333333333333,43,19
50401,2000,18.807940148627324,0.4166666666666667,43,20
50402,2000,17.78880692731216,0.375,46,14
50403,2000,18.521627883658745,0.375,43,18
50501,2000,18.904698447049864,0.5,45,20
50502,2000,18.865394614860655,0.4583333333333333,43,19
50503,2000,18.824453621057835,0.5,46,20
50601,2000,18.047479937735996,0.4166666666666667,47,14
50602,2000,18.84347801945674,0.4166666666666667,45,20
50603,2000,18.765697012507683,0.4166666666666667,45,17
50604,2000,18.710575420355646,0.4166666666666667,43,17
50605,2000,18.214090023982923,0.4166666666666667,47,16
50606,2000,18.001881732075134,0.4583333333333333,48,17
50607,2000,18.825905874240892,0.4166666666666667,44,19
50701,2000,18.669949366236047,0.4583333333333333,44,18
50702,2000,18.864842948980876,0.4583333333333333,46,19
50703,2000,18.748671523330376,0.4583333333333333,48,18
50704,2000,18.715488106898906,0.4166666666666667,44,19
50705,2000,18.833838745556772,0.4583333333333333,47,19
50901,2000,15.77754242700385,0.4166666666666667,52,10
50902,2000,18.005556886328552,0.20833333333333334,40,10
50903,2000,16.309784524742078,0.20833333333333334,41,9
51001,2000,26.10420771114918,0.08333333333333333,10,3
51002,2000,24.760874808192966,0.041666666666666664,15,4
51003,2000,25.641660987278232,0.041666666666666664,21,4
51101,2000,16.648885490565572,0.125,43,10
51102,2000,23.022926097865437,0.20833333333333334,57,18
51103,2000,18.183391889878806,0.041666666666666664,33,3
51104,2000,20.60098502927527,0.2916666666666667,51,17
60101,2000,12.547102709292805,0.75,60,19
60102,2000,13.056025771658925,0.625,54,16
60103,2000,12.23989884273315,0.7083333333333334,59,18
60104,2000,11.644429850797541,0.6666666666666666,60,17
60105,2000,12.513658132179547,0.6666666666666666,54,16
60106,2000,12.481679867137295,0.5,51,13
60201,2000,12.540313586353264,0.5416666666666666,44,20
60202,2000,11.572844806919946,0.6666666666666666,54,18
60203,2000,12.168652603228654,0.5833333333333334,49,17
60301,2000,9.92649233575,0.7083333333333334,64,19
60302,2000,11.449494379726435,0.5416666666666666,56,16
60303,2000,12.252423387207651,0.5,51,13
60401,2000,12.64432068730847,0.5833333333333334,63,18
60402,2000,12.456851679271004,0.625,51,16
60403,2000,11.896699456891849,0.625,63,18
70101,2000,27.371885784512752,0.16666666666666666,29,5
70102,2000,27.361612685294695,0.125,29,6
70103,2000,27.464925767849728,0.20833333333333334,27,7
70104,2000,27.42238328004402,0.16666666666666666,28,6
70201,2000,21.15860141939795,0.16666666666666666,22,11
70202,2000,24.832526532829235,0.125,21,1
70203,2000,27.025737091743988,0.125,16,5
70204,2000,26.51000608435337,0.125,25,6
70205,2000,26.23110866091086,0.125,11,0
80101,2000,13.481103349460625,0.125,42,10
80103,2000,12.881504882569672,0.08333333333333333,43,9
80104,2000,13.146240109168716,0.125,42,10
80105,2000,13.324962504399792,0.125,42,9
80106,2000,13.343467082996398,0.125,42,9
80107,2000,12.982493906454204,0.08333333333333333,41,9
80108,2000,13.293310083173802,0.08333333333333333,42,7
80109,2000,13.111813016090618,0.08333333333333333,42,9
80110,2000,13.578609873558971,0.125,42,8
80111,2000,11.316330654452186,0.08333333333333333,42,10
10102,2001,12.789913011187725,0.20833333333333334,48,16
10103,2001,10.751622139418183,0.25,42,17
10104,2001,15.533833006911236,0.4583333333333333,42,16
10105,2001,13.139883999795874,0.20833333333333334,49,16
10106,2001,14.238245708430437,0.16666666666666666,53,15
10201,2001,17.932806121978462,0.375,45,18
10202,2001,18.313796336750862,0.5,48,18
10301,2001,13.13058458985361,0.2916666666666667,47,19
10302,2001,16.65511226921965,0.20833333333333334,50,16
10303,2001,14.375123169190474,0.2916666666666667,45,20
10304,2001,13.411956002502047,0.25,49,17
10401,2001,19.32580357681177,0.375,47,16
10402,2001,18.131045464987032,0.2916666666666667,43,16
10501,2001,19.38578829722008,0.25,46,15
10502,2001,19.29567707360985,0.25,54,17
10503,2001,17.013730372425396,0.25,48,15
10601,2001,17.49189040577376,0.2916666666666667,44,20
10602,2001,18.11432077196866,0.25,43,21
10603,2001,18.418798724078115,0.20833333333333334,44,19
10604,2001,16.576561517120066,0.2916666666666667,44,16
10701,2001,17.409679990226465,0.5,52,14
10702,2001,15.563009415921368,0.2916666666666667,45,18
10703,2001,17.235139975909608,0.375,52,14
10704,2001,17.25413924871806,0.4583333333333333,51,14
10801,2001,18.505977753498794,0.4583333333333333,52,19
10802,2001,18.678662234856077,0.4583333333333333,48,17
10803,2001,NA,NA,0,0
10804,2001,18.116727062419322,0.375,50,19
10805,2001,17.897295480869108,0.4166666666666667,56,21
10901,2001,15.345293814602897,0.2916666666666667,46,16
10902,2001,17.677796754073114,0.2916666666666667,49,19
10903,2001,16.2141006027446,0.375,48,17
11001,2001,13.23043341520995,0.16666666666666666,45,18
11002,2001,15.849765095935746,0.16666666666666666,40,13
11003,2001,19.17681039204688,0.25,46,12
11004,2001,16.719612504392234,0.16666666666666666,47,16
11101,2001,18.30572599112857,0.25,45,17
11102,2001,18.197033089903083,0.2916666666666667,47,19
11103,2001,18.292035494976567,0.20833333333333334,45,18
11201,2001,19.891088818871527,0.375,46,15
11202,2001,19.29815421590982,0.3333333333333333,48,17
11203,2001,20.205348163409003,0.2916666666666667,41,14
11301,2001,17.067858637852474,0.16666666666666666,46,17
11302,2001,12.796237892533973,0.20833333333333334,51,14
11303,2001,15.637576027116886,0.25,47,16
11401,2001,16.839318170870136,0.4166666666666667,43,17
11402,2001,13.97468778448287,0.2916666666666667,45,16
11501,2001,17.64926158333731,0.25,44,18
11502,2001,17.41408069105616,0.25,46,19
11503,2001,16.90623839924418,0.25,48,18
11504,2001,17.768125716407123,0.25,45,17
11601,2001,17.89679583735999,0.25,45,17
11602,2001,17.861845883501076,0.25,45,17
11603,2001,17.88475023106495,0.25,45,15
11701,2001,18.532244598268825,0.3333333333333333,47,17
11702,2001,18.358341428027344,0.3333333333333333,47,18
11703,2001,18.503422606152355,0.375,49,19
11801,2001,18.472832243768785,0.375,50,18
11802,2001,18.495641768611346,0.375,47,19
11901,2001,18.016053207585834,0.3333333333333333,47,17
11902,2001,18.126411314810927,0.3333333333333333,47,20
11903,2001,18.063373640748058,0.3333333333333333,46,18
11904,2001,18.29692016264291,0.2916666666666667,45,18
12001,2001,18.34321904737547,0.3333333333333333,48,19
12002,2001,18.385707816895234,0.3333333333333333,47,18
12003,2001,18.263879822342535,0.3333333333333333,47,20
12101,2001,18.15940059727351,0.3333333333333333,46,18
12102,2001,17.49679780583846,0.25,44,19
12103,2001,17.787841557966956,0.25,44,18
12104,2001,18.436487894320802,0.375,49,18
12201,2001,18.4162082378247,0.375,50,18
12202,2001,18.133694794406683,0.375,49,19
12203,2001,18.129994620795244,0.375,48,18
12301,2001,17.196192430590294,0.2916666666666667,48,16
12302,2001,17.2448594617225,0.2916666666666667,46,15
12303,2001,16.132452707580615,0.2916666666666667,46,16
12401,2001,14.928973421043553,0.25,47,19
12402,2001,14.804580462205664,0.25,46,20
12403,2001,17.707808126132793,0.25,48,15
12404,2001,17.706213098815198,0.20833333333333334,47,18
12405,2001,17.86313211613461,0.2916666666666667,45,15
12501,2001,18.23626745036897,0.375,48,18
12502,2001,18.011205380914742,0.2916666666666667,46,18
12503,2001,18.076588393421254,0.3333333333333333,44,18
12504,2001,18.028633684367808,0.25,44,18
12601,2001,17.74686260680339,0.25,45,19
12602,2001,18.161314744902295,0.2916666666666667,48,19
12701,2001,17.616497642493872,0.2916666666666667,46,16
12702,2001,17.929390556964623,0.375,44,17
12703,2001,17.835645688977035,0.375,47,17
12801,2001,18.14635445928462,0.3333333333333333,44,16
12802,2001,17.61422149333406,0.2916666666666667,47,16
20101,2001,12.347579733077872,0.08333333333333333,46,16
20102,2001,12.463899908285018,0.125,46,16
20103,2001,13.597557405739904,0.16666666666666666,46,15
20201,2001,14.338909479569207,0.125,49,18
20202,2001,13.3678839031959,0.25,46,16
20203,2001,15.219239005817524,0.16666666666666666,48,18
20301,2001,14.060246168778837,0.3333333333333333,43,18
20302,2001,14.543317343030266,0.2916666666666667,45,17
20303,2001,14.46638355081172,0.3333333333333333,43,15
20401,2001,13.36566356674544,0.4166666666666667,49,18
20402,2001,14.86196261398877,0.4166666666666667,51,20
20403,2001,13.788544986293186,0.2916666666666667,49,15
20501,2001,13.473802258777688,0.4166666666666667,51,15
20502,2001,13.563984070930626,0.3333333333333333,45,18
20503,2001,14.419512950511072,0.4583333333333333,48,17
20504,2001,14.008525983837059,0.4583333333333333,53,16
20505,2001,13.69207984769943,0.5,53,17
20601,2001,15.421022001550368,0.3333333333333333,45,19
20602,2001,15.3973644706204,0.3333333333333333,48,19
20603,2001,15.461504145599074,0.25,45,20
20604,2001,15.60308474377998,0.25,43,19
20605,2001,15.527260737876263,0.25,45,19
20606,2001,15.49197095992038,0.25,45,18
20607,2001,15.605234759377252,0.2916666666666667,47,19
20701,2001,15.257548105735708,0.2916666666666667,47,19
20702,2001,15.059525951250341,0.3333333333333333,46,18
20703,2001,14.90383741153717,0.3333333333333333,47,18
20801,2001,15.178042028215845,0.25,47,18
20802,2001,15.176108957220071,0.25,48,18
20803,2001,15.03431372756639,0.25,48,16
20804,2001,15.2329726759687,0.25,47,18
20901,2001,15.158955514268184,0.3333333333333333,45,18
20902,2001,15.174584713084451,0.3333333333333333,45,18
20903,2001,14.32563328324156,0.3333333333333333,45,17
20904,2001,14.538073049229109,0.3333333333333333,45,18
21001,2001,15.220890729394245,0.25,45,19
21002,2001,12.510692562877622,0.2916666666666667,45,17
21003,2001,15.12352093232085,0.3333333333333333,43,18
21004,2001,13.88522964801697,0.2916666666666667,43,17
21005,2001,14.59165465069886,0.2916666666666667,45,19
21101,2001,14.554597291384063,0.2916666666666667,50,17
21102,2001,14.70263987657244,0.3333333333333333,48,17
21103,2001,14.512472244930441,0.3333333333333333,49,17
21104,2001,14.740122650808622,0.3333333333333333,48,18
21105,2001,13.858875583239072,0.2916666666666667,49,17
21201,2001,14.400178751769802,0.2916666666666667,47,15
21202,2001,14.696731246926243,0.2916666666666667,49,16
21203,2001,14.767981422931927,0.2916666666666667,46,15
21204,2001,14.916737710294528,0.2916666666666667,48,17
21205,2001,14.850387324535069,0.2916666666666667,48,17
21301,2001,14.960698243716791,0.20833333333333334,45,17
21302,2001,15.18511172187462,0.20833333333333334,43,17
21303,2001,15.394798452509198,0.20833333333333334,44,19
21304,2001,14.454154745253264,0.25,44,16
21305,2001,14.806569567162057,0.16666666666666666,43,14
21401,2001,14.826750529420343,0.2916666666666667,47,18
21402,2001,14.582071653673232,0.2916666666666667,47,17
21501,2001,14.33673813840212,0.25,45,17
21502,2001,17.29569931518029,0.2916666666666667,47,18
21503,2001,16.475731652036778,0.25,49,16
21601,2001,15.507310857643082,0.4166666666666667,48,17
21602,2001,15.851311062261495,0.3333333333333333,49,18
21603,2001,15.262623195401796,0.3333333333333333,42,18
21701,2001,13.828612130440195,0.3333333333333333,45,23
21703,2001,13.608971254445898,0.3333333333333333,42,21
21704,2001,13.967479596748618,0.3333333333333333,49,20
30101,2001,20.615800730222762,0.2916666666666667,38,12
30102,2001,20.717068801279165,0.25,36,14
30103,2001,20.66988631686943,0.2916666666666667,40,14
30201,2001,20.647803052486243,0.3333333333333333,41,14
30202,2001,20.658290319453066,0.3333333333333333,41,14
30203,2001,20.723054671397573,0.2916666666666667,40,13
30204,2001,20.743352842822226,0.25,39,14
30301,2001,20.65615153770711,0.2916666666666667,40,12
30302,2001,20.7090385182632,0.2916666666666667,40,12
30303,2001,20.452697219263698,0.25,39,12
30304,2001,20.455444566486868,0.25,37,11
30305,2001,20.33960752077408,0.25,36,11
30306,2001,20.323301627946744,0.25,36,11
30401,2001,20.421479699783756,0.2916666666666667,40,12
30402,2001,20.2572766264593,0.2916666666666667,39,12
30403,2001,20.60872107126396,0.2916666666666667,38,11
30404,2001,20.197940612677105,0.2916666666666667,38,12
30501,2001,20.768022439619358,0.3333333333333333,40,12
30502,2001,20.79292391761915,0.3333333333333333,40,12
30503,2001,20.746385928551284,0.3333333333333333,41,12
30504,2001,20.648632491062713,0.3333333333333333,41,11
30601,2001,24.88398877506871,0.5416666666666666,49,17
30602,2001,24.69759265415353,0.5416666666666666,51,16
30603,2001,23.56591721702594,0.5416666666666666,50,14
30604,2001,24.44988919023054,0.4166666666666667,43,17
30605,2001,21.775434785185304,0.2916666666666667,44,16
30701,2001,20.145646616239045,0.25,45,17
30702,2001,18.70565202948786,0.3333333333333333,45,17
30703,2001,16.757830707615774,0.2916666666666667,43,17
30801,2001,22.568403913739836,0.4583333333333333,59,20
30803,2001,22.617759083706115,0.375,56,16
30804,2001,21.32974257885213,0.375,52,14
30805,2001,22.812352718656083,0.3333333333333333,44,17
30901,2001,20.771632325922432,0.25,36,14
30902,2001,20.506137887546938,0.25,36,10
30903,2001,21.034068815077344,0.25,38,15
30904,2001,18.906126924740626,0.5,43,17
30905,2001,20.182284529571422,0.375,39,16
30906,2001,20.65450708885729,0.375,39,16
30907,2001,20.766478488786333,0.25,37,14
30908,2001,20.713704148223602,0.25,39,13
30909,2001,20.919646343665963,0.25,38,14
30910,2001,20.96591498843356,0.25,38,14
31001,2001,20.366164476666086,0.2916666666666667,37,11
31002,2001,19.54101423318629,0.3333333333333333,42,14
31003,2001,20.12762274906976,0.2916666666666667,45,12
31004,2001,20.14066341621642,0.2916666666666667,40,12
31101,2001,19.260238638566094,0.4583333333333333,43,18
31102,2001,20.50868048720025,0.2916666666666667,38,14
31103,2001,20.299637164740577,0.2916666666666667,37,12
31104,2001,20.13595380788206,0.2916666666666667,39,13
31105,2001,20.466905944585598,0.2916666666666667,37,11
31106,2001,20.378727990369633,0.25,38,11
31201,2001,23.439278806170964,0.5,52,17
31202,2001,22.946269928094065,0.4583333333333333,41,14
31203,2001,23.451012534417636,0.5833333333333334,48,13
