SA4_CODE16,Year,AvgTemp,rHist_tHeatAvg,rSpat_rHist_tHeatAvg,cSpat_rHist_tHeatAvg,nAtRisk_tHeat,nHighRisk_tHeat,rHist_tHeat,rSpat_rHist_tHeat,cSpat_rHist_tHeat,nHW_EHF,nSHW_EHF,EHFAvg,rSpat_EHFAvg,cSpat_EHFAvg,rHist_tColdAvg,rSpat_rHist_tColdAvg,cSpat_rHist_tColdAvg,nAtRisk_tCold,nHighRisk_tCold,rHist_tCold,rSpat_rHist_tCold,cSpat_rHist_tCold,nCW_ECF,nSCW_ECF,ECFAvg,rSpat_ECFAvg,cSpat_ECFAvg
210,2005,14.782440075358991,0.5714285714285714,0.29545454545454547,2,42,14,186.09959588058922,0.5454545454545454,3,5,1,10.658628923975098,0.9090909090909091,5,0.4285714285714286,0.6363636363636364,4,40,17,178.90040411941078,0.4659090909090909,3,10,1,1.4546774602824801,0.11363636363636363,1
211,2005,14.533445114786687,0.5238095238095238,0.2159090909090909,2,43,13,185.02685438665102,0.3977272727272727,2,4,0,13.962699944667513,1,5,0.47619047619047616,0.7272727272727273,4,39,18,179.97314561334898,0.6136363636363636,4,15,2,1.7243481933986458,0.25,2
212,2005,15.107586813408924,0.6190476190476191,0.38636363636363635,2,44,15,187.54530048233607,0.6477272727272727,4,5,1,12.755815000966157,0.9886363636363636,5,0.38095238095238093,0.4090909090909091,3,41,15,177.45469951766393,0.36363636363636365,2,10,3,2.36896992494454,0.6022727272727273,4
213,2005,15.302803086192212,0.6190476190476191,0.38636363636363635,2,45,18,186.91487420153825,0.625,4,6,0,10.817788365696867,0.9204545454545454,5,0.38095238095238093,0.4090909090909091,3,45,16,178.08512579846175,0.38636363636363635,2,11,1,2.150727127466582,0.5113636363636364,3
214,2005,14.971327235379691,0.6666666666666666,0.6136363636363636,4,45,12,188.2255247034285,0.6818181818181818,4,5,0,9.07936074006434,0.8636363636363636,5,0.33333333333333337,0.3181818181818182,2,41,14,176.7744752965715,0.32954545454545453,2,8,3,3.0333107256011282,0.8295454545454546,5
215,2005,15.90161787324688,0.42857142857142855,0.1590909090909091,1,40,9,181.2444270629644,0.1590909090909091,1,3,0,5.503945104665326,0.5909090909090909,3,0.5714285714285714,0.8409090909090909,5,49,15,183.7555729370356,0.8522727272727273,5,11,1,1.5794179969077742,0.20454545454545456,2
216,2005,15.410007536372285,0.19047619047619047,0.10227272727272728,1,35,11,178.3670968582975,0.11363636363636363,1,3,0,4.0297500565288,0.5113636363636364,3,0.8095238095238095,0.9090909090909091,5,38,15,186.6329031417025,0.8977272727272727,5,8,1,1.9920835082000683,0.4318181818181818,3
217,2005,13.922240029210538,0.47619047619047616,0.18181818181818182,1,50,14,186.41207143788293,0.5909090909090909,3,6,0,10.943411575925836,0.9431818181818182,5,0.5238095238095238,0.8068181818181818,5,47,11,178.58792856211707,0.42045454545454547,3,5,2,2.095814859886389,0.5,3
301,2005,21.168251053927698,0.7619047619047619,0.7159090909090909,4,61,25,189.5893625342198,0.7386363636363636,4,23,3,1.6525977971053494,0.125,1,0.23809523809523814,0.25,2,51,14,175.4106374657802,0.2727272727272727,2,12,2,2.9283986031636773,0.7840909090909091,4
302,2005,21.260547744097778,0.8095238095238095,0.7727272727272727,4,63,28,191.53213401121104,0.7840909090909091,4,26,2,1.719811513606684,0.17045454545454544,1,0.19047619047619047,0.125,1,45,13,173.46786598878896,0.22727272727272727,2,9,0,2.4033822187880127,0.6477272727272727,4
303,2005,21.154830026578562,0.8095238095238095,0.7727272727272727,4,65,27,192.11354451831573,0.8068181818181818,5,24,2,2.0155058175204177,0.25,2,0.19047619047619047,0.125,1,45,14,172.88645548168427,0.20454545454545456,2,9,2,3.2292395568844694,0.8636363636363636,5
304,2005,21.027801539554993,0.8095238095238095,0.7727272727272727,4,65,26,192.79846173901709,0.8522727272727273,5,25,2,2.1255358834403606,0.2727272727272727,2,0.19047619047619047,0.125,1,44,12,172.20153826098291,0.1590909090909091,1,9,0,2.454233180629407,0.6818181818181818,4
305,2005,21.347612719359663,0.8095238095238095,0.7727272727272727,4,64,26,192.3690522748012,0.8295454545454546,5,24,2,1.8845940038839506,0.2159090909090909,2,0.19047619047619047,0.125,1,46,15,172.6309477251988,0.18181818181818182,1,8,1,2.9684424712194843,0.7954545454545454,4
306,2005,24.234687234158837,0.8095238095238095,0.7727272727272727,4,78,18,188.24612175726764,0.6931818181818182,4,15,0,0.648500543375531,0.045454545454545456,1,0.19047619047619047,0.125,1,58,8,176.75387824273236,0.3181818181818182,2,5,0,2.201073879649292,0.5340909090909091,3
307,2005,19.573130752782056,0.9523809523809523,0.9659090909090909,5,64,28,193.48846304262807,0.8863636363636364,5,19,2,5.544036047373247,0.6022727272727273,4,0.04761904761904767,0.022727272727272728,1,44,10,171.51153695737193,0.125,1,8,0,2.428293271770962,0.6590909090909091,4
308,2005,23.079824037214117,0.8571428571428571,0.8977272727272727,5,69,35,195.52861426150437,0.9318181818181818,5,33,3,1.7677653718962394,0.20454545454545456,2,0.1428571428571429,0.07954545454545454,1,47,12,169.47138573849563,0.07954545454545454,1,8,2,5.244972587425443,1,5
309,2005,21.281907631620154,1,1,5,64,34,195.3266849172207,0.9204545454545454,5,27,6,1.9591460185344745,0.22727272727272727,2,0,0.011363636363636364,1,38,10,169.6733150827793,0.09090909090909091,1,10,0,2.65959335065272,0.75,4
310,2005,20.76414733777524,0.8095238095238095,0.7727272727272727,4,65,27,193.21835484291486,0.875,5,27,2,2.333747182366244,0.29545454545454547,2,0.19047619047619047,0.125,1,40,11,171.78164515708514,0.13636363636363635,1,9,0,1.9192296390989811,0.36363636363636365,2
311,2005,21.011429963005735,0.8571428571428571,0.8977272727272727,5,67,28,193.18380915134924,0.8636363636363636,5,24,2,2.3604612084420715,0.3068181818181818,2,0.1428571428571429,0.07954545454545454,1,42,10,171.81619084865076,0.14772727272727273,1,12,2,2.5823241643872685,0.7159090909090909,4
312,2005,23.551853255676903,0.9523809523809523,0.9659090909090909,5,86,37,197.65154477903795,0.9886363636363636,5,42,4,1.3405835757531197,0.09090909090909091,1,0.04761904761904767,0.022727272727272728,1,42,8,167.34845522096205,0.022727272727272728,1,6,0,3.072095355309221,0.8409090909090909,5
313,2005,21.120253123996196,0.8095238095238095,0.7727272727272727,4,65,30,191.55155781514796,0.7954545454545454,4,26,1,2.1156333210416802,0.26136363636363635,2,0.19047619047619047,0.125,1,48,12,173.44844218485204,0.2159090909090909,2,9,2,2.379583498405294,0.6136363636363636,4
314,2005,21.066772979127347,0.8095238095238095,0.7727272727272727,4,68,29,192.5574240646591,0.8409090909090909,5,26,2,2.1543950772785143,0.2840909090909091,2,0.19047619047619047,0.125,1,44,13,172.4425759353409,0.17045454545454544,1,8,0,2.274519428871693,0.5795454545454546,3
315,2005,25.920361927594527,0.7619047619047619,0.7159090909090909,4,71,29,193.75609438143658,0.8977272727272727,5,24,1,0.8875981077598099,0.056818181818181816,1,0.23809523809523814,0.25,2,47,7,171.24390561856342,0.11363636363636363,1,5,0,0.6829438458807374,0.011363636363636364,1
316,2005,20.954030336775492,0.6190476190476191,0.38636363636363635,2,52,27,185.8865858427845,0.5113636363636364,3,28,2,1.7171735369911154,0.1590909090909091,1,0.38095238095238093,0.4090909090909091,3,55,13,179.1134141572155,0.5,3,11,2,3.7760592902099335,0.9545454545454546,5
317,2005,18.7630139448549,0.9523809523809523,0.9659090909090909,5,67,27,195.64945900143397,0.9431818181818182,5,22,5,5.401394107637994,0.5795454545454546,3,0.04761904761904767,0.022727272727272728,1,38,7,169.35054099856603,0.06818181818181818,1,5,0,3.4340376072570677,0.9318181818181818,5
318,2005,24.762704267975405,0.8095238095238095,0.7727272727272727,4,86,27,195.7911615174032,0.9545454545454546,5,27,3,1.2234512895204912,0.07954545454545454,1,0.19047619047619047,0.125,1,53,7,169.2088384825968,0.056818181818181816,1,5,1,5.155325261939584,0.9886363636363636,5
319,2005,21.664479919365096,0.9047619047619048,0.9431818181818182,5,61,29,194.04171555207927,0.9090909090909091,5,28,1,1.4704388800433605,0.10227272727272728,1,0.09523809523809523,0.056818181818181816,1,41,11,170.95828444792073,0.10227272727272728,1,9,2,4.175429439388327,0.9772727272727273,5
401,2005,16.140785937545374,0.5714285714285714,0.29545454545454547,2,41,11,184.68465649850086,0.3522727272727273,2,5,0,8.98873428100255,0.8409090909090909,5,0.4285714285714286,0.6363636363636364,4,49,18,180.31534350149914,0.6590909090909091,4,13,3,1.7478596881872783,0.2840909090909091,2
402,2005,16.785922443892247,0.5238095238095238,0.2159090909090909,2,40,12,184.50228131925434,0.3068181818181818,2,5,0,7.837225813216362,0.7954545454545454,4,0.47619047619047616,0.7272727272727273,4,48,13,180.49771868074566,0.7045454545454546,4,11,1,2.0917135017039765,0.48863636363636365,3
403,2005,16.418279534967365,0.5238095238095238,0.2159090909090909,2,42,13,184.57867292399948,0.3181818181818182,2,6,0,9.677534755757057,0.875,5,0.47619047619047616,0.7272727272727273,4,48,19,180.42132707600052,0.6931818181818182,4,12,2,1.752804763169642,0.29545454545454547,2
404,2005,17.105921257138252,0.47619047619047616,0.18181818181818182,1,39,14,183.35067135966628,0.23863636363636365,2,5,0,9.070158324907144,0.8522727272727273,5,0.5238095238095238,0.8068181818181818,5,53,16,181.64932864033372,0.7727272727272727,4,13,1,2.2058493777358006,0.5568181818181818,3
405,2005,16.45542697472647,0.6190476190476191,0.38636363636363635,2,41,11,187.60278972754531,0.6590909090909091,4,4,0,6.070014005161425,0.6590909090909091,4,0.38095238095238093,0.4090909090909091,3,42,15,177.39721027245469,0.3522727272727273,2,10,0,1.6787584140621206,0.2159090909090909,2
406,2005,18.754409607329737,0.6190476190476191,0.38636363636363635,2,42,13,186.07730413244687,0.5340909090909091,3,3,0,6.550491805540448,0.6931818181818182,4,0.38095238095238093,0.4090909090909091,3,51,15,178.92269586755313,0.4772727272727273,3,11,3,2.4005342332039437,0.625,4
407,2005,15.715218497792403,0.5238095238095238,0.2159090909090909,2,45,11,184.61360969886587,0.32954545454545453,2,6,0,7.323228871438417,0.75,4,0.47619047619047616,0.7272727272727273,4,50,14,180.38639030113413,0.6818181818181818,4,11,0,1.4919786570619276,0.125,1
501,2005,15.893463920009097,0.047619047619047616,0.011363636363636364,1,43,11,165.96754008603833,0.07954545454545454,1,3,0,4.1395454646176,0.5340909090909091,3,0.9523809523809523,0.9431818181818182,5,66,29,199.03245991396167,0.9318181818181818,5,21,6,3.0326405324205528,0.8181818181818182,5
502,2005,17.769780823048574,0.09523809523809523,0.07954545454545454,1,34,11,164.61921522617652,0.056818181818181816,1,4,0,1.721088371070069,0.19318181818181818,1,0.9047619047619048,0.9318181818181818,5,65,23,200.38078477382348,0.9545454545454546,5,20,5,2.577026828532646,0.7045454545454546,4
503,2005,17.995875396788005,0.047619047619047616,0.011363636363636364,1,31,11,162.49824012514665,0.011363636363636364,1,5,0,1.6561702105019207,0.13636363636363635,1,0.9523809523809523,0.9431818181818182,5,64,24,202.50175987485335,1,5,22,5,3.3304267113079282,0.9090909090909091,5
504,2005,17.632724794201966,0.047619047619047616,0.011363636363636364,1,34,12,165.4622604614783,0.06818181818181818,1,4,0,4.931028825512522,0.5681818181818182,3,0.9523809523809523,0.9431818181818182,5,64,25,199.5377395385217,0.9431818181818182,5,22,4,3.3103076194170495,0.8863636363636364,5
505,2005,17.956959107019756,0.047619047619047616,0.011363636363636364,1,32,11,162.93612306087863,0.03409090909090909,1,4,0,2.8077493921775556,0.375,2,0.9523809523809523,0.9431818181818182,5,65,26,202.06387693912137,0.9772727272727273,5,22,4,3.394075877362386,0.9204545454545454,5
506,2005,17.70261660799278,0.047619047619047616,0.011363636363636364,1,35,9,164.61113283796115,0.045454545454545456,1,4,0,3.728145378118845,0.4318181818181818,3,0.9523809523809523,0.9431818181818182,5,64,24,200.38886716203885,0.9659090909090909,5,19,6,3.9510451507309114,0.9659090909090909,5
507,2005,17.895534166018177,0.047619047619047616,0.011363636363636364,1,30,11,162.58988397862078,0.022727272727272728,1,5,0,1.9969948912601363,0.23863636363636365,2,0.9523809523809523,0.9431818181818182,5,67,25,202.41011602137922,0.9886363636363636,5,20,5,3.3005970422904363,0.875,5
509,2005,16.34359656669547,0.14285714285714285,0.09090909090909091,1,44,15,170.4395776300352,0.09090909090909091,1,6,1,5.938189638525809,0.6363636363636364,4,0.8571428571428572,0.9204545454545454,5,64,27,194.5604223699648,0.9204545454545454,5,23,7,2.986054492286308,0.8068181818181818,5
510,2005,27.20917185209522,0.8095238095238095,0.7727272727272727,4,90,39,196.79924390561857,0.9659090909090909,5,31,3,1.023198665137832,0.06818181818181818,1,0.19047619047619047,0.125,1,63,11,168.20075609438143,0.045454545454545456,1,5,0,2.719531703909044,0.7613636363636364,4
511,2005,19.81715890673361,0.23809523809523808,0.11363636363636363,1,47,15,176.68687263720506,0.10227272727272728,1,8,0,2.5791165395043296,0.3522727272727273,2,0.7619047619047619,0.8863636363636364,5,66,26,188.31312736279494,0.9090909090909091,5,23,6,3.326829127647262,0.8977272727272727,5
601,2005,12.389119363276055,0.6190476190476191,0.38636363636363635,2,54,16,188.54438795463435,0.7045454545454546,4,8,0,3.835410098353121,0.4659090909090909,3,0.38095238095238093,0.4090909090909091,3,37,13,176.45561204536565,0.3068181818181818,2,10,1,2.0095579026750783,0.4431818181818182,3
602,2005,12.201646525192327,0.5714285714285714,0.29545454545454547,2,42,12,184.68622083170382,0.36363636363636365,2,7,3,7.318137458591696,0.7386363636363636,4,0.4285714285714286,0.6363636363636364,4,45,15,180.31377916829618,0.6477272727272727,4,9,1,1.9213850579701526,0.375,2
603,2005,11.045207127186785,0.7619047619047619,0.7159090909090909,4,53,13,191.05475166210402,0.7727272727272727,4,4,0,7.923337041876773,0.8181818181818182,5,0.23809523809523814,0.25,2,40,17,173.94524833789598,0.23863636363636365,2,8,3,3.1158630677552632,0.8522727272727273,5
604,2005,12.278509642158163,0.5238095238095238,0.2159090909090909,2,39,9,186.17650892973538,0.5568181818181818,3,5,3,7.3975470367820995,0.7727272727272727,4,0.47619047619047616,0.7272727272727273,4,38,8,178.82349107026462,0.45454545454545453,3,6,3,3.461680820947199,0.9431818181818182,5
701,2005,28.179929664690206,0.8571428571428571,0.8977272727272727,5,65,26,198.03676183026985,1,5,10,1,0.42904778363084073,0.03409090909090909,1,0.1428571428571429,0.07954545454545454,1,29,4,166.96323816973015,0.011363636363636364,1,4,0,2.4032182381812714,0.6363636363636364,4
702,2005,25.619428066529775,0.8571428571428571,0.8977272727272727,5,60,16,197.48350932081865,0.9772727272727273,5,12,0,0.42594757719662296,0.022727272727272728,1,0.1428571428571429,0.07954545454545454,1,45,7,167.51649067918135,0.03409090909090909,1,4,0,2.60780467467265,0.7272727272727273,4
801,2005,13.833820978140439,0.6190476190476191,0.38636363636363635,2,45,13,184.77056446356409,0.375,2,5,0,3.894581118590154,0.5,3,0.38095238095238093,0.4090909090909091,3,41,9,180.22943553643591,0.6363636363636364,4,5,0,1.0238225579088842,0.022727272727272728,1
101,2006,13.993032886888587,0.5238095238095238,0.875,5,64,24,180.46004432277408,0.8068181818181818,5,21,2,3.716338848112366,0.5,3,0.47619047619047616,0.056818181818181816,1,59,21,184.53995567722592,0.20454545454545456,2,14,3,2.002705966694085,0.7045454545454546,4
102,2006,17.970833836665985,0.3333333333333333,0.36363636363636365,2,60,17,180.324208056316,0.7954545454545454,4,9,1,3.15827415590871,0.38636363636363635,2,0.6666666666666667,0.4659090909090909,3,56,17,184.675791943684,0.2159090909090909,2,14,0,0.8485352171934247,0.2727272727272727,2
103,2006,15.318557152158835,0.7142857142857143,0.9886363636363636,5,71,26,185.50228131925434,0.9886363636363636,5,20,2,6.265981200710832,0.7045454545454546,4,0.2857142857142857,0.022727272727272728,1,60,22,179.49771868074566,0.022727272727272728,1,14,0,1.3408701139454149,0.4318181818181818,3
104,2006,18.227985112050753,0.19047619047619047,0.2159090909090909,2,49,14,173.61022031025942,0.26136363636363635,2,12,0,1.159860212100039,0.23863636363636365,2,0.8095238095238095,0.7727272727272727,4,63,19,191.38977968974058,0.75,4,11,0,1.439451854301445,0.5,3
105,2006,18.801458553264812,0.6190476190476191,0.9659090909090909,5,77,26,185.05748924520924,0.9772727272727273,5,26,3,5.768381414312111,0.6931818181818182,4,0.38095238095238093,0.03409090909090909,1,63,20,179.94251075479076,0.03409090909090909,1,16,0,1.9166477894093112,0.6818181818181818,4
106,2006,18.026757336096043,0.5238095238095238,0.875,5,66,20,182.3720505801069,0.9090909090909091,5,13,2,4.3527875306566655,0.6022727272727273,4,0.47619047619047616,0.056818181818181816,1,61,20,182.6279494198931,0.10227272727272728,1,14,0,1.5664630966071142,0.5340909090909091,3
107,2006,16.961296471206634,0.2857142857142857,0.2840909090909091,2,51,17,174.37361491330986,0.2727272727272727,2,9,2,3.454208230525835,0.45454545454545453,3,0.7142857142857143,0.6590909090909091,4,68,25,190.62638508669014,0.7386363636363636,4,17,3,1.1700874214948294,0.3522727272727273,2
108,2006,18.01609679846897,0.23809523809523808,0.25,2,60,20,175.23008734193718,0.3181818181818182,2,13,0,1.5280195561924577,0.2727272727272727,2,0.7619047619047619,0.7386363636363636,4,64,15,189.76991265806282,0.6931818181818182,4,9,0,0.8079759198793784,0.2159090909090909,2
109,2006,16.433869758202267,0.5238095238095238,0.875,5,65,20,179.8701603441533,0.7272727272727273,4,17,0,9.29553939239543,0.75,4,0.47619047619047616,0.056818181818181816,1,67,15,185.1298396558467,0.2840909090909091,2,15,4,3.473885724138476,0.9659090909090909,5
110,2006,16.817208479948622,0.47619047619047616,0.8068181818181818,5,66,20,182.17781254073785,0.8977272727272727,5,21,3,5.174176200235979,0.6477272727272727,4,0.5238095238095238,0.14772727272727273,1,65,18,182.82218745926215,0.11363636363636363,1,13,0,1.8601642998041705,0.6363636363636364,4
111,2006,18.368952515628788,0.38095238095238093,0.5568181818181818,3,68,20,180.82088384825968,0.875,5,12,1,3.6959539613412487,0.48863636363636365,3,0.6190476190476191,0.2840909090909091,2,64,20,184.17911615174032,0.13636363636363635,1,16,0,1.1699212173891231,0.3409090909090909,2
112,2006,19.739808788165398,0.2857142857142857,0.2840909090909091,2,56,18,175.95150567070786,0.3977272727272727,2,13,0,0.36708358249297773,0.07954545454545454,1,0.7142857142857143,0.6590909090909091,4,55,8,189.04849432929214,0.6136363636363636,4,3,0,0.16940568532396244,0.022727272727272728,1
113,2006,15.94448372247139,0.6190476190476191,0.9659090909090909,5,68,23,182.6391604745144,0.9204545454545454,5,21,0,8.152422053546577,0.7159090909090909,4,0.38095238095238093,0.03409090909090909,1,67,15,182.3608395254856,0.09090909090909091,1,9,4,5.8577622655742605,1,5
114,2006,15.80208073407683,0.3333333333333333,0.36363636363636365,2,49,21,177.17233737452744,0.4659090909090909,3,9,1,4.194698383100108,0.5681818181818182,3,0.6666666666666667,0.4659090909090909,3,62,23,187.82766262547256,0.5454545454545454,3,15,3,1.3809781890583652,0.4772727272727273,3
115,2006,17.650336745498056,0.38095238095238093,0.5568181818181818,3,59,21,180.01512188762874,0.7386363636363636,4,10,1,4.248098353608256,0.5795454545454546,3,0.6190476190476191,0.2840909090909091,2,60,25,184.98487811237126,0.2727272727272727,2,18,0,0.8447404960356654,0.25,2
116,2006,17.940527532378074,0.38095238095238093,0.5568181818181818,3,53,23,179.76991265806282,0.6931818181818182,4,10,0,3.250290352781409,0.4090909090909091,3,0.6190476190476191,0.2840909090909091,2,59,23,185.23008734193718,0.3181818181818182,2,18,0,1.1198523395493916,0.32954545454545453,2
117,2006,18.470910010891334,0.3333333333333333,0.36363636363636365,2,61,15,178.8679442054491,0.5681818181818182,3,10,1,3.737647571695066,0.5113636363636364,3,0.6666666666666667,0.4659090909090909,3,66,17,186.1320557945509,0.4431818181818182,3,19,0,0.3578063392914331,0.056818181818181816,1
118,2006,18.41464800337497,0.38095238095238093,0.5568181818181818,3,62,16,178.54034676052666,0.5454545454545454,3,10,1,3.151586276024278,0.375,2,0.6190476190476191,0.2840909090909091,2,62,17,186.45965323947334,0.4659090909090909,3,14,0,0.4040466480218537,0.07954545454545454,1
119,2006,18.112027112629317,0.3333333333333333,0.36363636363636365,2,60,19,179.26554556120453,0.6363636363636364,4,10,1,2.826004865539139,0.3409090909090909,2,0.6666666666666667,0.4659090909090909,3,63,16,185.73445443879547,0.375,2,15,0,0.42056017709225846,0.10227272727272728,1
120,2006,18.286918910521354,0.3333333333333333,0.36363636363636365,2,61,18,179.51570851257983,0.6590909090909091,4,12,1,2.782815729752739,0.32954545454545453,2,0.6666666666666667,0.4659090909090909,3,64,19,185.48429148742017,0.3522727272727273,2,15,0,0.3806172079885904,0.06818181818181818,1
121,2006,17.96230817515111,0.42857142857142855,0.7386363636363636,4,59,15,179.86898709425108,0.7159090909090909,4,10,1,4.265122006949964,0.5909090909090909,3,0.5714285714285714,0.2159090909090909,2,60,19,185.13101290574892,0.29545454545454547,2,18,0,0.4391863823599643,0.11363636363636363,1
122,2006,18.08324353836443,0.38095238095238093,0.5568181818181818,3,60,15,179.15604223699648,0.6022727272727273,4,9,1,3.4200863350200246,0.4318181818181818,3,0.6190476190476191,0.2840909090909091,2,59,19,185.84395776300352,0.4090909090909091,3,16,0,0.46789547862411074,0.13636363636363635,1
123,2006,17.0025912320459,0.38095238095238093,0.5568181818181818,3,49,20,179.83613609698867,0.7045454545454546,4,10,0,2.0429941470230997,0.29545454545454547,2,0.6190476190476191,0.2840909090909091,2,57,19,185.16386390301133,0.3068181818181818,2,17,0,0.9223694436282589,0.29545454545454547,2
124,2006,16.953327504409046,0.38095238095238093,0.5568181818181818,3,55,20,180.52196584539175,0.8295454545454546,5,10,0,3.5016074052787043,0.4659090909090909,3,0.6190476190476191,0.2840909090909091,2,61,19,184.47803415460825,0.18181818181818182,1,19,0,0.8432563277111335,0.23863636363636365,2
125,2006,18.098255091162,0.38095238095238093,0.5568181818181818,3,57,18,180.1686872637205,0.7727272727272727,4,10,1,3.432402475077445,0.4431818181818182,3,0.6190476190476191,0.2840909090909091,2,59,19,184.8313127362795,0.23863636363636365,2,17,0,0.5895203657154092,0.1590909090909091,1
126,2006,18.11081950151757,0.38095238095238093,0.5568181818181818,3,60,19,180.17090340242473,0.7840909090909091,4,11,1,3.6271282263015157,0.4772727272727273,3,0.6190476190476191,0.2840909090909091,2,61,18,184.82909659757527,0.22727272727272727,2,18,0,0.41540601334625205,0.09090909090909091,1
127,2006,17.787740798465414,0.3333333333333333,0.36363636363636365,2,53,21,179.74175466040933,0.6818181818181818,4,9,0,2.8369551459943065,0.3522727272727273,2,0.6666666666666667,0.4659090909090909,3,56,16,185.25824533959067,0.32954545454545453,2,16,1,1.0832942551694495,0.3181818181818182,2
128,2006,17.859396819516984,0.3333333333333333,0.36363636363636365,2,60,20,179.17755181853735,0.6136363636363636,4,10,1,2.9469754719326366,0.36363636363636365,2,0.6666666666666667,0.4659090909090909,3,59,17,185.82244818146265,0.3977272727272727,2,14,0,0.46070638512323553,0.125,1
201,2006,12.812025015798726,0.38095238095238093,0.5568181818181818,3,47,17,174.9256941728588,0.2840909090909091,2,11,2,11.328652674003182,0.7954545454545454,4,0.6190476190476191,0.2840909090909091,2,65,18,190.0743058271412,0.7272727272727273,4,13,0,0.6176291880985826,0.18181818181818182,1
202,2006,14.155847851775707,0.42857142857142855,0.7386363636363636,4,50,16,175.70903402424716,0.36363636363636365,2,11,0,8.610684528843844,0.7272727272727273,4,0.5714285714285714,0.2159090909090909,2,66,20,189.29096597575284,0.6477272727272727,4,11,3,1.7009602456611552,0.5909090909090909,3
203,2006,14.1593098789465,0.09523809523809523,0.03409090909090909,1,42,19,168.7066875244427,0.10227272727272728,1,8,1,11.691022345110069,0.8068181818181818,5,0.9047619047619048,0.8636363636363636,5,69,19,196.2933124755573,0.9090909090909091,5,14,4,2.6922426819950176,0.8977272727272727,5
204,2006,14.014723598616165,0.5238095238095238,0.875,5,61,18,180.09125277017338,0.7613636363636364,4,14,1,9.316316678366256,0.7613636363636364,4,0.47619047619047616,0.056818181818181816,1,60,13,184.90874722982662,0.25,2,13,3,2.1316489142805026,0.7613636363636364,4
205,2006,13.602291096433543,0.14285714285714285,0.1590909090909091,1,46,17,172.73719202190065,0.23863636363636365,2,10,1,8.639492301550597,0.7386363636363636,4,0.8571428571428572,0.8068181818181818,5,66,17,192.26280797809935,0.7727272727272727,4,11,0,1.2729312864414497,0.4090909090909091,3
206,2006,15.30539452591709,0.14285714285714285,0.1590909090909091,1,42,20,171.86351192804068,0.22727272727272727,2,11,3,14.029623927357196,0.8636363636363636,5,0.8571428571428572,0.8068181818181818,5,61,24,193.13648807195932,0.7840909090909091,4,16,3,2.169430901483244,0.7727272727272727,4
207,2006,14.833339711874636,0.09523809523809523,0.03409090909090909,1,43,18,170.70929474644765,0.1590909090909091,1,9,3,15.969994843848742,0.9318181818181818,5,0.9047619047619048,0.8636363636363636,5,70,26,194.29070525355235,0.8522727272727273,5,18,5,1.9933327732252637,0.6931818181818182,4
208,2006,14.94634187654555,0.14285714285714285,0.1590909090909091,1,41,19,170.7613088254465,0.17045454545454544,1,11,3,12.974779966709201,0.8295454545454546,5,0.8571428571428572,0.8068181818181818,5,69,25,194.2386911745535,0.8409090909090909,5,15,5,2.500865440347515,0.8522727272727273,5
209,2006,14.463064170283266,0.09523809523809523,0.03409090909090909,1,43,17,170.96010950332422,0.19318181818181818,1,9,2,15.158743608337186,0.9204545454545454,5,0.9047619047619048,0.8636363636363636,5,66,24,194.03989049667578,0.8181818181818182,5,19,5,1.6105755598130123,0.5681818181818182,3
210,2006,14.290939816857565,0.09523809523809523,0.03409090909090909,1,43,18,171.40855168817626,0.2159090909090909,2,11,2,12.895335056805855,0.8181818181818182,5,0.9047619047619048,0.8636363636363636,5,69,22,193.59144831182374,0.7954545454545454,4,15,4,1.861234617773952,0.6477272727272727,4
211,2006,14.006283339001973,0.09523809523809523,0.03409090909090909,1,40,17,169.1667318472168,0.13636363636363635,1,8,2,14.311327154656407,0.875,5,0.9047619047619048,0.8636363636363636,5,74,25,195.8332681527832,0.875,5,14,4,2.1119408621757643,0.75,4
212,2006,14.500238530214082,0.09523809523809523,0.03409090909090909,1,43,18,169.1074175466041,0.125,1,9,2,13.898753342653547,0.8522727272727273,5,0.9047619047619048,0.8636363636363636,5,69,21,195.8925824533959,0.8863636363636364,5,16,3,2.286137143526455,0.8181818181818182,5
213,2006,14.733137602039067,0.09523809523809523,0.03409090909090909,1,42,19,170.90939903532785,0.18181818181818182,1,9,3,16.298531063770554,0.9431818181818182,5,0.9047619047619048,0.8636363636363636,5,68,22,194.09060096467215,0.8295454545454546,5,15,5,2.8070026248331064,0.9090909090909091,5
214,2006,14.340053402450996,0.09523809523809523,0.03409090909090909,1,40,19,167.73693129970016,0.06818181818181818,1,7,1,14.5931683807459,0.8863636363636364,5,0.9047619047619048,0.8636363636363636,5,69,21,197.26306870029984,0.9431818181818182,5,14,6,2.9322823158208977,0.9204545454545454,5
215,2006,15.821290636969511,0.3333333333333333,0.36363636363636365,2,53,16,175.94303219919175,0.38636363636363635,2,10,1,11.315053499264966,0.7840909090909091,4,0.6666666666666667,0.4659090909090909,3,69,27,189.05696780080825,0.625,4,20,4,2.0069575407309848,0.7272727272727273,4
216,2006,15.61271984206844,0.47619047619047616,0.8068181818181818,5,49,17,178.53043931690783,0.5340909090909091,3,12,1,9.770328906898715,0.7727272727272727,4,0.5238095238095238,0.14772727272727273,1,64,17,186.46956068309217,0.4772727272727273,3,13,3,2.6498772844037197,0.8863636363636364,5
