SA4_CODE16,Year,AvgTemp,rHist_tHeatAvg,rSpat_rHist_tHeatAvg,cSpat_rHist_tHeatAvg,nAtRisk_tHeat,nHighRisk_tHeat,rHist_tHeat,rSpat_rHist_tHeat,cSpat_rHist_tHeat,nHW_EHF,nSHW_EHF,EHFAvg,rSpat_EHFAvg,cSpat_EHFAvg,rHist_tColdAvg,rSpat_rHist_tColdAvg,cSpat_rHist_tColdAvg,nAtRisk_tCold,nHighRisk_tCold,rHist_tCold,rSpat_rHist_tCold,cSpat_rHist_tCold,nCW_ECF,nSCW_ECF,ECFAvg,rSpat_ECFAvg,cSpat_ECFAvg
121,2000,17.714769505811937,0.23809523809523808,0.4318181818181818,3,47,17,174.34975883196455,0.3977272727272727,2,10,2,5.609907694713433,0.6022727272727273,4,0.7619047619047619,0.4431818181818182,3,65,22,191.65024116803545,0.6136363636363636,4,21,5,2.24448910373365,0.5227272727272727,3
122,2000,17.92304154697446,0.23809523809523808,0.4318181818181818,3,47,17,175.1612566810064,0.5,3,10,2,6.682755925648295,0.6477272727272727,4,0.7619047619047619,0.4431818181818182,3,66,20,190.8387433189936,0.5113636363636364,3,21,5,2.0448739948361476,0.48863636363636365,3
123,2000,16.657605197866065,0.19047619047619047,0.3181818181818182,2,48,15,173.28079780993352,0.3068181818181818,2,10,0,2.1281163111956047,0.25,2,0.8095238095238095,0.5909090909090909,3,72,28,192.71920219006648,0.7045454545454546,4,26,6,2.5857459916061174,0.6136363636363636,4
124,2000,16.497987231723982,0.14285714285714285,0.14772727272727273,1,48,12,172.56576717507497,0.2840909090909091,2,7,0,2.057830853560895,0.23863636363636365,2,0.8571428571428572,0.7045454545454546,4,76,29,193.43423282492503,0.7272727272727273,4,29,8,2.6800183885823534,0.6363636363636364,4
125,2000,17.844247073432392,0.19047619047619047,0.3181818181818182,2,46,17,175.1260591839395,0.48863636363636365,3,13,0,2.998046096930358,0.36363636363636365,2,0.8095238095238095,0.5909090909090909,3,69,30,190.8739408160605,0.5227272727272727,3,22,5,2.3715125141322364,0.5909090909090909,3
126,2000,17.84920723882855,0.19047619047619047,0.3181818181818182,2,46,17,174.5033242080563,0.4318181818181818,3,10,1,5.12618874485688,0.5454545454545454,3,0.8095238095238095,0.5909090909090909,3,66,22,191.4966757919437,0.5795454545454546,3,21,5,2.22469417918964,0.5113636363636364,3
127,2000,17.538320632093217,0.23809523809523808,0.4318181818181818,3,47,17,174.99035327858167,0.4772727272727273,3,11,0,2.721785968016471,0.3409090909090909,2,0.7619047619047619,0.4431818181818182,3,71,27,191.00964672141833,0.5340909090909091,3,21,5,2.4953960253799425,0.6022727272727273,4
128,2000,17.640902767818254,0.23809523809523808,0.4318181818181818,3,44,17,174.3222526398123,0.38636363636363635,2,12,1,4.261591202631835,0.4772727272727273,3,0.7619047619047619,0.4431818181818182,3,70,25,191.6777473601877,0.625,4,20,5,2.9698894195295202,0.6704545454545454,4
201,2000,12.999074306160344,0.5714285714285714,0.8068181818181818,5,55,19,179.83574501368793,0.6590909090909091,4,11,2,11.732463176346805,0.8636363636363636,5,0.4285714285714286,0.13636363636363635,1,57,19,186.16425498631207,0.3522727272727273,2,10,2,1.9916537634018852,0.4659090909090909,3
202,2000,14.127684653235596,0.3333333333333333,0.625,4,54,17,175.89571111980186,0.5795454545454546,3,7,2,10.964841960237642,0.8522727272727273,5,0.6666666666666667,0.375,2,63,23,190.10428888019814,0.4318181818181818,3,12,1,1.1588562013602466,0.23863636363636365,2
203,2000,14.716672482340003,0.47619047619047616,0.6704545454545454,4,52,21,182.7224612175727,0.8636363636363636,5,10,3,15.57031148432855,0.9431818181818182,5,0.5238095238095238,0.3181818181818182,2,59,20,183.2775387824273,0.14772727272727273,1,11,1,1.2564596110715036,0.26136363636363635,2
204,2000,13.780086168814064,0.3333333333333333,0.625,4,50,14,177.4597836005736,0.6136363636363636,4,7,1,10.68345849978373,0.8181818181818182,5,0.6666666666666667,0.375,2,70,23,188.5402163994264,0.3977272727272727,2,14,2,1.9293017097597551,0.4318181818181818,3
205,2000,13.917620217494914,0.5714285714285714,0.8068181818181818,5,53,20,180.92152261765088,0.7727272727272727,4,14,2,9.857101745541955,0.75,4,0.4285714285714286,0.13636363636363635,1,56,18,185.0784773823491,0.23863636363636365,2,12,2,1.580122495670615,0.36363636363636365,2
206,2000,15.813617304591093,0.5714285714285714,0.8068181818181818,5,57,21,184.00312866640596,0.9204545454545454,5,8,3,19.345702075201572,1,5,0.4285714285714286,0.13636363636363635,1,57,17,181.99687133359404,0.09090909090909091,1,11,1,1.1179076759841,0.2159090909090909,2
207,2000,15.323672732246704,0.5238095238095238,0.7045454545454546,4,56,20,182.41324468778515,0.8522727272727273,5,11,2,14.075467905741863,0.8863636363636364,5,0.47619047619047616,0.2159090909090909,2,60,21,183.58675531221485,0.1590909090909091,1,10,1,1.3511312804557383,0.32954545454545453,2
208,2000,15.383201975454739,0.5238095238095238,0.7045454545454546,4,57,19,181.65506452874462,0.8181818181818182,5,10,2,16.298637803401153,0.9772727272727273,5,0.47619047619047616,0.2159090909090909,2,60,23,184.34493547125538,0.19318181818181818,1,9,2,1.5984164931397034,0.38636363636363635,2
209,2000,14.894778832121652,0.5238095238095238,0.7045454545454546,4,55,20,181.29344283665753,0.7840909090909091,4,8,2,16.293941604232117,0.9659090909090909,5,0.47619047619047616,0.2159090909090909,2,58,20,184.70655716334247,0.22727272727272727,2,11,1,1.3064980048633734,0.29545454545454547,2
210,2000,14.679216824366938,0.5238095238095238,0.7045454545454546,4,56,18,180.8644244557424,0.7613636363636364,4,8,2,16.895344986366922,0.9886363636363636,5,0.47619047619047616,0.2159090909090909,2,61,19,185.1355755442576,0.25,2,12,2,1.220381983984083,0.25,2
211,2000,14.609988815866641,0.5714285714285714,0.8068181818181818,5,54,22,183.28927128144963,0.8977272727272727,5,10,2,16.024936957890574,0.9545454545454546,5,0.4285714285714286,0.13636363636363635,1,56,20,182.7107287185504,0.11363636363636363,1,7,2,2.09553571290153,0.5,3
212,2000,15.055973198483787,0.5238095238095238,0.7045454545454546,4,55,19,182.83913440229435,0.875,5,11,3,14.903630413003969,0.9204545454545454,5,0.47619047619047616,0.2159090909090909,2,59,23,183.16086559770565,0.13636363636363635,1,10,3,1.6668314574545782,0.42045454545454547,3
213,2000,15.152445951011954,0.5238095238095238,0.7045454545454546,4,55,19,180.82596793116934,0.75,4,10,3,15.379982401070052,0.9318181818181818,5,0.47619047619047616,0.2159090909090909,2,63,22,185.17403206883066,0.26136363636363635,2,11,0,0.9685320337580002,0.18181818181818182,1
214,2000,14.935786753353444,0.5714285714285714,0.8068181818181818,5,57,22,183.76339460305044,0.9090909090909091,5,9,3,14.844385486971344,0.9090909090909091,5,0.4285714285714286,0.13636363636363635,1,58,19,182.23660539694956,0.10227272727272728,1,8,2,1.5464424181807865,0.3522727272727273,2
215,2000,16.036084259020843,0.5714285714285714,0.8068181818181818,5,55,18,180.05123191239733,0.6704545454545454,4,7,2,14.320536529729159,0.8977272727272727,5,0.4285714285714286,0.13636363636363635,1,67,15,185.94876808760267,0.3409090909090909,2,10,0,0.8556248612984214,0.125,1
216,2000,15.450304631891921,0.2857142857142857,0.5795454545454546,3,51,15,176.34493547125538,0.5909090909090909,3,8,1,10.808884501141057,0.8409090909090909,5,0.7142857142857143,0.3977272727272727,2,67,24,189.65506452874462,0.42045454545454547,3,13,0,1.132157683379568,0.22727272727272727,2
217,2000,13.981806274400176,0.5238095238095238,0.7045454545454546,4,57,23,183.28796767044713,0.8863636363636364,5,14,1,9.068188624857637,0.6931818181818182,4,0.47619047619047616,0.2159090909090909,2,63,19,182.71203232955287,0.125,1,10,2,1.423750911558772,0.3409090909090909,2
301,2000,20.287057354584856,0.047619047619047616,0.011363636363636364,1,18,6,166.69834441402685,0.125,1,2,0,0.52566695325761,0.14772727272727273,1,0.9523809523809523,0.9659090909090909,5,76,30,199.30165558597315,0.8863636363636364,5,25,9,5.7293926853517645,0.8863636363636364,5
302,2000,20.29240880588365,0.14285714285714285,0.14772727272727273,1,19,7,167.15930126450266,0.14772727272727273,1,2,0,2.16359072886263,0.26136363636363635,2,0.8571428571428572,0.7045454545454546,4,76,31,198.8406987354973,0.8636363636363636,5,26,9,4.745581890843269,0.8181818181818182,5
303,2000,20.158640464467855,0.14285714285714285,0.14772727272727273,1,18,7,167.2798852822318,0.1590909090909091,1,2,0,2.21424366342726,0.2840909090909091,2,0.8571428571428572,0.7045454545454546,4,73,29,198.7201147177682,0.8522727272727273,5,24,9,4.7918456724818554,0.8295454545454546,5
304,2000,20.023316106988027,0.14285714285714285,0.14772727272727273,1,19,8,168.70616608004173,0.20454545454545456,2,2,0,3.2480239220822797,0.38636363636363635,2,0.8571428571428572,0.7045454545454546,4,73,28,197.29383391995827,0.8068181818181818,5,24,8,4.591576728696953,0.7727272727272727,4
305,2000,20.377642534607826,0.14285714285714285,0.14772727272727273,1,18,8,167.9925694172859,0.18181818181818182,1,2,0,2.193057347623225,0.2727272727272727,2,0.8571428571428572,0.7045454545454546,4,73,28,198.0074305827141,0.8295454545454546,5,23,9,4.6939468583976725,0.8068181818181818,5
306,2000,23.605249039487035,0.09523809523809523,0.056818181818181816,1,22,4,165.47516621040282,0.10227272727272728,1,2,0,0.9523989536473756,0.17045454545454544,1,0.9047619047619048,0.875,5,81,30,200.52483378959718,0.9090909090909091,5,27,6,5.271579023358746,0.8636363636363636,5
307,2000,18.508995378030836,0.23809523809523808,0.4318181818181818,3,23,5,174.37192021900665,0.4090909090909091,3,0,0,0,0.011363636363636364,1,0.7619047619047619,0.4431818181818182,3,59,22,191.62807978099335,0.6022727272727273,4,18,6,6.680774008219994,0.9545454545454546,5
308,2000,21.78777032538519,0.09523809523809523,0.056818181818181816,1,11,4,161.36592360839526,0.056818181818181816,1,0,0,0,0.011363636363636364,1,0.9047619047619048,0.875,5,73,29,204.63407639160474,0.9545454545454546,5,23,6,6.851782122816815,0.9659090909090909,5
309,2000,20.313150091853355,0.09523809523809523,0.056818181818181816,1,17,5,168.82648937557033,0.2159090909090909,2,0,0,0,0.011363636363636364,1,0.9047619047619048,0.875,5,66,25,197.17351062442967,0.7954545454545454,4,21,6,4.4852723173087785,0.75,4
310,2000,19.78452461852081,0.14285714285714285,0.14772727272727273,1,21,10,171.37309346890888,0.26136363636363635,2,3,0,2.8348106617275213,0.3522727272727273,2,0.8571428571428572,0.7045454545454546,4,69,27,194.62690653109112,0.75,4,23,8,5.185746917644583,0.8522727272727273,5
311,2000,19.987281272768,0.09523809523809523,0.056818181818181816,1,19,8,168.00977708251858,0.19318181818181818,1,2,0,2.0033207042680403,0.22727272727272727,2,0.9047619047619048,0.875,5,68,30,197.99022291748142,0.8181818181818182,5,24,8,5.09776276895369,0.8409090909090909,5
312,2000,22.301955757170433,0.09523809523809523,0.056818181818181816,1,13,5,161.8778516490679,0.06818181818181818,1,0,0,0,0.011363636363636364,1,0.9047619047619048,0.875,5,68,27,204.1221483509321,0.9431818181818182,5,26,5,6.456025629636486,0.9431818181818182,5
313,2000,20.148372707483897,0.047619047619047616,0.011363636363636364,1,17,8,166.82909659757527,0.13636363636363635,1,2,0,3.6232571987279547,0.4318181818181818,3,0.9523809523809523,0.9659090909090909,5,72,33,199.17090340242473,0.875,5,26,8,4.620876105837078,0.7954545454545454,4
314,2000,20.06127736261784,0.14285714285714285,0.14772727272727273,1,19,7,167.71633424586105,0.17045454545454544,1,2,0,3.32315157831553,0.3977272727272727,2,0.8571428571428572,0.7045454545454546,4,74,31,198.28366575413895,0.8409090909090909,5,26,10,4.515282784210633,0.7613636363636364,4
315,2000,24.715390764770447,0.09523809523809523,0.056818181818181816,1,8,0,156.7796897405814,0.022727272727272728,1,0,0,0,0.011363636363636364,1,0.9047619047619048,0.875,5,70,34,209.2203102594186,0.9886363636363636,5,33,6,3.6448735138559503,0.7045454545454546,4
316,2000,20.118414036985126,0.047619047619047616,0.011363636363636364,1,14,6,164.22356928692477,0.09090909090909091,1,2,0,2.59498170515768,0.32954545454545453,2,0.9523809523809523,0.9659090909090909,5,72,31,201.77643071307523,0.9204545454545454,5,26,10,5.977908738684673,0.9204545454545454,5
317,2000,17.647325037054692,0.2857142857142857,0.5795454545454546,3,23,7,173.7914222396037,0.3409090909090909,2,3,0,0.9893075135156459,0.18181818181818182,1,0.7142857142857143,0.3977272727272727,2,60,21,192.2085777603963,0.6704545454545454,4,16,5,6.8779582973997355,0.9772727272727273,5
318,2000,23.532808321713897,0.09523809523809523,0.056818181818181816,1,14,2,156.94889844870292,0.03409090909090909,1,0,0,0,0.011363636363636364,1,0.9047619047619048,0.875,5,76,29,209.05110155129708,0.9772727272727273,5,32,5,6.103204495062129,0.9318181818181818,5
319,2000,20.558185366631772,0.09523809523809523,0.056818181818181816,1,13,7,166.53865206622345,0.11363636363636363,1,1,0,1.17979663072658,0.19318181818181818,1,0.9047619047619048,0.875,5,71,25,199.46134793377655,0.8977272727272727,5,27,6,5.888661736330318,0.8977272727272727,5
401,2000,16.301021593366706,0.6666666666666666,0.8977272727272727,5,59,24,181.93286403337245,0.8295454545454546,5,12,0,9.86332148863578,0.7613636363636364,4,0.33333333333333337,0.045454545454545456,1,55,16,184.06713596662755,0.18181818181818182,1,8,0,0.9027415103993874,0.14772727272727273,1
402,2000,16.983536026369315,0.6666666666666666,0.8977272727272727,5,63,26,182.06400730022162,0.8409090909090909,5,11,1,12.68222953166807,0.875,5,0.33333333333333337,0.045454545454545456,1,55,16,183.93599269977838,0.17045454545454544,1,10,0,1.0080246034393636,0.19318181818181818,1
403,2000,16.491251549606577,0.6666666666666666,0.8977272727272727,5,58,18,180.788945378699,0.7386363636363636,4,8,0,10.457271523619138,0.7727272727272727,4,0.33333333333333337,0.045454545454545456,1,54,21,185.211054621301,0.2727272727272727,2,12,0,0.7074514278444842,0.045454545454545456,1
404,2000,17.310430532897435,0.6666666666666666,0.8977272727272727,5,65,24,181.3575804979794,0.7954545454545454,4,11,1,10.542543704106432,0.7954545454545454,4,0.33333333333333337,0.045454545454545456,1,54,18,184.6424195020206,0.2159090909090909,2,10,0,1.301656427279073,0.2840909090909091,2
405,2000,16.705540054423565,0.8095238095238095,1,5,60,26,186.81293182114456,0.9659090909090909,5,13,0,9.237675453939827,0.7045454545454546,4,0.19047619047619047,0.011363636363636364,1,48,11,179.18706817885544,0.045454545454545456,1,3,0,0.7347062399319203,0.06818181818181818,1
406,2000,18.771951116206218,0.6666666666666666,0.8977272727272727,5,58,24,184.18185373484553,0.9318181818181818,5,11,0,5.534168153405458,0.5909090909090909,3,0.33333333333333337,0.045454545454545456,1,48,13,181.81814626515447,0.07954545454545454,1,7,0,0.9267464658222339,0.17045454545454544,1
407,2000,16.04982941844122,0.7619047619047619,0.9772727272727273,5,63,25,187.6085256159562,0.9886363636363636,5,11,0,7.3153960299143295,0.6590909090909091,4,0.23809523809523814,0.022727272727272728,1,47,10,178.3914743840438,0.022727272727272728,1,4,0,0.7105797724069502,0.056818181818181816,1
501,2000,16.553135412404202,0.47619047619047616,0.6704545454545454,4,47,17,180.49302568113674,0.7045454545454546,4,8,1,6.6064297328711845,0.6363636363636364,4,0.5238095238095238,0.3181818181818182,2,58,15,185.50697431886326,0.3068181818181818,2,10,1,0.9135163257756589,0.1590909090909091,1
502,2000,18.469688906189017,0.42857142857142855,0.6477272727272727,4,50,19,179.323686611915,0.6477272727272727,4,11,2,9.561451611564117,0.7272727272727273,4,0.5714285714285714,0.3522727272727273,2,65,16,186.676313388085,0.36363636363636365,2,15,0,0.8178682022044779,0.10227272727272728,1
503,2000,18.883604964132335,0.5238095238095238,0.7045454545454546,4,46,21,180.6667970277669,0.7272727272727273,4,10,3,10.795750579448509,0.8295454545454546,5,0.47619047619047616,0.2159090909090909,2,49,11,185.3332029722331,0.2840909090909091,2,9,0,0.7062691247144546,0.03409090909090909,1
504,2000,18.40757540621869,0.42857142857142855,0.6477272727272727,4,46,19,180.51179767957242,0.7159090909090909,4,10,1,9.064471136431381,0.6818181818181818,4,0.5714285714285714,0.3522727272727273,2,44,11,185.48820232042758,0.29545454545454547,2,7,0,0.7584765517946811,0.07954545454545454,1
505,2000,18.86390946937465,0.5714285714285714,0.8068181818181818,5,49,20,181.52300873419372,0.8068181818181818,5,10,2,10.467166875381091,0.7840909090909091,4,0.4285714285714286,0.13636363636363635,1,46,10,184.47699126580628,0.20454545454545456,2,9,0,0.867860475374954,0.13636363636363635,1
506,2000,18.50445945150368,0.47619047619047616,0.6704545454545454,4,47,19,180.40138182766262,0.6931818181818182,4,10,1,9.483835696676344,0.7159090909090909,4,0.5238095238095238,0.3181818181818182,2,52,13,185.59861817233738,0.3181818181818182,2,7,0,0.8238806705693561,0.11363636363636363,1
507,2000,18.74395632190889,0.5238095238095238,0.7045454545454546,4,48,20,180.14144179376873,0.6818181818181818,4,10,2,10.560052303542358,0.8068181818181818,5,0.47619047619047616,0.2159090909090909,2,56,15,185.85855820623127,0.32954545454545453,2,11,0,0.7846911460339744,0.09090909090909091,1
509,2000,16.73682531477043,0.23809523809523808,0.4318181818181818,3,48,10,178.86911745535133,0.6363636363636364,4,6,1,4.306871790133382,0.48863636363636365,3,0.7619047619047619,0.4431818181818182,3,61,15,187.13088254464867,0.375,2,8,0,0.597190521070989,0.022727272727272728,1
510,2000,25.54079339588282,0.047619047619047616,0.011363636363636364,1,15,4,150.60474514404902,0.011363636363636364,1,1,0,0.674714630345058,0.1590909090909091,1,0.9523809523809523,0.9659090909090909,5,83,32,215.39525485595098,1,5,27,4,3.6945021720616094,0.7159090909090909,4
511,2000,19.549223507392366,0.14285714285714285,0.14772727272727273,1,43,9,171.2187459262156,0.25,2,3,0,3.7041199210609865,0.4431818181818182,3,0.8571428571428572,0.7045454545454546,4,61,22,194.7812540737844,0.7613636363636364,4,13,0,1.313865775610253,0.3181818181818182,2
601,2000,12.459592730568643,0.7619047619047619,0.9772727272727273,5,57,18,188.4707339329944,1,5,11,0,3.1624175943985384,0.375,2,0.23809523809523814,0.022727272727272728,1,46,10,177.5292660670056,0.011363636363636364,1,0,0,0,0.011363636363636364,1
602,2000,12.279959194255108,0.6666666666666666,0.8977272727272727,5,50,22,184.85881892843176,0.9431818181818182,5,10,2,5.253800462515456,0.5568181818181818,3,0.33333333333333337,0.045454545454545456,1,51,13,181.14118107156824,0.06818181818181818,1,10,2,1.3087173566874812,0.3068181818181818,2
603,2000,11.000879363624044,0.6190476190476191,0.8863636363636364,5,61,19,186.89949159170902,0.9772727272727273,5,11,2,5.051587712249835,0.5340909090909091,3,0.38095238095238093,0.125,1,49,13,179.10050840829098,0.03409090909090909,1,6,1,1.0588857353012606,0.20454545454545456,2
604,2000,12.394925710388668,0.6666666666666666,0.8977272727272727,5,62,23,186.4906791813323,0.9545454545454546,5,12,2,4.32006875209826,0.5,3,0.33333333333333337,0.045454545454545456,1,58,14,179.5093208186677,0.056818181818181816,1,8,2,1.6238284039189845,0.4090909090909091,3
701,2000,27.387884472947903,0.19047619047619047,0.3181818181818182,2,33,11,157.87550514926346,0.045454545454545456,1,10,0,0.33094131920278563,0.13636363636363635,1,0.8095238095238095,0.5909090909090909,3,59,21,208.12449485073654,0.9659090909090909,5,17,9,6.913645244056582,0.9886363636363636,5
702,2000,24.201425233913792,0.14285714285714285,0.14772727272727273,1,20,7,162.3411549993482,0.07954545454545454,1,0,0,0,0.011363636363636364,1,0.8571428571428572,0.7045454545454546,4,59,24,203.6588450006518,0.9318181818181818,5,23,10,7.119931856664996,1,5
801,2000,13.22003023205879,0.14285714285714285,0.14772727272727273,1,43,12,174.11080693521055,0.375,2,2,0,2.26258449290907,0.3068181818181818,2,0.8571428571428572,0.7045454545454546,4,69,27,191.88919306478948,0.6363636363636364,4,23,4,2.850961721602902,0.6590909090909091,4
101,2001,13.846328908671973,0.2857142857142857,0.2840909090909091,2,52,19,178.43918654673445,0.6931818181818182,4,10,3,8.56933350159689,0.7386363636363636,4,0.7142857142857143,0.5568181818181818,3,46,12,186.56081345326555,0.3181818181818182,2,6,0,0.7323043153085749,0.056818181818181816,1
102,2001,18.110601555539052,0.47619047619047616,0.9090909090909091,5,55,18,182.8108460435406,0.9545454545454546,5,12,0,2.980377643333104,0.13636363636363635,1,0.5238095238095238,0.07954545454545454,1,38,8,182.1891539564594,0.056818181818181816,1,2,1,2.7687052748375702,0.6818181818181818,4
103,2001,14.802809069924413,0.2857142857142857,0.2840909090909091,2,53,18,177.0797809933516,0.5340909090909091,3,15,4,12.196776064806906,0.9204545454545454,5,0.7142857142857143,0.5568181818181818,3,52,12,187.9202190066484,0.4772727272727273,3,5,0,1.1758551162673225,0.20454545454545456,2
104,2001,18.42973499294514,0.38095238095238093,0.6022727272727273,4,50,20,177.44766001825056,0.6136363636363636,4,17,2,3.352194599337846,0.19318181818181818,1,0.6190476190476191,0.22727272727272727,2,49,10,187.55233998174944,0.3977272727272727,2,7,1,2.46320902868727,0.5681818181818182,3
105,2001,18.108675907512694,0.2857142857142857,0.2840909090909091,2,51,16,174.74045104940686,0.25,2,13,4,9.009899019854899,0.7613636363636364,4,0.7142857142857143,0.5568181818181818,3,62,19,190.25954895059314,0.7613636363636364,4,10,0,1.2130247196746866,0.22727272727272727,2
