LGA_CODE16,Year,AvgFCTemp,rHist_AvgFCTemp,nAtRisk_FCHeat,nHighRisk_FCHeat
36580,2004,19.451510201773207,0.4583333333333333,62,19
36630,2004,19.1170182119765,0.375,57,15
36660,2004,16.782722635285957,0.4166666666666667,53,14
36720,2004,20.21596987911914,0.5,63,27
36820,2004,21.115737646003907,0.20833333333333334,41,9
36910,2004,18.704467898316167,0.4166666666666667,52,15
36950,2004,27.086349842978326,0.125,28,7
36960,2004,27.39533680514562,0.125,30,8
37010,2004,23.818522883568978,0.375,68,17
37300,2004,27.10671712661704,0.16666666666666666,44,10
37310,2004,20.106782717581936,0.375,49,14
37340,2004,23.81898195626308,0.7083333333333334,67,22
37400,2004,24.87675360122016,0.4166666666666667,35,7
37550,2004,22.94352608805148,0.6666666666666666,74,21
37570,2004,24.9085097990401,0.25,46,10
37600,2004,24.10348426057995,0.375,56,16
40070,2004,16.86967395498454,0.20833333333333334,46,11
40120,2004,14.290616387715113,0.08333333333333333,44,11
40220,2004,15.561015971697104,0.25,45,11
40250,2004,20.60620068005527,0.375,44,20
40310,2004,14.73799226445254,0.125,43,13
40430,2004,16.990347378586986,0.4166666666666667,45,21
40520,2004,16.71949347586988,0.041666666666666664,40,15
40700,2004,15.888984241772231,0.16666666666666666,47,11
40910,2004,16.21285072376169,0.20833333333333334,46,11
41010,2004,17.52998394791873,0.25,44,16
41060,2004,16.80816575705681,0.125,44,11
41140,2004,15.151510363271665,0.25,41,16
41190,2004,17.03743258020918,0.5,50,18
41330,2004,21.0580997496355,0.4583333333333333,44,19
41560,2004,17.07292609270969,0.5,45,19
41750,2004,17.039145540262844,0.25,45,17
41830,2004,17.947578575848897,0.4166666666666667,39,20
41960,2004,17.299916526984656,0.5,47,16
42030,2004,16.501743109947682,0.20833333333333334,44,12
42110,2004,15.494032560242095,0.2916666666666667,38,17
42250,2004,13.844706832792598,0.08333333333333333,34,9
42600,2004,16.58220287131483,0.08333333333333333,44,10
42750,2004,15.071567056608997,0.16666666666666666,41,11
43080,2004,16.120155664944594,0.125,44,14
43220,2004,17.494186977871138,0.4166666666666667,45,22
43360,2004,14.777083931450072,0.16666666666666666,44,11
43650,2004,15.731052514186006,0.16666666666666666,44,15
43710,2004,16.18022797993625,0.20833333333333334,43,13
43790,2004,16.4958578605266,0.08333333333333333,39,15
43920,2004,16.762777729764025,0.16666666666666666,43,12
44000,2004,19.43532658006,0.375,47,19
44060,2004,16.391472024995785,0.125,44,11
44210,2004,16.386034896688884,0.3333333333333333,43,12
44340,2004,15.62185290439534,0.16666666666666666,48,12
44550,2004,14.661548888097053,0.125,47,11
44620,2004,13.786508953697538,0.08333333333333333,33,10
44830,2004,16.907433166102482,0.4166666666666667,42,21
45040,2004,16.122535061539043,0.3333333333333333,42,12
45090,2004,14.303206361788574,0.08333333333333333,40,9
45120,2004,15.61975726141733,0.3333333333333333,39,18
45290,2004,16.775918295474668,0.20833333333333334,45,12
45340,2004,15.62765769945469,0.125,46,10
45400,2004,16.290355573074976,0.375,40,21
45540,2004,15.633497102076358,0.2916666666666667,40,21
45680,2004,16.353115741346716,0.16666666666666666,44,10
45890,2004,16.878438284162627,0.16666666666666666,46,11
46090,2004,18.53005814034483,0.4166666666666667,43,19
46300,2004,16.040445872994734,0.25,41,11
46450,2004,17.563049013904546,0.5,44,20
46510,2004,16.92663235319118,0.20833333333333334,46,11
46670,2004,16.992953476806495,0.16666666666666666,39,16
46860,2004,14.362756065820747,0.16666666666666666,38,10
46970,2004,20.201773085130164,0.3333333333333333,37,18
47140,2004,16.892023328549236,0.16666666666666666,46,11
47290,2004,15.776914106193388,0.08333333333333333,43,14
47490,2004,17.93686216011075,0.3333333333333333,43,18
47630,2004,14.988220899808608,0.08333333333333333,43,11
47700,2004,15.832458821965057,0.16666666666666666,45,11
47800,2004,15.64383983709774,0.20833333333333334,44,10
47910,2004,16.4474507961117,0.4166666666666667,44,13
47980,2004,16.69741999516723,0.20833333333333334,46,11
48050,2004,14.794145106617883,0.16666666666666666,48,12
48130,2004,16.435073979646795,0.20833333333333334,43,16
48260,2004,16.896387637312962,0.20833333333333334,46,11
48340,2004,13.952026855170004,0.08333333333333333,37,10
48410,2004,16.732365272084234,0.125,45,11
48540,2004,17.834463853938672,0.375,44,19
48640,2004,17.66424531379685,0.3333333333333333,41,21
48750,2004,14.617285629764943,0.16666666666666666,46,10
48830,2004,16.573296000397285,0.2916666666666667,45,10
49399,2004,20.635507465711726,0.4583333333333333,39,19
50080,2004,15.80405857947356,0.25,44,15
50210,2004,17.25226168029134,0.2916666666666667,56,19
50250,2004,25.672894426382328,0.3333333333333333,48,20
50280,2004,16.20077658953564,0.2916666666666667,49,18
50350,2004,18.701502760739935,0.25,49,19
50420,2004,18.65331233492316,0.25,50,19
50490,2004,18.73134391180806,0.2916666666666667,50,19
50560,2004,17.151806927036727,0.3333333333333333,58,20
50630,2004,15.920698017065165,0.25,54,19
50770,2004,15.40677443614912,0.3333333333333333,59,20
50840,2004,15.247698133195572,0.3333333333333333,60,19
50910,2004,17.042632035208786,0.375,56,21
50980,2004,26.742633877556205,0.20833333333333334,43,9
51080,2004,15.655544557532338,0.2916666666666667,48,19
51120,2004,17.659525735189902,0.25,53,18
51190,2004,16.979270814414168,0.2916666666666667,52,20
51260,2004,16.520625155724474,0.3333333333333333,53,19
51310,2004,18.74238592907381,0.25,47,16
51330,2004,18.70350492489144,0.2916666666666667,51,19
51400,2004,16.73181203439263,0.375,56,21
51470,2004,19.844790199089584,0.20833333333333334,51,17
51540,2004,23.66698579514615,0.08333333333333333,40,5
51610,2004,19.997441478277178,0.16666666666666666,42,9
51680,2004,18.059955928222763,0.25,50,17
51750,2004,18.73298596554117,0.25,47,16
51820,2004,18.576564414090814,0.25,47,17
51890,2004,15.581083033426006,0.25,57,22
51960,2004,18.07039261915432,0.16666666666666666,53,16
52030,2004,19.410956544302866,0.20833333333333334,53,19
52100,2004,17.19368735971592,0.2916666666666667,55,17
52170,2004,18.74754096673487,0.25,47,16
52240,2004,15.413117300210116,0.3333333333333333,54,19
52310,2004,16.48758925237984,0.375,54,19
52380,2004,21.9272859645346,0.16666666666666666,57,13
52450,2004,17.984478038252227,0.2916666666666667,58,21
52520,2004,19.37172697374568,0.25,57,19
52590,2004,18.88662041471306,0.2916666666666667,50,19
52660,2004,16.294458955765556,0.3333333333333333,59,20
52730,2004,15.590446002496412,0.3333333333333333,50,16
52800,2004,27.10821610917161,0.2916666666666667,47,17
52870,2004,15.656474045594868,0.3333333333333333,56,18
52940,2004,18.401397330696643,0.25,54,17
53010,2004,16.412834347495465,0.25,51,18
53080,2004,17.54033826129471,0.25,48,17
53150,2004,18.714805626152668,0.25,45,17
53220,2004,26.107425224585633,0.20833333333333334,41,14
53290,2004,16.75848754723379,0.2916666666666667,44,18
53360,2004,24.80535230089409,0.25,39,13
53430,2004,18.682114006391654,0.25,44,17
53570,2004,18.56513459402357,0.25,47,17
53640,2004,15.802627116278883,0.20833333333333334,48,16
53710,2004,18.40437240825326,0.25,54,14
53780,2004,18.50366619066465,0.3333333333333333,55,19
53800,2004,20.278046242200624,0.20833333333333334,46,10
53920,2004,26.766008849352456,0.3333333333333333,55,16
53990,2004,16.644286558535875,0.2916666666666667,57,20
54060,2004,20.080600656446883,0.20833333333333334,45,17
54130,2004,16.100061984717488,0.2916666666666667,44,16
54170,2004,18.661696726181486,0.25,46,16
54200,2004,17.481202398411575,0.25,56,19
54280,2004,18.77511091432612,0.2916666666666667,57,17
54310,2004,27.225326001318447,0.5416666666666666,66,19
54340,2004,15.997548751492328,0.20833333333333334,49,19
54410,2004,17.91003685815088,0.2916666666666667,51,17
54480,2004,16.009068169259564,0.2916666666666667,49,15
54550,2004,15.481103329537602,0.3333333333333333,55,19
54620,2004,17.099713758356838,0.2916666666666667,54,16
54690,2004,18.955258059534234,0.25,55,21
54760,2004,16.866095504698055,0.2916666666666667,50,16
54830,2004,18.601636547045647,0.2916666666666667,47,17
54900,2004,16.4526818604743,0.2916666666666667,54,16
54970,2004,20.95532698338965,0.3333333333333333,55,17
55040,2004,20.898552036452344,0.20833333333333334,50,24
55110,2004,18.299941958625478,0.2916666666666667,46,14
55180,2004,15.43463359325311,0.2916666666666667,48,17
55250,2004,23.025041922194077,0.125,50,14
55320,2004,18.606103765182826,0.25,48,17
55390,2004,19.794804445951375,0.20833333333333334,53,19
55460,2004,18.080297384310597,0.25,52,18
55530,2004,20.08954367220729,0.16666666666666666,49,16
55600,2004,18.884540547601528,0.20833333333333334,53,18
55670,2004,20.29629240319379,0.25,55,18
55740,2004,18.74467587829289,0.25,47,16
55810,2004,21.235808124307745,0.25,54,15
55880,2004,19.352240295439483,0.2916666666666667,56,22
55950,2004,18.768707201831425,0.25,55,19
56090,2004,17.36295043853179,0.25,54,18
56160,2004,22.300927851206634,0.16666666666666666,47,10
56230,2004,17.18957314253506,0.2916666666666667,55,16
56300,2004,15.80669753959841,0.2916666666666667,51,16
56370,2004,17.5418031603668,0.25,51,17
56460,2004,16.328623937717726,0.3333333333333333,53,20
56580,2004,18.73896339389146,0.25,47,16
56620,2004,23.476643958215522,0.375,54,13
56730,2004,17.589604169374617,0.25,55,19
56790,2004,20.4020440158297,0.16666666666666666,38,8
56860,2004,18.61640865932846,0.25,52,18
56930,2004,18.747540959243576,0.25,47,16
57000,2004,20.1457830073078,0.25,56,18
57080,2004,18.665559032087135,0.25,51,17
57140,2004,16.866696380923607,0.375,55,21
57210,2004,15.403790857296835,0.2916666666666667,54,17
57280,2004,27.196790290660566,0.4583333333333333,57,14
57350,2004,17.587630916112037,0.3333333333333333,56,20
57420,2004,16.61520270091264,0.3333333333333333,49,17
57490,2004,18.59578521069283,0.2916666666666667,42,17
57630,2004,20.76149011828399,0.25,53,20
57700,2004,17.49782355439143,0.3333333333333333,54,18
57770,2004,21.86893697905412,0.16666666666666666,39,5
57840,2004,18.711946992112004,0.25,51,20
57910,2004,18.656151170613352,0.25,48,17
57980,2004,18.722330073515593,0.25,47,16
58050,2004,18.11898207135215,0.25,49,18
58190,2004,17.96517030720198,0.3333333333333333,56,20
58260,2004,19.855014145537165,0.20833333333333334,52,18
58330,2004,17.698513495807084,0.20833333333333334,56,16
58400,2004,18.430864854346815,0.2916666666666667,53,18
58470,2004,24.09977553060148,0.125,42,14
58510,2004,18.72674150317095,0.25,52,19
58540,2004,18.331160520142355,0.20833333333333334,54,18
58570,2004,18.632845556638298,0.25,51,17
58610,2004,16.26913551667889,0.2916666666666667,52,19
58680,2004,16.18295843076074,0.25,55,19
58760,2004,18.52738906939826,0.25,48,18
58820,2004,16.984142237836558,0.2916666666666667,55,17
58890,2004,15.722862200386567,0.25,56,22
59030,2004,18.520824434546146,0.25,50,18
59100,2004,16.683587168541855,0.25,54,17
59170,2004,15.817370682608736,0.25,53,21
59250,2004,22.94549207055505,0.25,48,14
59310,2004,18.71268770884459,0.20833333333333334,55,17
59320,2004,16.045460991999096,0.20833333333333334,49,19
59330,2004,18.35756420167012,0.25,54,18
59340,2004,26.75029210901002,0.3333333333333333,57,20
59350,2004,20.9404695564932,0.25,54,16
59360,2004,18.264445557722155,0.25,52,19
59370,2004,17.266307620567034,0.2916666666666667,56,20
60210,2004,10.925530342848297,0.041666666666666664,30,3
60410,2004,11.575228661502322,0.041666666666666664,30,7
60610,2004,10.38709642953886,0.08333333333333333,31,3
60810,2004,10.638934673227455,0.08333333333333333,28,3
61010,2004,7.707340227898029,0.08333333333333333,38,4
61210,2004,11.797868509211998,0.08333333333333333,32,5
61410,2004,12.130586403732506,0.041666666666666664,33,7
61510,2004,9.091142419820127,0.08333333333333333,30,8
61610,2004,12.13131485132328,0.08333333333333333,29,2
61810,2004,12.00716057499678,0.08333333333333333,22,3
62010,2004,13.658358552498255,0.08333333333333333,27,6
62210,2004,12.348380668546827,0.08333333333333333,24,1
62410,2004,11.430814429812264,0.041666666666666664,31,5
62610,2004,9.8867653514646,0.041666666666666664,35,7
62810,2004,10.526854293342033,0.041666666666666664,31,7
63010,2004,9.85498857264448,0.08333333333333333,30,6
63210,2004,9.58889984528794,0.08333333333333333,32,2
63410,2004,12.958065630471129,0.08333333333333333,20,8
63610,2004,11.172811814059656,0.08333333333333333,28,6
63810,2004,11.933437860199344,0.08333333333333333,28,2
64010,2004,10.268582336197465,0.08333333333333333,27,1
64210,2004,8.914951308859424,0.08333333333333333,33,3
64610,2004,10.104903492598183,0.08333333333333333,34,1
64810,2004,11.684105147022374,0.041666666666666664,32,7
65010,2004,10.11785425970209,0.041666666666666664,35,5
65210,2004,11.695867891927243,0.041666666666666664,31,6
65410,2004,9.820342150827255,0.08333333333333333,33,6
65610,2004,9.851748558728262,0.08333333333333333,33,7
65810,2004,11.782874029318048,0.08333333333333333,30,2
70200,2004,21.663839315354355,0.5416666666666666,60,19
70420,2004,25.628499449276557,0.375,36,13
70540,2004,27.417665032089758,0.20833333333333334,36,13
70620,2004,24.484496137239258,0.5,42,9
70700,2004,27.187202821663842,0.25,42,15
71000,2004,27.556350442229746,0.20833333333333334,37,13
71300,2004,26.712390102323965,0.25,36,10
72200,2004,26.76712732432321,0.25,54,15
72300,2004,27.41676552960132,0.16666666666666666,38,15
72330,2004,22.93161591174989,0.5,52,18
72800,2004,27.49780678749087,0.20833333333333334,36,13
73600,2004,26.527448740813274,0.25,44,19
74050,2004,27.380803177265545,0.20833333333333334,36,15
74550,2004,26.624156231437244,0.2916666666666667,44,19
74560,2004,27.51174863570377,0.20833333333333334,40,13
74660,2004,27.358003824786433,0.20833333333333334,46,19
74680,2004,26.96593648358123,0.2916666666666667,40,16
79399,2004,27.31984832508319,0.25,46,20
89399,2004,11.959828838064785,0.4166666666666667,50,17
10050,2005,15.367222963702199,0.16666666666666666,30,3
10130,2005,14.15694570037193,0.5833333333333334,50,16
10250,2005,20.143687040511896,0.7083333333333334,58,19
10300,2005,17.98884829742044,0.4583333333333333,42,9
10470,2005,13.519754113499339,0.4166666666666667,46,11
10550,2005,14.250822515239665,0.4583333333333333,42,10
10600,2005,16.937524961772045,0.6666666666666666,52,20
10650,2005,16.06574048791847,0.20833333333333334,31,8
10750,2005,18.15497382562864,0.5833333333333334,46,13
10800,2005,17.388723838114995,0.5,46,12
10850,2005,13.39189544277241,0.5416666666666666,46,10
10900,2005,15.233892759042865,0.5833333333333334,53,17
10950,2005,19.744947402097605,0.7916666666666666,57,16
11100,2005,18.822058524824186,0.5416666666666666,48,13
11150,2005,21.47984173669392,0.75,50,19
11200,2005,21.35359898834198,0.75,54,22
11250,2005,18.94389257447362,0.5416666666666666,46,10
11300,2005,18.457903349562887,0.5833333333333334,49,14
11350,2005,20.187258323251406,0.875,57,25
11400,2005,15.50388219964449,0.5416666666666666,44,12
11450,2005,17.3781914789587,0.4583333333333333,46,10
11500,2005,17.232915449560927,0.5416666666666666,45,9
11520,2005,18.591823322805656,0.5833333333333334,50,16
11570,2005,18.26870422102002,0.5416666666666666,46,14
11600,2005,18.154794113131327,0.5416666666666666,48,11
11650,2005,17.716301550848858,0.5,48,16
11700,2005,19.958293376271055,0.5833333333333334,49,12
11720,2005,17.493973541545554,0.5416666666666666,54,20
11730,2005,18.584344714155357,0.7916666666666666,59,21
11750,2005,19.545932619365537,0.5833333333333334,53,13
11800,2005,18.52743043491287,0.7083333333333334,53,20
12000,2005,16.45167872277026,0.375,40,8
12150,2005,19.717229430612246,0.7083333333333334,50,19
12350,2005,15.731892577553662,0.625,41,11
12380,2005,18.355754661886678,0.5833333333333334,45,14
12700,2005,17.532256449697783,0.625,53,18
12730,2005,16.672684428468358,0.25,37,10
12750,2005,14.880181623853703,0.4166666666666667,43,10
12850,2005,18.063397693292135,0.5416666666666666,44,13
12870,2005,16.251966602618385,0.2916666666666667,31,8
12900,2005,17.435929517918723,0.5833333333333334,47,13
12930,2005,18.337638034232693,0.5416666666666666,48,11
12950,2005,18.140755035075028,0.5416666666666666,51,19
13010,2005,14.758692416995263,0.7916666666666666,55,20
13310,2005,13.511504536091476,0.5,52,9
13340,2005,14.967854096229225,0.20833333333333334,32,3
13450,2005,17.64390851181665,0.5833333333333334,46,11
13510,2005,15.108285077773552,0.375,41,12
13550,2005,18.44866558848818,0.5833333333333334,46,13
13660,2005,18.422818911136844,0.5833333333333334,47,13
13800,2005,17.10016293120508,0.5416666666666666,52,18
13850,2005,17.59593757771161,0.4166666666666667,39,9
13910,2005,15.075027893731152,0.5416666666666666,45,11
14000,2005,17.704429667779866,0.5416666666666666,45,17
14100,2005,18.55374651085842,0.5416666666666666,49,13
14170,2005,18.59560423125961,0.5416666666666666,49,12
14200,2005,17.789367988685235,0.625,46,17
14300,2005,15.511469676340491,0.3333333333333333,42,7
14350,2005,18.056239769965018,0.6666666666666666,49,15
14400,2005,16.413568347120954,0.4583333333333333,45,9
14500,2005,18.02127997058713,0.5833333333333334,46,15
14550,2005,19.314656867393094,0.8333333333333334,66,27
14600,2005,18.26218556730869,0.625,51,14
14650,2005,18.24790502378387,0.6666666666666666,50,20
14700,2005,18.470039357551173,0.5416666666666666,49,14
14750,2005,17.561953499096724,0.5,43,10
14850,2005,19.987833767067915,0.8333333333333334,64,25
14870,2005,14.232317996004683,0.5833333333333334,50,16
14900,2005,17.73199636467721,0.5,42,11
14920,2005,17.140079799841715,0.6666666666666666,45,12
14950,2005,16.132050542798773,0.2916666666666667,34,8
15050,2005,18.316013641553397,0.4583333333333333,51,20
15240,2005,17.60920883368141,0.6666666666666666,53,17
15270,2005,15.381545783717145,0.4583333333333333,50,16
15300,2005,20.439337112851558,0.5416666666666666,48,11
15350,2005,18.598654430206526,0.5,37,10
15520,2005,16.500589621618193,0.16666666666666666,35,7
15560,2005,16.973274264107026,0.375,40,9
15650,2005,16.969597056293747,0.5416666666666666,48,18
15700,2005,18.50885745602827,0.6666666666666666,50,16
15750,2005,19.23637854391583,0.5416666666666666,44,14
15800,2005,17.150957499230167,0.4166666666666667,40,10
15850,2005,18.6989710449675,0.5416666666666666,53,18
15900,2005,18.542053400163798,0.4166666666666667,47,19
15950,2005,18.617714684630112,0.5416666666666666,46,11
15990,2005,18.118887506772413,0.5416666666666666,40,15
16100,2005,12.607177689751898,0.5833333333333334,51,14
16150,2005,12.958411862400101,0.5,44,10
16200,2005,17.97313270933723,0.6666666666666666,49,11
16260,2005,18.33336850894642,0.5833333333333334,44,16
16350,2005,17.98883601776645,0.5416666666666666,48,12
16380,2005,17.511261839817664,0.6666666666666666,51,17
16400,2005,18.59903564877708,0.4166666666666667,49,18
16490,2005,12.66272633502975,0.5,48,11
16550,2005,18.718358734209264,0.5416666666666666,44,11
16610,2005,20.06278254234629,0.75,60,23
16650,2005,18.59599089557179,0.5416666666666666,51,12
16700,2005,18.37562091023956,0.5833333333333334,49,15
16900,2005,16.881946193518722,0.4583333333333333,43,11
16950,2005,15.673688522491563,0.4583333333333333,44,8
17000,2005,17.145290816804945,0.5833333333333334,52,16
17040,2005,10.802748098626278,0.5,38,11
17080,2005,11.884384005572908,0.4166666666666667,36,5
17100,2005,18.47382537142873,0.5833333333333334,47,14
17150,2005,17.844675388074915,0.5416666666666666,47,10
17200,2005,18.73911223084961,0.5416666666666666,48,10
17310,2005,15.939589955438299,0.625,45,13
17350,2005,16.224476540782693,0.4166666666666667,43,10
17400,2005,16.53476449014391,0.8333333333333334,57,25
17420,2005,17.89576505468522,0.5,46,17
17550,2005,20.197911663578,0.875,62,30
17620,2005,16.229016394908104,0.6666666666666666,47,15
17640,2005,13.504822887935722,0.5416666666666666,49,9
17650,2005,14.658353306618466,0.5416666666666666,46,14
17750,2005,15.71485091772391,0.3333333333333333,36,6
17850,2005,13.921218481164896,0.5833333333333334,50,16
17900,2005,20.804526431552365,0.6666666666666666,49,16
17950,2005,19.74798818377601,0.75,52,19
18020,2005,17.309561478050618,0.5416666666666666,45,15
18050,2005,18.649017430658226,0.5416666666666666,40,11
18100,2005,16.75472975555515,0.5833333333333334,47,13
18200,2005,18.230475857853904,0.5,43,8
18230,2005,17.02774716633539,0.5,49,15
18250,2005,18.36175837222846,0.5416666666666666,46,14
18350,2005,14.412764645888393,0.5,52,12
18400,2005,15.84594740795151,0.5,49,14
18450,2005,16.579951095336117,0.5,47,11
18500,2005,18.637186041270233,0.5416666666666666,40,11
18710,2005,14.13228121544639,0.5416666666666666,42,12
19399,2005,20.82271818012409,0.625,45,11
20110,2005,11.505307015659268,0.2916666666666667,29,8
20260,2005,13.315928003311877,0.375,41,12
20570,2005,12.649666097918404,0.4166666666666667,38,11
20660,2005,15.43090079047093,0.5,42,12
20740,2005,14.872426819964643,0.625,43,16
20830,2005,12.88394778746449,0.5416666666666666,41,13
20910,2005,15.65066165336192,0.5416666666666666,43,14
21010,2005,14.425214706116353,0.2916666666666667,33,7
21110,2005,15.627020220805536,0.5416666666666666,43,13
21180,2005,15.3612603903021,0.5416666666666666,44,15
21270,2005,15.973875828209817,0.3333333333333333,37,9
21370,2005,15.331843430286103,0.125,35,8
21450,2005,14.527936674879033,0.4583333333333333,41,13
21610,2005,15.064263713849748,0.5,41,14
21670,2005,14.384422631347432,0.2916666666666667,40,10
21750,2005,13.682119426825286,0.4583333333333333,44,13
21830,2005,13.79779075482121,0.375,43,13
21890,2005,15.555137055989828,0.5416666666666666,43,14
22110,2005,13.219461039463958,0.5416666666666666,41,11
22170,2005,15.105567152206222,0.5416666666666666,43,12
22250,2005,16.16240529835365,0.125,34,7
22310,2005,15.64808335451232,0.5416666666666666,42,15
22410,2005,14.185410419106496,0.5,46,13
22490,2005,13.704269198277231,0.4583333333333333,45,13
22620,2005,14.544028679853032,0.20833333333333334,33,9
22670,2005,15.32819447970555,0.5416666666666666,43,14
22750,2005,14.767337931713021,0.5,44,15
22830,2005,15.201487621731353,0.20833333333333334,31,11
22910,2005,12.643724014691708,0.4583333333333333,38,12
22980,2005,15.586598698340673,0.375,42,10
23110,2005,15.65610628134177,0.5416666666666666,44,18
23190,2005,14.579697362103904,0.375,40,11
23270,2005,14.483415700638142,0.5,42,13
23350,2005,14.272554335233199,0.125,30,4
23430,2005,15.46316907097625,0.5416666666666666,42,13
23670,2005,14.84195187445986,0.4583333333333333,41,15
23810,2005,14.0737310007827,0.625,47,14
23940,2005,15.385611524381876,0.16666666666666666,36,8
24130,2005,12.635474756349852,0.4583333333333333,39,12
24210,2005,15.06135970262129,0.4583333333333333,40,13
24250,2005,12.150137721502215,0.375,34,12
24330,2005,15.785099353814795,0.5416666666666666,43,15
24410,2005,14.689477376986867,0.4583333333333333,41,13
24600,2005,16.004183258585748,0.6666666666666666,44,15
24650,2005,14.635311363025084,0.5,44,14
24780,2005,16.95335618796415,0.4166666666666667,39,10
24850,2005,13.724688960571,0.4166666666666667,37,12
24900,2005,15.648534929583956,0.16666666666666666,29,9
24970,2005,15.212310838311515,0.5416666666666666,43,14
25060,2005,15.676370260048005,0.5416666666666666,43,16
25150,2005,12.784076338090417,0.4583333333333333,42,11
25250,2005,15.587400137306497,0.5416666666666666,43,15
25340,2005,14.765966214055895,0.5833333333333334,40,12
25430,2005,13.820411940480348,0.375,39,10
25490,2005,13.922954942015558,0.4166666666666667,48,14
25620,2005,12.913386891516929,0.375,37,12
25710,2005,14.364101512178992,0.4583333333333333,40,12
25810,2005,14.430651596464124,0.375,37,9
25900,2005,15.976088294101103,0.625,44,15
25990,2005,13.186393440895628,0.25,37,9
26080,2005,15.07507373943722,0.5416666666666666,43,14
26170,2005,14.530261022750658,0.8333333333333334,48,18
26260,2005,13.72635623959136,0.4166666666666667,46,11
26350,2005,15.764593994454176,0.5833333333333334,43,15
26430,2005,14.300864638796417,0.25,34,10
26490,2005,14.314794571269058,0.5,46,14
26610,2005,16.751684262700493,0.3333333333333333,35,7
26670,2005,12.706586503482447,0.25,31,5
26700,2005,13.78951751912294,0.125,26,4
26730,2005,14.241442534123392,0.5,51,14
26810,2005,13.44568084070128,0.5416666666666666,43,13
26890,2005,14.738088070074333,0.375,42,10
26980,2005,15.119590203872296,0.5,41,13
27070,2005,14.208778838997025,0.5,41,12
27170,2005,14.915791978896287,0.16666666666666666,27,2
27260,2005,15.094633445960211,0.5,45,16
27350,2005,15.984498684210333,0.6666666666666666,42,14
27450,2005,12.600216322565739,0.4583333333333333,40,13
27630,2005,15.817163995541131,0.2916666666666667,38,10
29399,2005,12.450127259550035,0.5416666666666666,40,12
30250,2005,27.311924956596087,0.625,65,22
30300,2005,21.693166515843526,0.7083333333333334,55,18
30370,2005,21.717651337936335,0.75,56,19
30410,2005,24.03260932981154,0.8333333333333334,66,24
30450,2005,24.91172136835858,0.75,64,17
30760,2005,22.72797108312994,0.8333333333333334,59,24
30900,2005,25.607538934603152,0.7916666666666666,60,12
31000,2005,21.021284475718474,0.7083333333333334,61,22
31750,2005,23.47889538954384,0.75,49,18
31820,2005,22.14085186605586,0.75,57,23
31900,2005,24.57326122310066,0.8333333333333334,79,27
31950,2005,27.386174830345283,0.6666666666666666,67,15
32080,2005,23.76540602331294,0.6666666666666666,59,9
32250,2005,27.869210137406466,0.75,71,27
32260,2005,23.542956137330584,0.625,62,8
32270,2005,22.657897372441766,0.875,61,27
32310,2005,23.80338281017462,0.7083333333333334,62,18
32330,2005,19.96648361771943,0.75,59,21
32450,2005,26.13069750054244,0.5833333333333334,60,8
32500,2005,26.381783434462896,0.5833333333333334,57,20
32600,2005,27.580595723896835,0.8333333333333334,79,28
32750,2005,25.114847894237485,0.7916666666666666,55,9
32770,2005,27.307903323761426,0.7916666666666666,70,17
32810,2005,24.35258634384367,0.6666666666666666,61,11
33100,2005,25.453342261379735,0.7916666666666666,66,29
33200,2005,24.739645811956244,0.7083333333333334,63,17
33220,2005,21.87910624007658,0.8333333333333334,56,26
33360,2005,22.660471393637486,0.7916666666666666,61,28
33430,2005,20.858462007078426,0.875,60,31
33610,2005,20.588225482414455,0.75,54,18
33620,2005,20.66661560764053,0.7916666666666666,56,26
33800,2005,23.928098387914183,0.625,64,16
33830,2005,26.129893728804937,0.6666666666666666,63,14
33960,2005,20.6157189655794,0.75,58,24
33980,2005,23.72745656052683,0.9583333333333334,79,28
34420,2005,27.570821223846878,0.5833333333333334,65,29
34530,2005,22.98476131778876,0.8333333333333334,65,31
34570,2005,25.935036913989368,0.5833333333333334,55,15
34580,2005,19.666013249040486,0.8333333333333334,62,23
34590,2005,20.892300628309396,0.75,61,27
34710,2005,24.82038291284485,0.75,70,22
34770,2005,22.8452858964058,0.875,79,30
34800,2005,26.62268800408875,0.7916666666666666,64,13
34830,2005,27.41268480640571,0.5,53,14
34860,2005,21.000663201123086,0.7916666666666666,56,23
34880,2005,25.570758338823737,0.5833333333333334,73,25
35010,2005,20.61686362371055,0.7083333333333334,57,26
35250,2005,27.32598971928638,0.7916666666666666,80,29
35300,2005,26.218758959639583,0.5416666666666666,57,4
35600,2005,21.796357622589575,0.75,59,23
35670,2005,27.279896595053504,0.5,54,15
35740,2005,21.1375263397008,0.625,50,26
35760,2005,21.22308871664415,0.8333333333333334,59,20
35780,2005,27.42642608799349,0.4583333333333333,48,15
35790,2005,24.134041352468017,0.875,63,24
35800,2005,22.497813449167243,0.75,53,16
36070,2005,27.41227474212649,0.5833333333333334,63,27
36150,2005,23.86504065108628,0.7916666666666666,64,19
36250,2005,21.337583833198046,0.6666666666666666,61,21
36300,2005,26.029943602052477,0.7916666666666666,70,16
36370,2005,23.00286760460843,0.7916666666666666,64,29
36510,2005,19.813555284558927,0.8333333333333334,63,28
36580,2005,19.83264635409396,0.7083333333333334,56,21
36630,2005,19.800303363116246,0.8333333333333334,62,23
36660,2005,17.450120598577897,0.8333333333333334,58,26
36720,2005,20.346769602004812,0.5833333333333334,53,24
36820,2005,21.576275592307542,0.5,42,6
