LGA_CODE16,Year,AvgFCTemp,rHist_AvgFCTemp,nAtRisk_FCHeat,nHighRisk_FCHeat
21670,2000,14.447133385786247,0.4583333333333333,55,17
21750,2000,13.637587650551831,0.4166666666666667,52,20
21830,2000,13.893384739430884,0.4583333333333333,53,23
21890,2000,15.404298098564485,0.4583333333333333,53,20
22110,2000,12.964700510684674,0.375,47,19
22170,2000,15.102310857486216,0.5,54,19
22250,2000,16.28956882382841,0.375,50,15
22310,2000,15.466388646045031,0.5,55,18
22410,2000,14.271650233229664,0.625,55,20
22490,2000,13.70379120779169,0.4166666666666667,54,17
22620,2000,14.524575855206361,0.125,49,13
22670,2000,15.230396298925745,0.4583333333333333,52,17
22750,2000,14.75500362183228,0.4583333333333333,51,19
22830,2000,15.267807761960434,0.2916666666666667,48,11
22910,2000,12.731655822471405,0.5,55,17
22980,2000,15.807896109979833,0.5,58,19
23110,2000,15.476877676333245,0.4583333333333333,50,18
23190,2000,14.801706667498395,0.5,58,19
23270,2000,14.379805416683041,0.4583333333333333,53,15
23350,2000,14.32945903950977,0.20833333333333334,45,10
23430,2000,15.263920338916012,0.4583333333333333,52,18
23670,2000,14.867833687959486,0.5,52,18
23810,2000,13.756992132621802,0.5,52,17
23940,2000,15.458270205318419,0.375,51,15
24130,2000,12.632095037089274,0.4166666666666667,50,13
24210,2000,15.076449977366337,0.5,52,18
24250,2000,12.124585309600253,0.3333333333333333,52,14
24330,2000,15.652398354043086,0.5,52,19
24410,2000,14.776505713641166,0.5,51,19
24600,2000,15.894975103478629,0.5416666666666666,54,20
24650,2000,14.51440586418912,0.4583333333333333,50,18
24780,2000,17.183401747275905,0.5,53,20
24850,2000,13.712514866540433,0.375,49,15
24900,2000,15.676577593937855,0.20833333333333334,49,13
24970,2000,15.106138320405636,0.4583333333333333,54,19
25060,2000,15.561666410803157,0.5,53,20
25150,2000,12.788697934539325,0.5,53,18
25250,2000,15.469071802138643,0.5,52,19
25340,2000,14.708067061145462,0.5,49,19
25430,2000,13.859269816469142,0.4583333333333333,51,16
25490,2000,14.04988744956712,0.625,55,23
25620,2000,12.9868143478948,0.5,51,16
25710,2000,14.44605781089088,0.5,52,18
25810,2000,14.67533802890469,0.5,54,20
25900,2000,15.83979841089641,0.5,55,20
25990,2000,13.37071180498213,0.4166666666666667,54,16
26080,2000,14.980976200168914,0.4166666666666667,49,16
26170,2000,14.240389294474511,0.5416666666666666,50,15
26260,2000,13.830150290324912,0.5416666666666666,57,21
26350,2000,15.621845198785033,0.5,55,19
26430,2000,14.348149527374492,0.3333333333333333,49,12
26490,2000,14.255072337519287,0.4166666666666667,50,20
26610,2000,16.823709956293968,0.4583333333333333,52,15
26670,2000,12.581148220938662,0.125,49,9
26700,2000,13.89991082101514,0.2916666666666667,48,12
26730,2000,14.386104853772903,0.625,60,22
26810,2000,13.128623449696557,0.4166666666666667,48,19
26890,2000,15.076759240961552,0.5833333333333334,59,23
26980,2000,15.068010381987849,0.4583333333333333,53,19
27070,2000,14.179441943561127,0.4583333333333333,52,16
27170,2000,15.00644580338945,0.20833333333333334,47,11
27260,2000,14.982002680561433,0.4583333333333333,49,20
27350,2000,15.876135491771137,0.5416666666666666,55,20
27450,2000,12.640599173234143,0.5,52,16
27630,2000,16.03312842109206,0.5,54,20
29399,2000,12.38361784477867,0.4583333333333333,49,19
30250,2000,26.685919531056165,0.08333333333333333,7,0
30300,2000,20.44621750629951,0.20833333333333334,18,2
30370,2000,20.469388697133542,0.16666666666666666,9,3
30410,2000,22.421247532133215,0.16666666666666666,13,3
30450,2000,23.036815299362452,0.125,11,1
30760,2000,21.34722622337402,0.20833333333333334,18,1
30900,2000,23.868605078895257,0.125,10,2
31000,2000,20.057156878416674,0.125,16,6
31750,2000,22.01912502203485,0.125,23,3
31820,2000,20.90018115636432,0.08333333333333333,9,4
31900,2000,23.374830569074476,0.125,15,1
31950,2000,25.767116730981858,0.08333333333333333,15,0
32080,2000,23.198702371837033,0.08333333333333333,15,4
32250,2000,26.552108222669617,0.08333333333333333,13,1
32260,2000,22.80141484867682,0.08333333333333333,17,2
32270,2000,21.269634336416367,0.20833333333333334,13,4
32310,2000,22.297197408200635,0.08333333333333333,11,3
32330,2000,19.0013540392243,0.20833333333333334,16,5
32450,2000,24.309214957099165,0.08333333333333333,4,1
32500,2000,25.672179575174905,0.041666666666666664,8,1
32600,2000,26.040946512274427,0.125,18,0
32750,2000,23.573115043301417,0.125,12,1
32770,2000,25.847949067751593,0.08333333333333333,16,0
32810,2000,23.49071250326649,0.041666666666666664,20,3
33100,2000,24.023515607164228,0.08333333333333333,16,1
33200,2000,23.178389126567264,0.125,19,0
33220,2000,20.856055870082226,0.08333333333333333,10,6
33360,2000,21.25491866909092,0.08333333333333333,9,4
33430,2000,19.88044087808642,0.08333333333333333,17,4
33610,2000,19.709771191141495,0.25,20,4
33620,2000,19.673493729303786,0.125,16,7
33800,2000,22.97500104591497,0.08333333333333333,13,3
33830,2000,25.05728368550704,0.041666666666666664,10,2
33960,2000,19.675642265948095,0.20833333333333334,21,8
33980,2000,22.025108838016237,0.125,13,4
34420,2000,26.737326865639215,0.125,12,0
34530,2000,21.982761805174803,0.16666666666666666,16,4
34570,2000,25.351132774613617,0.041666666666666664,9,0
34580,2000,18.679217017209933,0.25,18,7
34590,2000,19.864435324740555,0.125,19,6
34710,2000,22.84770584863719,0.125,11,1
34770,2000,21.48195942503509,0.08333333333333333,9,3
34800,2000,24.923867770557212,0.125,10,1
34830,2000,26.79950400128393,0.041666666666666664,6,0
34860,2000,19.629570154419767,0.20833333333333334,11,3
34880,2000,24.506140748008377,0.08333333333333333,13,1
35010,2000,19.657875347658603,0.125,15,6
35250,2000,26.154792743953873,0.08333333333333333,17,3
35300,2000,24.384973142479307,0.08333333333333333,11,1
35600,2000,20.27152318654767,0.20833333333333334,14,3
35670,2000,26.644267367534976,0.041666666666666664,5,0
35740,2000,20.238969219186938,0.041666666666666664,12,7
35760,2000,19.836962595599836,0.125,13,3
35780,2000,26.894009829870363,0.041666666666666664,12,1
35790,2000,23.08025603085921,0.08333333333333333,10,3
35800,2000,20.996260425025014,0.16666666666666666,17,2
36070,2000,26.70439380765615,0.125,9,0
36150,2000,22.10269364295275,0.16666666666666666,16,2
36250,2000,20.537097564811933,0.08333333333333333,16,3
36300,2000,24.336533945929183,0.125,16,1
36370,2000,21.697542363828667,0.08333333333333333,11,4
36510,2000,18.816466965799133,0.25,21,6
36580,2000,18.878701805600226,0.16666666666666666,16,5
36630,2000,18.74988152586495,0.20833333333333334,14,4
36660,2000,16.59573399178848,0.25,22,7
36720,2000,19.46905450726469,0.041666666666666664,13,6
36820,2000,20.77922581584078,0.08333333333333333,17,3
36910,2000,18.33424403351514,0.20833333333333334,20,5
36950,2000,26.94000876536137,0.041666666666666664,13,2
36960,2000,27.28663815566102,0.041666666666666664,19,3
37010,2000,22.89290753804923,0.041666666666666664,11,1
37300,2000,26.85679806777039,0.041666666666666664,7,0
37310,2000,19.751172346943406,0.20833333333333334,20,3
37340,2000,22.451586892207487,0.125,13,3
37400,2000,23.63698355552279,0.125,8,2
37550,2000,21.810696604799073,0.16666666666666666,12,4
37570,2000,24.49268232408119,0.041666666666666664,17,3
37600,2000,23.851356335676453,0.08333333333333333,15,3
40070,2000,17.351942506969966,0.5833333333333334,57,22
40120,2000,14.876030357483316,0.5833333333333334,57,21
40220,2000,16.040386897618667,0.5833333333333334,59,22
40250,2000,19.838720093435455,0.125,33,9
40310,2000,15.343209556868832,0.5833333333333334,59,22
40430,2000,17.622620725810865,0.875,63,28
40520,2000,17.331777472471412,0.5416666666666666,58,17
40700,2000,16.353012447800154,0.5833333333333334,55,24
40910,2000,16.672043054807393,0.5833333333333334,56,24
41010,2000,17.97355321823249,0.5833333333333334,60,23
41060,2000,17.310901538921847,0.5833333333333334,60,23
41140,2000,15.505649792529203,0.5416666666666666,57,22
41190,2000,17.33900680242342,0.5833333333333334,57,25
41330,2000,20.918104871659672,0.25,50,8
41560,2000,17.636449782004785,0.875,65,28
41750,2000,17.581849653049908,0.5833333333333334,60,26
41830,2000,18.25960868252561,0.625,59,21
41960,2000,17.6822138112751,0.6666666666666666,59,26
42030,2000,17.009212256455044,0.5833333333333334,60,27
42110,2000,15.856318687735124,0.5833333333333334,59,22
42250,2000,14.474605591570754,0.7083333333333334,51,22
42600,2000,17.079562472189725,0.5416666666666666,57,21
42750,2000,15.658110312099682,0.75,58,23
43080,2000,16.76026782572278,0.625,60,25
43220,2000,17.81563473619074,0.625,60,27
43360,2000,15.576814884370805,0.7916666666666666,66,26
43650,2000,16.171862921265316,0.5833333333333334,57,23
43710,2000,16.836140280538583,0.8333333333333334,60,26
43790,2000,17.095141237479506,0.5833333333333334,59,19
43920,2000,17.33720658320548,0.625,58,25
44000,2000,19.14240054472712,0.125,47,17
44060,2000,16.844690401046016,0.5416666666666666,59,20
44210,2000,16.85766182870407,0.5833333333333334,59,24
44340,2000,16.072266331787333,0.5416666666666666,54,23
44550,2000,15.170015874456197,0.5833333333333334,55,22
44620,2000,14.446095814226114,0.7083333333333334,55,22
44830,2000,17.49031087397879,0.8333333333333334,61,27
45040,2000,16.637273614523853,0.5833333333333334,62,27
45090,2000,15.261706629859631,0.7916666666666666,64,26
45120,2000,16.205064404694774,0.7083333333333334,61,25
45290,2000,17.229125974933975,0.5833333333333334,57,22
45340,2000,16.04555997040755,0.5833333333333334,55,17
45400,2000,16.738538081935857,0.625,59,22
45540,2000,16.10877840287089,0.5833333333333334,60,20
45680,2000,16.868284591071607,0.5833333333333334,57,25
45890,2000,17.327580902257264,0.5833333333333334,60,23
46090,2000,19.06402959556529,0.7083333333333334,59,26
46300,2000,16.975829153113043,0.875,68,25
46450,2000,18.296749435813066,0.9166666666666666,63,27
46510,2000,17.387331891255318,0.5833333333333334,59,23
46670,2000,17.814263604102987,0.75,60,23
46860,2000,15.215763634996998,0.8333333333333334,62,25
46970,2000,20.566102604722733,0.5833333333333334,54,18
47140,2000,17.28884708987235,0.5833333333333334,63,24
47290,2000,16.65281818049854,0.8333333333333334,62,25
47490,2000,18.496221302636997,0.7083333333333334,63,24
47630,2000,15.926261809028574,0.8333333333333334,60,26
47700,2000,16.3253323377156,0.5833333333333334,57,25
47800,2000,16.409713047449713,0.7916666666666666,66,27
47910,2000,16.82103240620245,0.5833333333333334,55,23
47980,2000,17.193015966910494,0.5833333333333334,56,22
48050,2000,15.493304090096014,0.5833333333333334,61,18
48130,2000,16.99887179856093,0.75,59,24
48260,2000,17.360482220766986,0.5833333333333334,57,22
48340,2000,14.729632672472087,0.7083333333333334,57,23
48410,2000,17.272468701412134,0.5833333333333334,61,22
48540,2000,18.476224479290973,0.7916666666666666,59,27
48640,2000,18.16304753224056,0.6666666666666666,59,25
48750,2000,15.130703949863156,0.5833333333333334,57,19
48830,2000,17.082341551780715,0.7083333333333334,61,22
49399,2000,20.628355315474227,0.4166666666666667,51,9
50080,2000,15.916403400116293,0.4166666666666667,49,11
50210,2000,17.35229967721826,0.4166666666666667,48,13
50250,2000,24.643255418767065,0.041666666666666664,25,5
50280,2000,16.32072995366947,0.4583333333333333,47,15
50350,2000,18.83934423018024,0.4166666666666667,43,20
50420,2000,18.799581342707587,0.4166666666666667,43,20
50490,2000,18.84072863843925,0.4166666666666667,45,19
50560,2000,17.06959464635111,0.25,41,9
50630,2000,16.080421212068234,0.4166666666666667,46,12
50770,2000,15.540679318575922,0.5,49,15
50840,2000,15.339905961136765,0.5,47,14
50910,2000,16.897857715126364,0.20833333333333334,39,9
50980,2000,26.00293462068008,0.041666666666666664,11,3
51080,2000,15.806079957654578,0.5416666666666666,48,12
51120,2000,17.424228748556015,0.16666666666666666,42,10
51190,2000,17.009920674187903,0.375,48,15
51260,2000,16.561433309740067,0.4166666666666667,48,14
51310,2000,18.942582567532874,0.4583333333333333,45,19
51330,2000,18.767063486771523,0.4166666666666667,45,17
51400,2000,16.70829480760249,0.3333333333333333,45,14
51470,2000,20.109409210786154,0.375,52,17
51540,2000,23.667860138611736,0.125,53,17
51610,2000,20.231938058561333,0.25,50,14
51680,2000,18.250242092244626,0.4166666666666667,45,15
51750,2000,18.915446856308524,0.4583333333333333,45,20
51820,2000,18.690217566294766,0.4583333333333333,44,18
51890,2000,15.850811591117443,0.5,50,14
51960,2000,17.35221781881101,0.041666666666666664,34,5
52030,2000,19.583353614546574,0.3333333333333333,48,12
52100,2000,16.951452972784733,0.20833333333333334,41,10
52170,2000,18.950819655194323,0.4583333333333333,46,20
52240,2000,15.546845675166198,0.5416666666666666,53,11
52310,2000,16.325164466322782,0.20833333333333334,39,9
52380,2000,20.874463199266334,0.041666666666666664,26,12
52450,2000,17.70617567465382,0.16666666666666666,39,10
52520,2000,19.080347569913823,0.16666666666666666,42,8
52590,2000,19.120974252784205,0.4583333333333333,45,18
52660,2000,16.314646316315645,0.4166666666666667,46,15
52730,2000,15.704558023989538,0.4583333333333333,57,14
52800,2000,26.437724423538814,0.08333333333333333,20,6
52870,2000,15.727250805643749,0.4166666666666667,48,15
52940,2000,18.116392241516085,0.16666666666666666,40,10
53010,2000,16.342113017547337,0.20833333333333334,44,11
53080,2000,17.24187447631458,0.125,42,12
53150,2000,18.898236104699453,0.4583333333333333,46,19
53220,2000,24.830848293226293,0.041666666666666664,10,0
53290,2000,16.549053096217552,0.125,39,11
53360,2000,24.18179036554745,0.041666666666666664,41,10
53430,2000,18.854275862050205,0.4583333333333333,46,19
53570,2000,18.815793331203583,0.4583333333333333,48,21
53640,2000,15.894931027960919,0.5,49,11
53710,2000,18.238646653587715,0.16666666666666666,39,10
53780,2000,18.55738293864038,0.4166666666666667,44,16
53800,2000,20.275752445062018,0.16666666666666666,44,12
53920,2000,25.828990686786653,0.08333333333333333,13,4
53990,2000,16.696146845654724,0.375,48,15
54060,2000,20.656921427106614,0.5416666666666666,56,22
54130,2000,16.07605577980887,0.25,40,8
54170,2000,18.897240055714814,0.5,45,20
54200,2000,17.53574218320066,0.4166666666666667,48,14
54280,2000,18.160357660608877,0.08333333333333333,43,11
54310,2000,26.162544104570923,0.08333333333333333,25,7
54340,2000,16.080613387901288,0.5,47,13
54410,2000,17.587768275636808,0.16666666666666666,39,9
54480,2000,15.983276472554188,0.20833333333333334,43,11
54550,2000,15.611860567754748,0.5,46,11
54620,2000,16.775378812066304,0.125,39,7
54690,2000,18.590659976331278,0.16666666666666666,40,8
54760,2000,16.640336078332105,0.20833333333333334,39,10
54830,2000,18.724118068570014,0.4583333333333333,47,19
54900,2000,16.235187488786192,0.20833333333333334,40,8
54970,2000,19.900098115475508,0.08333333333333333,33,3
55040,2000,19.87106470763685,0.041666666666666664,32,3
55110,2000,18.36758412722032,0.375,47,18
55180,2000,15.615223769281743,0.5,52,14
55250,2000,21.910780061586,0.041666666666666664,20,4
55320,2000,18.717471728233708,0.4166666666666667,44,19
55390,2000,18.950595187684893,0.041666666666666664,36,9
55460,2000,17.79473573108373,0.16666666666666666,41,9
55530,2000,20.26926540058169,0.2916666666666667,51,14
55600,2000,18.96749478578569,0.3333333333333333,46,10
55670,2000,19.9991953798005,0.16666666666666666,44,7
55740,2000,18.94434435445756,0.4583333333333333,46,20
55810,2000,20.199199351497377,0.041666666666666664,28,12
55880,2000,18.790652009042738,0.125,35,5
55950,2000,18.270236412656143,0.125,37,6
56090,2000,17.407043818079075,0.2916666666666667,46,13
56160,2000,21.729010114863616,0.041666666666666664,37,10
56230,2000,17.321191458917067,0.375,48,15
56300,2000,15.990844102342283,0.5,48,14
56370,2000,17.303753117587977,0.16666666666666666,40,7
56460,2000,16.20739276222682,0.20833333333333334,41,10
56580,2000,18.92610685714609,0.4583333333333333,45,20
56620,2000,21.905884364762368,0.08333333333333333,18,0
56730,2000,17.560323992403124,0.20833333333333334,40,10
56790,2000,20.61142893729967,0.25,56,14
56860,2000,18.255974234656893,0.125,39,8
56930,2000,18.950819659102823,0.4583333333333333,46,20
57000,2000,19.728065567345578,0.125,39,7
57080,2000,18.82096719709252,0.4583333333333333,43,19
57140,2000,16.667338814362488,0.20833333333333334,40,9
57210,2000,15.559270714475824,0.5416666666666666,54,10
57280,2000,25.864791619321707,0.041666666666666664,18,5
57350,2000,17.322656052087854,0.20833333333333334,40,9
57420,2000,16.338013137136013,0.125,36,5
57490,2000,18.766940033500983,0.4583333333333333,46,20
57630,2000,19.629185939136438,0.041666666666666664,27,8
57700,2000,17.684052363445208,0.4583333333333333,50,17
57770,2000,22.05083976449864,0.20833333333333334,53,16
57840,2000,18.826236202091483,0.4166666666666667,44,19
57910,2000,18.852228372474855,0.4583333333333333,43,19
57980,2000,18.901620354808763,0.4583333333333333,45,20
58050,2000,18.23797256780454,0.375,44,17
58190,2000,17.636819985089584,0.16666666666666666,39,9
58260,2000,20.072800617074723,0.3333333333333333,51,12
58330,2000,17.7442727577491,0.2916666666666667,42,12
58400,2000,18.072225923950242,0.16666666666666666,41,8
58470,2000,23.509027837078445,0.041666666666666664,38,14
58510,2000,18.834957271000093,0.4166666666666667,43,19
58540,2000,18.41420773681397,0.2916666666666667,43,10
58570,2000,18.79373681512688,0.4583333333333333,43,19
58610,2000,16.241832798367245,0.20833333333333334,45,11
58680,2000,16.263467238340642,0.375,42,9
58760,2000,18.80339295062864,0.5,46,20
58820,2000,17.03166305790835,0.375,46,14
58890,2000,15.876382749904302,0.5,47,11
59030,2000,18.072059234003728,0.125,38,7
59100,2000,16.498123150817616,0.20833333333333334,41,11
59170,2000,15.929906117079708,0.4166666666666667,43,9
59250,2000,21.841415155923286,0.041666666666666664,24,1
59310,2000,18.57500450956367,0.16666666666666666,42,11
59320,2000,16.1263222237591,0.4583333333333333,49,11
59330,2000,18.011338376562264,0.16666666666666666,38,9
59340,2000,26.301903365088315,0.16666666666666666,17,5
59350,2000,20.218949466149844,0.08333333333333333,32,9
59360,2000,17.66455561733841,0.08333333333333333,35,6
59370,2000,17.23135688869014,0.25,42,11
60210,2000,11.656726416933251,0.5,52,21
60410,2000,12.531826099065329,0.7083333333333334,60,19
60610,2000,11.141999025299866,0.5833333333333334,59,17
60810,2000,11.362371678275819,0.625,54,14
61010,2000,8.649926054175015,0.7916666666666666,63,20
61210,2000,12.595504127646413,0.625,62,19
61410,2000,13.016804134788744,0.5833333333333334,54,17
61510,2000,10.070117829683051,0.6666666666666666,62,18
61610,2000,12.735938233776341,0.5833333333333334,51,18
61810,2000,12.778663012702943,0.7083333333333334,54,16
62010,2000,14.025698661315648,0.3333333333333333,44,14
62210,2000,13.240462042269169,0.8333333333333334,54,16
62410,2000,12.132175478046063,0.5,56,17
62610,2000,10.814483252297991,0.625,60,18
62810,2000,11.44731767361608,0.6666666666666666,60,18
63010,2000,10.769950106170015,0.5416666666666666,56,17
63210,2000,10.36317990280566,0.6666666666666666,57,16
63410,2000,13.720183459950288,0.625,50,18
63610,2000,12.02744886132538,0.625,54,17
63810,2000,12.657502756052015,0.6666666666666666,51,18
64010,2000,11.121307254387226,0.7083333333333334,51,21
64210,2000,9.7353117820588,0.6666666666666666,59,18
64610,2000,10.855626193890506,0.5833333333333334,52,20
64810,2000,12.412524431852297,0.5,50,13
65010,2000,10.978100428988785,0.7083333333333334,58,20
65210,2000,12.358169017268018,0.4166666666666667,44,14
65410,2000,10.680708693981662,0.625,65,18
65610,2000,10.793560414623395,0.5833333333333334,64,19
65810,2000,12.621064225076248,0.7083333333333334,52,18
70200,2000,20.401847896649,0.16666666666666666,26,11
70420,2000,24.67444887643305,0.125,20,0
70540,2000,27.24804958749992,0.16666666666666666,26,5
70620,2000,23.250541434506264,0.125,19,6
70700,2000,27.1746809378348,0.20833333333333334,27,6
71000,2000,27.368738451942093,0.125,29,5
71300,2000,26.51332421771818,0.125,20,6
72200,2000,26.585498495831537,0.125,14,0
72300,2000,27.494768084072703,0.20833333333333334,27,7
72330,2000,21.660962479077092,0.125,24,8
72800,2000,27.434597970358038,0.16666666666666666,28,6
73600,2000,26.068614477668326,0.125,8,0
74050,2000,27.051596732738915,0.125,23,4
74550,2000,26.271581924026805,0.125,19,0
74560,2000,27.31775947867849,0.16666666666666666,28,5
74660,2000,27.1134328829135,0.125,16,2
74680,2000,26.72028861019783,0.16666666666666666,26,5
79399,2000,27.244844413194524,0.16666666666666666,24,4
89399,2000,11.427797267609796,0.08333333333333333,42,11
