LGA_CODE16,Year,AvgTemp,rHist_tHeatAvg,rSpat_rHist_tHeatAvg,cSpat_rHist_tHeatAvg,nAtRisk_tHeat,nHighRisk_tHeat,rHist_tHeat,rSpat_rHist_tHeat,cSpat_rHist_tHeat,nHW_EHF,nSHW_EHF,EHFAvg,rSpat_EHFAvg,cSpat_EHFAvg,rHist_tColdAvg,rSpat_rHist_tColdAvg,cSpat_rHist_tColdAvg,nAtRisk_tCold,nHighRisk_tCold,rHist_tCold,rSpat_rHist_tCold,cSpat_rHist_tCold,nCW_ECF,nSCW_ECF,ECFAvg,rSpat_ECFAvg,cSpat_ECFAvg
56580,2003,18.841725455244944,0.47619047619047616,0.6433823529411765,4,53,16,178.81071568244036,0.5459558823529411,3,7,3,16.449139654471836,0.9852941176470589,5,0.5238095238095238,0.27389705882352944,2,66,17,186.18928431755964,0.45588235294117646,3,15,2,2.0589370255443553,0.5349264705882353,3
56620,2003,23.48355031650362,0.47619047619047616,0.6433823529411765,4,46,13,179.03350280276365,0.5698529411764706,3,9,0,2.0714640509217346,0.15992647058823528,1,0.5238095238095238,0.27389705882352944,2,43,16,185.96649719723635,0.4319852941176471,3,12,2,4.956322771150077,0.8805147058823529,5
56730,2003,17.775769546199346,0.42857142857142855,0.5643382352941176,3,53,17,179.68765480380654,0.6176470588235294,4,12,0,6.343452093392425,0.6599264705882353,4,0.5714285714285714,0.3602941176470588,2,64,19,185.31234519619346,0.38419117647058826,2,16,4,2.7191724761104425,0.6599264705882353,4
56790,2003,20.55705529402382,0.23809523809523808,0.3069852941176471,2,43,12,173.7124234128536,0.24816176470588236,2,10,1,3.3672136787144096,0.2849264705882353,2,0.7619047619047619,0.6158088235294118,4,66,24,191.2875765871464,0.7536764705882353,4,22,5,2.5406434505189828,0.625,4
56860,2003,18.826318350924222,0.5238095238095238,0.7297794117647058,4,60,19,181.69234780341546,0.7702205882352942,4,9,0,4.005807739586744,0.36764705882352944,2,0.47619047619047616,0.20955882352941177,2,57,18,183.30765219658454,0.23161764705882354,2,13,2,3.756624827307202,0.7849264705882353,4
56930,2003,18.840273914598452,0.47619047619047616,0.6433823529411765,4,55,14,178.87876417676966,0.5569852941176471,3,7,2,16.67836643720797,0.9963235294117647,5,0.5238095238095238,0.27389705882352944,2,67,17,186.12123582323034,0.44485294117647056,3,15,2,1.7310062770966834,0.43014705882352944,3
57000,2003,20.376754934575477,0.47619047619047616,0.6433823529411765,4,56,23,182.0872115760657,0.7959558823529411,4,15,3,5.740866803357414,0.59375,3,0.5238095238095238,0.27389705882352944,2,65,21,182.9127884239343,0.20588235294117646,2,15,4,4.1774076789006225,0.8272058823529411,5
57080,2003,18.782420414441273,0.42857142857142855,0.5643382352941176,3,52,16,179.02776691435275,0.5680147058823529,3,8,3,13.13088205239333,0.9448529411764706,5,0.5714285714285714,0.3602941176470588,2,67,18,185.97223308564725,0.4338235294117647,3,14,3,2.583293356821016,0.6341911764705882,4
57140,2003,17.03335407012947,0.6190476190476191,0.8272058823529411,5,58,16,182.48285751531742,0.8161764705882353,5,12,2,8.395764549310488,0.8216911764705882,5,0.38095238095238093,0.11213235294117647,1,59,16,182.51714248468258,0.18566176470588236,1,9,3,2.5486939473786867,0.6286764705882353,4
57210,2003,15.706029034314101,0.6666666666666666,0.8915441176470589,5,63,25,183.14548298787642,0.8419117647058824,5,13,4,13.365901071595221,0.9540441176470589,5,0.33333333333333337,0.04779411764705882,1,62,16,181.85451701212358,0.15992647058823528,1,11,0,0.6198539026679963,0.025735294117647058,1
57280,2003,27.045266257900103,0.2857142857142857,0.38786764705882354,2,50,16,178.29618041976275,0.5073529411764706,3,13,3,2.489308087074687,0.19301470588235295,1,0.7142857142857143,0.5514705882352942,3,44,12,186.70381958023725,0.4944852941176471,3,11,2,3.612886110828161,0.7683823529411765,4
57350,2003,17.731988175029638,0.5714285714285714,0.7941176470588235,4,59,16,181.9078347021249,0.78125,4,11,0,7.075747143093927,0.7481617647058824,4,0.4285714285714286,0.17647058823529413,1,62,19,183.0921652978751,0.22058823529411764,2,12,2,2.7695969458638006,0.6727941176470589,4
57420,2003,16.7634973898326,0.6190476190476191,0.8272058823529411,5,61,24,180.51896754008604,0.6783088235294118,4,12,2,9.941554911187506,0.8713235294117647,5,0.38095238095238093,0.11213235294117647,1,63,19,184.48103245991396,0.3235294117647059,2,17,3,1.8431162528108678,0.47058823529411764,3
57490,2003,18.71535023336543,0.42857142857142855,0.5643382352941176,3,55,14,180.2865336983444,0.6599264705882353,4,7,2,14.589690197086751,0.96875,5,0.5714285714285714,0.3602941176470588,2,68,14,184.7134663016556,0.34191176470588236,2,14,0,0.9624226160430654,0.09191176470588236,1
57630,2003,21.089027450999186,0.42857142857142855,0.5643382352941176,3,63,13,182.04549602398643,0.7922794117647058,4,6,0,3.43777436645179,0.3014705882352941,2,0.5714285714285714,0.3602941176470588,2,56,13,182.95450397601357,0.20955882352941177,2,9,1,4.962270963986907,0.8823529411764706,5
57700,2003,17.626919496222733,0.47619047619047616,0.6433823529411765,4,49,15,180.38091513492373,0.6654411764705882,4,9,3,11.236757582609377,0.9191176470588235,5,0.5238095238095238,0.27389705882352944,2,70,17,184.61908486507627,0.33639705882352944,2,12,0,1.2541425614200863,0.21323529411764705,2
57770,2003,22.14488524998706,0.3333333333333333,0.4522058823529412,3,47,15,176.60683092165297,0.43933823529411764,3,10,3,6.410499808397176,0.6691176470588235,4,0.6666666666666667,0.4889705882352941,3,64,23,188.39316907834703,0.5625,3,17,2,1.982229991909978,0.5091911764705882,3
57840,2003,18.831451072105008,0.5238095238095238,0.7297794117647058,4,54,16,179.33633163863902,0.5974264705882353,3,8,3,13.615867198130402,0.9577205882352942,5,0.47619047619047616,0.20955882352941177,2,65,19,185.66366836136098,0.40441176470588236,3,14,1,2.2960036379708884,0.5845588235294118,3
57910,2003,18.767279310422413,0.42857142857142855,0.5643382352941176,3,53,16,178.77786468517795,0.5404411764705882,3,7,3,15.500750698582014,0.9742647058823529,5,0.5714285714285714,0.3602941176470588,2,65,20,186.22213531482205,0.46139705882352944,3,16,3,2.3563449770588143,0.5955882352941176,3
57980,2003,18.83002532573597,0.47619047619047616,0.6433823529411765,4,52,16,178.8575153174293,0.5514705882352942,3,7,3,15.927615389324185,0.9779411764705882,5,0.5238095238095238,0.27389705882352944,2,66,17,186.1424846825707,0.45036764705882354,3,15,2,2.221212453476201,0.5661764705882353,3
58050,2003,18.2683248681565,0.47619047619047616,0.6433823529411765,4,54,16,179.65180550123844,0.6139705882352942,4,11,2,10.59374773186638,0.8897058823529411,5,0.5238095238095238,0.27389705882352944,2,64,17,185.34819449876156,0.38786764705882354,2,13,2,3.280269690036764,0.7352941176470589,4
58190,2003,18.096760750181144,0.47619047619047616,0.6433823529411765,4,54,16,181.3234258897145,0.7426470588235294,4,11,0,5.713109233558114,0.5882352941176471,3,0.5238095238095238,0.27389705882352944,2,63,19,183.6765741102855,0.25919117647058826,2,14,2,2.9350577527502826,0.7003676470588235,4
58260,2003,20.150980239045147,0.47619047619047616,0.6433823529411765,4,54,24,181.4587407117716,0.7591911764705882,4,12,5,10.665298755334394,0.8952205882352942,5,0.5238095238095238,0.27389705882352944,2,60,23,183.5412592882284,0.2426470588235294,2,20,3,3.038727903243816,0.7113970588235294,4
58330,2003,17.858385747191445,0.38095238095238093,0.5147058823529411,3,52,16,179.0724807717377,0.5753676470588235,3,12,2,8.010557682678785,0.7996323529411765,4,0.6190476190476191,0.43933823529411764,3,68,20,185.9275192282623,0.4264705882352941,3,18,4,2.88737093079834,0.6911764705882353,4
58400,2003,18.611300990424347,0.47619047619047616,0.6433823529411765,4,57,21,181.57580497979404,0.7647058823529411,4,11,0,3.9994147559307205,0.3639705882352941,2,0.5238095238095238,0.27389705882352944,2,58,19,183.42419502020596,0.23713235294117646,2,12,2,4.193197128178185,0.8290441176470589,5
58470,2003,24.4126203732948,0.47619047619047616,0.6433823529411765,4,56,25,180.40607482727154,0.6691176470588235,4,18,1,4.057736481001445,0.3713235294117647,2,0.5238095238095238,0.27389705882352944,2,62,20,184.59392517272846,0.3327205882352941,2,16,0,2.5881667919639173,0.6360294117647058,4
58510,2003,18.852344040674723,0.5238095238095238,0.7297794117647058,4,56,16,179.67761699908746,0.6158088235294118,4,9,2,11.863110365138306,0.9301470588235294,5,0.47619047619047616,0.20955882352941177,2,66,19,185.32238300091254,0.3860294117647059,2,14,2,2.5333549762699774,0.6213235294117647,4
58540,2003,18.495225569320066,0.42857142857142855,0.5643382352941176,3,57,17,179.53891278842394,0.6029411764705882,4,12,2,8.35679129022644,0.8161764705882353,5,0.5714285714285714,0.3602941176470588,2,68,26,185.46108721157606,0.39889705882352944,2,19,4,3.2771160878409944,0.7334558823529411,4
58570,2003,18.749387985386278,0.42857142857142855,0.5643382352941176,3,52,16,178.93208186677094,0.5606617647058824,3,8,3,13.199618692534001,0.9485294117647058,5,0.5714285714285714,0.3602941176470588,2,68,19,186.06791813322906,0.4411764705882353,3,14,3,2.7319320943002823,0.6654411764705882,4
58610,2003,16.54275931191364,0.6666666666666666,0.8915441176470589,5,58,20,183.81619084865076,0.8694852941176471,5,11,3,11.671861820042391,0.9246323529411765,5,0.33333333333333337,0.04779411764705882,1,64,13,181.18380915134924,0.1323529411764706,1,5,0,1.0089248764260026,0.10294117647058823,1
58680,2003,16.365024092028005,0.5714285714285714,0.7941176470588235,4,56,16,181.42914874201537,0.7573529411764706,4,12,2,8.003044486003072,0.7977941176470589,4,0.4285714285714286,0.17647058823529413,1,65,16,183.57085125798463,0.24448529411764705,2,7,1,2.174997054397659,0.5569852941176471,3
58760,2003,18.653420409111146,0.42857142857142855,0.5643382352941176,3,55,16,178.90040411941078,0.5588235294117647,3,9,3,12.149817619611074,0.9356617647058824,5,0.5714285714285714,0.3602941176470588,2,62,24,186.09959588058922,0.4430147058823529,3,15,3,3.3290365301068707,0.7408088235294118,4
58820,2003,17.26307082943722,0.6190476190476191,0.8272058823529411,5,57,13,184.17233737452744,0.8823529411764706,5,9,3,10.282975095749535,0.8878676470588235,5,0.38095238095238093,0.11213235294117647,1,60,10,180.82766262547256,0.11948529411764706,1,5,0,1.312239314807831,0.23897058823529413,2
58890,2003,16.040966235901152,0.6666666666666666,0.8915441176470589,5,59,17,184.21261895450397,0.8878676470588235,5,12,3,8.960331601734357,0.8419117647058824,5,0.33333333333333337,0.04779411764705882,1,62,12,180.78738104549603,0.11397058823529412,1,2,0,2.2323277154235903,0.5680147058823529,3
59030,2003,18.78509094289008,0.5238095238095238,0.7297794117647058,4,59,19,182.56941728588188,0.8216911764705882,5,9,0,3.4678512784750715,0.30514705882352944,2,0.47619047619047616,0.20955882352941177,2,54,20,182.43058271411812,0.1801470588235294,1,13,3,3.955352575032441,0.8051470588235294,5
59100,2003,16.872154974876214,0.6666666666666666,0.8915441176470589,5,60,18,182.11171946291228,0.7996323529411765,4,10,3,11.447240228774517,0.9209558823529411,5,0.33333333333333337,0.04779411764705882,1,65,18,182.88828053708772,0.20220588235294118,2,10,0,1.4443663873080512,0.3180147058823529,2
59170,2003,16.082511557883606,0.6190476190476191,0.8272058823529411,5,58,16,182.94329292139224,0.8363970588235294,5,13,3,8.122276546586669,0.8033088235294118,5,0.38095238095238093,0.11213235294117647,1,64,14,182.05670707860776,0.16544117647058823,1,8,0,1.1631985348398695,0.16176470588235295,1
59250,2003,22.894595044728845,0.19047619047619047,0.22977941176470587,2,43,12,174.254204145483,0.28308823529411764,2,8,0,2.021419512138063,0.15625,1,0.8095238095238095,0.6966911764705882,4,60,20,190.745795854517,0.71875,4,17,2,4.096911677780538,0.8180147058823529,5
59310,2003,18.85965482519099,0.38095238095238093,0.5147058823529411,3,59,16,179.9346890887759,0.6378676470588235,4,11,0,5.466419380341253,0.5533088235294118,3,0.6190476190476191,0.43933823529411764,3,67,21,185.0653109112241,0.3639705882352941,2,16,3,3.2348733955231537,0.7242647058823529,4
59320,2003,16.357246960332144,0.6666666666666666,0.8915441176470589,5,59,21,184.3573197757789,0.8970588235294118,5,10,3,13.262908792244879,0.9503676470588235,5,0.33333333333333337,0.04779411764705882,1,60,11,180.6426802242211,0.10477941176470588,1,4,0,0.6997172124819839,0.03676470588235294,1
59330,2003,18.510798840285993,0.47619047619047616,0.6433823529411765,4,53,18,181.5245730673967,0.7610294117647058,4,11,0,4.650842375524077,0.4430147058823529,3,0.5238095238095238,0.27389705882352944,2,63,21,183.4754269326033,0.24080882352941177,2,13,3,3.880681734251649,0.7977941176470589,4
59340,2003,27.24149439432852,0.6666666666666666,0.8915441176470589,5,66,22,189.49276495893625,0.9650735294117647,5,13,0,0.30580991513949074,0.029411764705882353,1,0.33333333333333337,0.04779411764705882,1,47,5,175.50723504106375,0.03676470588235294,1,5,0,0.9873534688556049,0.09926470588235294,1
59350,2003,21.239620436625955,0.47619047619047616,0.6433823529411765,4,53,20,181.63824794681267,0.7683823529411765,4,11,1,4.54993207430999,0.4319852941176471,3,0.5238095238095238,0.27389705882352944,2,59,17,183.36175205318733,0.23345588235294118,2,14,3,4.321040262398985,0.8400735294117647,5
59360,2003,18.5539815523547,0.5238095238095238,0.7297794117647058,4,59,22,182.6959979142224,0.8290441176470589,5,10,1,2.7864150135634853,0.22426470588235295,2,0.47619047619047616,0.20955882352941177,2,56,22,182.3040020857776,0.17279411764705882,1,13,3,3.627976058849829,0.7702205882352942,4
59370,2003,17.490645315538952,0.5714285714285714,0.7941176470588235,4,55,17,181.3827401903272,0.7536764705882353,4,13,1,6.254415614180352,0.6507352941176471,4,0.4285714285714286,0.17647058823529413,1,64,18,183.6172598096728,0.24816176470588236,2,11,3,2.9669700388557287,0.7058823529411765,4
60210,2003,11.420765778083002,0.23809523809523808,0.3069852941176471,2,60,19,176.7744752965715,0.44485294117647056,3,8,0,2.1431684544763456,0.16727941176470587,1,0.7619047619047619,0.6158088235294118,4,64,24,188.2255247034285,0.5569852941176471,3,9,2,1.6357293952291683,0.39705882352941174,2
60410,2003,12.071902339323747,0.3333333333333333,0.4522058823529412,3,51,22,175.61934558727677,0.3915441176470588,2,16,0,1.9538199072757239,0.15441176470588236,1,0.6666666666666667,0.4889705882352941,3,61,21,189.38065441272323,0.6102941176470589,4,8,2,2.7676340354435207,0.6691176470588235,4
60610,2003,10.880267816184936,0.42857142857142855,0.5643382352941176,3,53,18,179.96975622474253,0.6415441176470589,4,13,0,2.5246456766897496,0.20036764705882354,2,0.5714285714285714,0.3602941176470588,2,68,26,185.03024377525747,0.3602941176470588,2,11,0,0.9374608151777776,0.08455882352941177,1
60810,2003,11.108693625900441,0.42857142857142855,0.5643382352941176,3,53,18,180.76117846434624,0.6911764705882353,4,11,0,2.536197636041948,0.20404411764705882,2,0.5714285714285714,0.3602941176470588,2,61,24,184.23882153565376,0.31066176470588236,2,11,1,1.074219061607347,0.125,1
61010,2003,8.203643357556007,0.2857142857142857,0.38786764705882354,2,51,24,178.18198409594578,0.5,3,11,0,3.2923247080053377,0.27941176470588236,2,0.7142857142857143,0.5514705882352942,3,62,20,186.81801590405422,0.5018382352941176,3,9,3,3.4061840766719245,0.7444852941176471,4
61210,2003,12.30362881658829,0.3333333333333333,0.4522058823529412,3,54,18,178.55129709294746,0.5165441176470589,3,14,1,3.7342967084475887,0.34191176470588236,2,0.6666666666666667,0.4889705882352941,3,71,26,186.44870290705254,0.4852941176470588,3,14,1,1.1841112425758218,0.17647058823529413,1
61410,2003,12.63066630530848,0.3333333333333333,0.4522058823529412,3,51,25,175.15786729239994,0.3584558823529412,2,18,0,2.424718089279581,0.1875,1,0.6666666666666667,0.4889705882352941,3,60,22,189.84213270760006,0.6433823529411765,4,9,1,1.866285207635943,0.4797794117647059,3
61510,2003,9.659854945369478,0.2857142857142857,0.38786764705882354,2,49,24,176.43019163081738,0.42463235294117646,3,12,1,5.005371663188653,0.49080882352941174,3,0.7142857142857143,0.5514705882352942,3,68,24,188.56980836918262,0.5772058823529411,3,10,3,2.1567960649397246,0.5533088235294118,3
61610,2003,12.568679991624748,0.42857142857142855,0.5643382352941176,3,54,17,180.99165688958414,0.7132352941176471,4,12,0,2.150175684244365,0.16911764705882354,1,0.5714285714285714,0.3602941176470588,2,67,21,184.00834311041586,0.28860294117647056,2,6,1,1.8032016283096288,0.45588235294117646,3
61810,2003,12.562716772090907,0.38095238095238093,0.5147058823529411,3,57,16,181.26306870029984,0.7297794117647058,4,16,0,1.7161209897692538,0.1323529411764706,1,0.6190476190476191,0.43933823529411764,3,67,24,183.73693129970016,0.27205882352941174,2,9,0,0.7863543542351132,0.04963235294117647,1
62010,2003,14.039126370704349,0.42857142857142855,0.5643382352941176,3,51,20,178.55181853734845,0.5183823529411765,3,13,1,4.063171484685234,0.37316176470588236,2,0.5714285714285714,0.3602941176470588,2,62,18,186.44818146265155,0.4834558823529412,3,9,3,2.1959493954175064,0.5606617647058824,3
62210,2003,12.803158753538796,0.38095238095238093,0.5147058823529411,3,51,16,180.00104288880198,0.6433823529411765,4,13,0,1.3975403867895957,0.11213235294117647,1,0.6190476190476191,0.43933823529411764,3,63,22,184.99895711119802,0.3584558823529412,2,8,2,1.702848766940085,0.41544117647058826,3
62410,2003,11.892393570894713,0.23809523809523808,0.3069852941176471,2,55,19,176.21796375961412,0.41360294117647056,3,9,0,2.388972988417132,0.18198529411764705,1,0.7619047619047619,0.6158088235294118,4,65,28,188.78203624038588,0.5882352941176471,3,14,2,1.5277766771097945,0.36213235294117646,2
62610,2003,10.444113345507997,0.3333333333333333,0.4522058823529412,3,52,24,177.0675270499283,0.4577205882352941,3,18,0,3.2461099512995832,0.2702205882352941,2,0.6666666666666667,0.4889705882352941,3,62,21,187.93247295007168,0.5441176470588235,3,11,2,1.8210126832390283,0.4632352941176471,3
62810,2003,11.086901859959518,0.3333333333333333,0.4522058823529412,3,51,23,176.8597314561335,0.45036764705882354,3,19,0,3.2760922786712836,0.27389705882352944,2,0.6666666666666667,0.4889705882352941,3,62,22,188.1402685438665,0.5514705882352942,3,11,1,1.6193545063577914,0.3897058823529412,2
63010,2003,10.485361959142232,0.3333333333333333,0.4522058823529412,3,52,24,177.5043670968583,0.47058823529411764,3,15,1,4.958574162974939,0.4834558823529412,3,0.6666666666666667,0.4889705882352941,3,67,26,187.4956329031417,0.53125,3,14,0,1.0299764423220574,0.11029411764705882,1
63210,2003,10.059245230775485,0.38095238095238093,0.5147058823529411,3,56,18,179.71111980185114,0.6194852941176471,4,11,0,2.261318239743119,0.17279411764705882,1,0.6190476190476191,0.43933823529411764,3,63,22,185.28888019814886,0.38235294117647056,2,10,1,1.341390321691853,0.25919117647058826,2
63410,2003,13.305227238674698,0.14285714285714285,0.09191176470588236,1,44,18,172.8225785425629,0.17647058823529413,1,12,0,2.497440299149236,0.1948529411764706,1,0.8571428571428572,0.7738970588235294,4,71,23,192.1774214574371,0.8253676470588235,5,12,1,0.7866443485843067,0.051470588235294115,1
63610,2003,11.768844960160454,0.38095238095238093,0.5147058823529411,3,53,23,178.87654803806544,0.5533088235294118,3,18,1,3.7094345250248844,0.33639705882352944,2,0.6190476190476191,0.43933823529411764,3,60,22,186.12345196193456,0.4485294117647059,3,10,0,1.0602674619939658,0.1213235294117647,1
63810,2003,12.356807136743608,0.3333333333333333,0.4522058823529412,3,55,16,179.64672141832878,0.6121323529411765,4,13,0,1.5177047420741703,0.125,1,0.6666666666666667,0.4889705882352941,3,64,19,185.35327858167122,0.3897058823529412,2,6,1,2.5235577226219026,0.6194852941176471,4
64010,2003,10.803945506165089,0.3333333333333333,0.4522058823529412,3,60,14,179.7558336592361,0.6268382352941176,4,10,0,2.6121903400027673,0.20955882352941177,2,0.6666666666666667,0.4889705882352941,3,64,25,185.2441663407639,0.375,2,8,1,1.7084836366841372,0.41911764705882354,3
64210,2003,9.38010717358262,0.2857142857142857,0.38786764705882354,2,57,20,178.57515317429278,0.5257352941176471,3,12,0,1.9495574882164468,0.15257352941176472,1,0.7142857142857143,0.5514705882352942,3,64,24,186.42484682570722,0.47610294117647056,3,9,2,2.3080447544469567,0.59375,3
64610,2003,10.578102629055108,0.3333333333333333,0.4522058823529412,3,57,18,179.14391865467346,0.5845588235294118,3,8,0,3.266669089726729,0.27205882352941174,2,0.6666666666666667,0.4889705882352941,3,60,21,185.85608134532654,0.4172794117647059,3,10,2,2.5383576853630303,0.6231617647058824,4
64810,2003,12.144673472173418,0.23809523809523808,0.3069852941176471,2,51,24,173.45561204536565,0.2261029411764706,2,16,0,2.534846490477376,0.20220588235294118,2,0.7619047619047619,0.6158088235294118,4,62,25,191.54438795463435,0.7757352941176471,4,12,1,1.3970022324267877,0.2775735294117647,2
65010,2003,10.559054333686017,0.3333333333333333,0.4522058823529412,3,53,22,177.05996610611393,0.45588235294117646,3,13,0,2.038176469887807,0.15808823529411764,1,0.6666666666666667,0.4889705882352941,3,64,22,187.94003389388607,0.5459558823529411,3,8,2,3.245178960522965,0.7261029411764706,4
65210,2003,12.214822310617535,0.23809523809523808,0.3069852941176471,2,54,21,173.03285099726241,0.19117647058823528,1,16,2,3.392275379576017,0.29044117647058826,2,0.7619047619047619,0.6158088235294118,4,67,32,191.96714900273759,0.8106617647058824,5,14,0,1.2529651018018386,0.20955882352941177,2
65410,2003,10.37039919981912,0.3333333333333333,0.4522058823529412,3,57,19,178.61595619867032,0.5275735294117647,3,14,0,2.9937633223396305,0.24448529411764705,2,0.6666666666666667,0.4889705882352941,3,73,25,186.38404380132968,0.4742647058823529,3,13,0,0.8282983529444425,0.05698529411764706,1
65610,2003,10.290964311095953,0.19047619047619047,0.22977941176470587,2,48,22,172.65858427845131,0.15992647058823528,1,14,0,3.2393843770738338,0.26838235294117646,2,0.8095238095238095,0.6966911764705882,4,71,29,192.34141572154869,0.8419117647058824,5,18,4,1.8058804935618564,0.4577205882352941,3
65810,2003,12.196380026117996,0.2857142857142857,0.38786764705882354,2,53,14,178.41246252118367,0.5128676470588235,3,13,0,1.4183972761741348,0.11397058823529412,1,0.7142857142857143,0.5514705882352942,3,65,20,186.58753747881633,0.4889705882352941,3,8,2,2.723521870922705,0.6617647058823529,4
70200,2003,21.37442683475476,0.38095238095238093,0.5147058823529411,3,46,14,183.25003259027505,0.8511029411764706,5,8,1,4.6882400703869065,0.4540441176470588,3,0.6190476190476191,0.43933823529411764,3,48,14,181.74996740972495,0.15073529411764705,1,14,0,3.2074845766279605,0.7224264705882353,4
70420,2003,25.630050516128563,0.47619047619047616,0.6433823529411765,4,36,6,179.17025159692346,0.5863970588235294,3,2,0,0.6265669663245845,0.05514705882352941,1,0.5238095238095238,0.27389705882352944,2,46,14,185.8297484030765,0.41544117647058826,3,12,2,5.090627003734166,0.8933823529411765,5
70540,2003,27.855187448736764,0.6666666666666666,0.8915441176470589,5,51,13,185.7854256289923,0.9375,5,6,0,0.20062209303144568,0.014705882352941176,1,0.33333333333333337,0.04779411764705882,1,34,5,179.2145743710077,0.06433823529411764,1,3,0,2.17093103849125,0.5551470588235294,3
70620,2003,24.378622743201603,0.5238095238095238,0.7297794117647058,4,41,6,180.46265154477905,0.6746323529411765,4,1,0,0.0109382898591979,0.009191176470588236,1,0.47619047619047616,0.20955882352941177,2,50,15,184.53734845522095,0.3272058823529412,2,15,2,4.389018245655491,0.8474264705882353,5
70700,2003,27.77837003943041,0.8095238095238095,0.9779411764705882,5,57,30,189.49028809803156,0.9632352941176471,5,22,6,0.8644207830156613,0.07536764705882353,1,0.19047619047619047,0.012867647058823529,1,41,3,175.50971190196844,0.03860294117647059,1,1,0,1.0706510062584,0.12316176470588236,1
71000,2003,28.01911403055063,0.6666666666666666,0.8915441176470589,5,50,16,186.18641637335418,0.9448529411764706,5,7,0,0.17173009430895628,0.012867647058823529,1,0.33333333333333337,0.04779411764705882,1,31,3,178.81358362664582,0.05698529411764706,1,3,0,2.01516724570815,0.5165441176470589,3
71300,2003,27.049417676011203,0.6666666666666666,0.8915441176470589,5,28,7,178.50619215226178,0.5147058823529411,3,7,0,0.9342460956132632,0.08088235294117647,1,0.33333333333333337,0.04779411764705882,1,34,4,186.49380784773822,0.48713235294117646,3,5,0,1.1755466655385982,0.16727941176470587,1
72200,2003,27.239463870819325,0.5238095238095238,0.7297794117647058,4,59,16,179.85829748403077,0.6305147058823529,4,12,7,1.8999583914781981,0.14522058823529413,1,0.47619047619047616,0.20955882352941177,2,48,10,185.14170251596923,0.3713235294117647,2,6,0,2.2352424174205536,0.5716911764705882,3
72300,2003,27.97619501531943,0.6190476190476191,0.8272058823529411,5,54,18,184.6115239212619,0.90625,5,11,2,0.5546331005200332,0.04779411764705882,1,0.38095238095238093,0.11213235294117647,1,39,4,180.3884760787381,0.09558823529411764,1,3,0,1.4253483264432056,0.29963235294117646,2
72330,2003,22.81398597180029,0.5238095238095238,0.7297794117647058,4,53,11,184.5267892061009,0.8988970588235294,5,6,0,2.150918179337671,0.17095588235294118,1,0.47619047619047616,0.20955882352941177,2,46,8,180.4732107938991,0.10294117647058823,1,8,1,3.145297102952496,0.7205882352941176,4
72800,2003,28.00702740264268,0.6190476190476191,0.8272058823529411,5,48,15,184.17520531873288,0.8841911764705882,5,11,0,0.2593107154753024,0.02022058823529412,1,0.38095238095238093,0.11213235294117647,1,36,4,180.82479468126712,0.11764705882352941,1,3,0,1.8396488873716383,0.46875,3
73600,2003,26.93526681155377,0.5714285714285714,0.7941176470588235,4,40,9,179.60591839395124,0.6066176470588235,4,7,3,1.7309206799188142,0.13602941176470587,1,0.4285714285714286,0.17647058823529413,1,35,9,185.39408160604876,0.3952205882352941,2,4,0,3.648743360078561,0.7738970588235294,4
74050,2003,27.84411051501969,0.7142857142857143,0.9558823529411765,5,38,9,185.42849693651414,0.9264705882352942,5,6,1,0.29227087966411,0.027573529411764705,1,0.2857142857142857,0.03125,1,33,4,179.57150306348586,0.07536764705882353,1,3,0,0.971589795848297,0.0974264705882353,1
74550,2003,26.965932646189675,0.5714285714285714,0.7941176470588235,4,53,14,180.88267500977707,0.7040441176470589,4,9,2,1.619343805763841,0.13051470588235295,1,0.4285714285714286,0.17647058823529413,1,53,11,184.11732499022293,0.2977941176470588,2,10,0,2.144832220343032,0.5496323529411765,3
74560,2003,27.952876654063203,0.6666666666666666,0.8915441176470589,5,50,13,187.1203232955286,0.9540441176470589,5,6,0,0.14970968152858083,0.011029411764705883,1,0.33333333333333337,0.04779411764705882,1,34,4,177.8796767044714,0.04779411764705882,1,3,0,2.0858221814015137,0.5404411764705882,3
74660,2003,27.855025479564947,0.6666666666666666,0.8915441176470589,5,54,16,185.8078477382349,0.9393382352941176,5,18,1,0.2370152223274898,0.016544117647058824,1,0.33333333333333337,0.04779411764705882,1,34,5,179.1921522617651,0.0625,1,4,0,1.4987177437124906,0.34375,2
74680,2003,27.3640675962788,0.5714285714285714,0.7941176470588235,4,56,14,185.53043931690783,0.9319852941176471,5,8,0,0.3681546315091088,0.03125,1,0.4285714285714286,0.17647058823529413,1,36,5,179.46956068309217,0.06985294117647059,1,3,0,2.306478612884998,0.5919117647058824,3
79399,2003,27.82359877808456,0.7142857142857143,0.9558823529411765,5,58,23,186.6812671098944,0.9466911764705882,5,19,7,0.7759075025275509,0.06801470588235294,1,0.2857142857142857,0.03125,1,40,3,178.3187328901056,0.05514705882352941,1,4,0,0.8615444408016134,0.0661764705882353,1
89399,2003,11.80201294698549,0.2857142857142857,0.38786764705882354,2,57,18,179.09307782557684,0.5790441176470589,3,15,0,2.748696953231246,0.22242647058823528,2,0.7142857142857143,0.5514705882352942,3,53,18,185.90692217442316,0.4227941176470588,3,8,4,4.737570271768876,0.8658088235294118,5
