LGA_CODE16,Year,AvgTemp,rHist_tHeatAvg,rSpat_rHist_tHeatAvg,cSpat_rHist_tHeatAvg,nAtRisk_tHeat,nHighRisk_tHeat,rHist_tHeat,rSpat_rHist_tHeat,cSpat_rHist_tHeat,nHW_EHF,nSHW_EHF,EHFAvg,rSpat_EHFAvg,cSpat_EHFAvg,rHist_tColdAvg,rSpat_rHist_tColdAvg,cSpat_rHist_tColdAvg,nAtRisk_tCold,nHighRisk_tCold,rHist_tCold,rSpat_rHist_tCold,cSpat_rHist_tCold,nCW_ECF,nSCW_ECF,ECFAvg,rSpat_ECFAvg,cSpat_ECFAvg
12850,2000,17.62432504754739,0.23809523809523808,0.4099264705882353,3,47,17,175.0336331638639,0.4099264705882353,3,11,0,2.6600635660871563,0.3161764705882353,2,0.7619047619047619,0.4852941176470588,3,69,26,190.9663668361361,0.5919117647058824,3,21,5,2.468974223462241,0.6470588235294118,4
12870,2000,16.101270916362818,0.14285714285714285,0.14522058823529413,1,48,14,174.8111067657411,0.39705882352941174,2,8,0,10.0903599923626,0.8051470588235294,5,0.8571428571428572,0.7132352941176471,4,70,28,191.1888932342589,0.6047794117647058,4,21,1,1.5462924742368003,0.4650735294117647,3
12900,2000,16.672041919097683,0.14285714285714285,0.14522058823529413,1,47,7,174.68947985921002,0.37683823529411764,2,4,0,1.4087186553347841,0.24816176470588236,2,0.8571428571428572,0.7132352941176471,4,63,23,191.31052014078998,0.625,4,20,4,3.5781444347702784,0.7463235294117647,4
12930,2000,17.876917707464095,0.19047619047619047,0.29044117647058826,2,44,19,174.56798331377917,0.3713235294117647,2,11,1,5.000069325613472,0.45036764705882354,3,0.8095238095238095,0.59375,3,69,27,191.43201668622083,0.6305147058823529,4,22,6,2.651159938437075,0.6819852941176471,4
12950,2000,16.730561527125854,0.047619047619047616,0.001838235294117647,1,29,1,165.70355885803676,0.14522058823529413,1,0,0,0,0.001838235294117647,1,0.9523809523809523,0.9393382352941176,5,71,30,200.29644114196324,0.8566176470588235,5,28,8,4.794788091400603,0.8180147058823529,5
13010,2000,14.097687929543003,0.3333333333333333,0.5441176470588235,3,29,5,178.66353800026073,0.5588235294117647,3,0,0,0,0.001838235294117647,1,0.6666666666666667,0.4375,3,55,24,187.33646199973927,0.4430147058823529,3,16,5,5.937273569152769,0.8823529411764706,5
13310,2000,12.864468400291864,0.14285714285714285,0.14522058823529413,1,41,12,172.92165297875113,0.2775735294117647,2,7,0,2.583329230326625,0.3125,2,0.8571428571428572,0.7132352941176471,4,73,27,193.07834702124887,0.7242647058823529,4,24,5,2.7813135853209614,0.6893382352941176,4
13340,2000,14.899933242816694,0.19047619047619047,0.29044117647058826,2,50,10,176.15395645939253,0.47794117647058826,3,9,0,4.821122792126578,0.4319852941176471,3,0.8095238095238095,0.59375,3,72,24,189.84604354060747,0.5238970588235294,3,17,4,2.7856699989624927,0.6911764705882353,4
13450,2000,16.829864517423015,0.09523809523809523,0.06433823529411764,1,37,8,171.80432798852823,0.24080882352941177,2,4,0,4.18659037085887,0.40441176470588236,3,0.9047619047619048,0.8584558823529411,5,71,22,194.19567201147177,0.7610294117647058,4,15,2,2.260721207905377,0.6047794117647058,4
13510,2000,14.72318103437216,0.14285714285714285,0.14522058823529413,1,52,9,176.73654021639942,0.49816176470588236,3,3,0,0.6592710351677801,0.2113970588235294,2,0.8571428571428572,0.7132352941176471,4,64,21,189.26345978360058,0.5036764705882353,3,18,5,3.1386843376816413,0.71875,4
13550,2000,17.825293001774813,0.23809523809523808,0.4099264705882353,3,41,2,177.3648807195933,0.5220588235294118,3,0,0,0,0.001838235294117647,1,0.7619047619047619,0.4852941176470588,3,55,25,188.6351192804067,0.4797794117647059,3,19,3,3.8636954796060277,0.7702205882352942,4
13660,2000,17.80124748011676,0.3333333333333333,0.5441176470588235,3,23,3,175.54868987094252,0.4375,3,0,0,0,0.001838235294117647,1,0.6666666666666667,0.4375,3,58,25,190.4513101290575,0.5643382352941176,3,18,6,6.126213398854193,0.8878676470588235,5
13800,2000,16.490285659244527,0.14285714285714285,0.14522058823529413,1,45,12,172.80719593273366,0.27205882352941174,2,6,0,1.4421653619688588,0.25183823529411764,2,0.8571428571428572,0.7132352941176471,4,75,30,193.19280406726634,0.7297794117647058,4,25,9,3.132862071527655,0.7169117647058824,4
13850,2000,17.35676692885251,0.14285714285714285,0.14522058823529413,1,44,14,176.07743449354712,0.4724264705882353,3,8,1,9.799294801525575,0.7775735294117647,4,0.8571428571428572,0.7132352941176471,4,66,25,189.92256550645288,0.5294117647058824,3,13,0,1.2584132674445483,0.38419117647058826,2
13910,2000,14.488351619288418,0.14285714285714285,0.14522058823529413,1,50,7,175.08069352105332,0.41360294117647056,3,0,0,0,0.001838235294117647,1,0.8571428571428572,0.7132352941176471,4,69,19,190.91930647894668,0.5882352941176471,3,16,3,3.9139492115126124,0.7738970588235294,4
14000,2000,17.17177122668492,0.19047619047619047,0.29044117647058826,2,45,16,173.39486377265024,0.29963235294117646,2,9,0,3.8433372936421937,0.38786764705882354,2,0.8095238095238095,0.59375,3,68,26,192.60513622734976,0.7022058823529411,4,22,5,2.5984731369023346,0.6709558823529411,4
14100,2000,18.112678207009232,0.23809523809523808,0.4099264705882353,3,45,18,174.5743710076913,0.37316176470588236,2,10,2,6.508377752679855,0.5845588235294118,3,0.7619047619047619,0.4852941176470588,3,68,18,191.4256289923087,0.6286764705882353,4,20,5,2.1842931967942825,0.5900735294117647,3
14170,2000,18.163282867337855,0.23809523809523808,0.4099264705882353,3,45,18,175.12697171164126,0.4172794117647059,3,12,2,5.8183513704021195,0.5294117647058824,3,0.7619047619047619,0.4852941176470588,3,65,23,190.87302828835877,0.5845588235294118,3,22,6,2.3669112654188473,0.6194852941176471,4
14200,2000,17.099610430839906,0.2857142857142857,0.5183823529411765,3,27,5,175.93703558858036,0.46691176470588236,3,0,0,0,0.001838235294117647,1,0.7142857142857143,0.45955882352941174,3,56,23,190.06296441141964,0.5349264705882353,3,19,5,6.194761030387172,0.8915441176470589,5
14300,2000,15.224820262314813,0.14285714285714285,0.14522058823529413,1,49,9,176.49002737583106,0.48713235294117646,3,5,0,1.3377191103935673,0.24448529411764705,2,0.8571428571428572,0.7132352941176471,4,64,22,189.50997262416894,0.5147058823529411,3,16,4,3.072294419683172,0.7113970588235294,4
14350,2000,17.627833600822708,0.2857142857142857,0.5183823529411765,3,37,7,178.11080693521052,0.5404411764705882,3,3,0,0.8987027144593398,0.2261029411764706,2,0.7142857142857143,0.45955882352941174,3,65,21,187.88919306478948,0.46139705882352944,3,14,5,4.030508830934367,0.7775735294117647,4
14400,2000,16.050924709911566,0.19047619047619047,0.29044117647058826,2,49,16,172.70316777473602,0.2647058823529412,2,11,0,3.3400014147691492,0.3694852941176471,2,0.8095238095238095,0.59375,3,71,36,193.29683222526398,0.7371323529411765,4,28,5,1.93065975534182,0.5386029411764706,3
14500,2000,17.527390446819258,0.19047619047619047,0.29044117647058826,2,46,17,174.02972233085646,0.3382352941176471,2,9,1,5.432353544235946,0.4834558823529412,3,0.8095238095238095,0.59375,3,66,22,191.97027766914354,0.6636029411764706,4,21,5,2.2843908654519844,0.6084558823529411,4
14550,2000,18.329812892473473,0.23809523809523808,0.4099264705882353,3,29,8,175.60826489375572,0.44485294117647056,3,4,0,2.687135517520119,0.31985294117647056,2,0.7619047619047619,0.4852941176470588,3,61,19,190.39173510624428,0.5569852941176471,3,15,4,3.7869098755733024,0.7628676470588235,4
14600,2000,17.18674231715757,0.09523809523809523,0.06433823529411764,1,43,5,170.49120062573328,0.21507352941176472,2,1,0,4.10181308034373,0.39705882352941174,2,0.9047619047619048,0.8584558823529411,5,72,28,195.50879937426672,0.7867647058823529,4,25,3,2.2280810624391254,0.5992647058823529,3
14650,2000,17.77934073783011,0.23809523809523808,0.4099264705882353,3,33,12,175.8671620388476,0.46139705882352944,3,7,2,7.535669536974063,0.6525735294117647,4,0.7619047619047619,0.4852941176470588,3,62,24,190.1328379611524,0.5404411764705882,3,18,3,1.7434135005966866,0.5128676470588235,3
14700,2000,18.023854435467346,0.23809523809523808,0.4099264705882353,3,46,18,174.41011602137922,0.35661764705882354,2,10,2,6.194992428207076,0.5643382352941176,3,0.7619047619047619,0.4852941176470588,3,67,19,191.58988397862078,0.6452205882352942,4,20,5,2.1242998223064506,0.5753676470588235,3
14750,2000,16.934971544978122,0.09523809523809523,0.06433823529411764,1,43,10,173.67527049928302,0.3088235294117647,2,7,0,5.464629011543851,0.48713235294117646,3,0.9047619047619048,0.8584558823529411,5,70,22,192.32472950071698,0.6930147058823529,4,16,2,2.6393442720875036,0.6764705882352942,4
14850,2000,19.07497448054821,0.14285714285714285,0.14522058823529413,1,27,7,171.5612045365663,0.23161764705882354,2,3,0,4.1748464574797834,0.4025735294117647,3,0.8571428571428572,0.7132352941176471,4,62,28,194.4387954634337,0.7702205882352942,4,20,7,5.17673486317499,0.8455882352941176,5
14870,2000,13.568380497569033,0.19047619047619047,0.29044117647058826,2,48,10,174.88528223178204,0.40441176470588236,3,3,0,1.5118043278124556,0.26286764705882354,2,0.8095238095238095,0.59375,3,64,22,191.11471776821796,0.5974264705882353,3,21,6,4.525873795903411,0.8014705882352942,5
14900,2000,17.305997767628824,0.19047619047619047,0.29044117647058826,2,47,16,173.97444922435145,0.3327205882352941,2,11,0,2.018857396959692,0.27941176470588236,2,0.8095238095238095,0.59375,3,71,28,192.02555077564855,0.6691176470588235,4,27,6,2.248765758908769,0.6029411764705882,4
14920,2000,16.183537667220417,0.14285714285714285,0.14522058823529413,1,37,2,172.7607873810455,0.2665441176470588,2,0,0,0,0.001838235294117647,1,0.8571428571428572,0.7132352941176471,4,64,28,193.2392126189545,0.7352941176470589,4,23,5,3.9854708516131594,0.7757352941176471,4
14950,2000,15.95615167069171,0.19047619047619047,0.29044117647058826,2,48,11,175.39851388345718,0.4227941176470588,3,7,0,7.52881637604656,0.6507352941176471,4,0.8095238095238095,0.59375,3,66,27,190.60148611654282,0.5790441176470589,3,18,3,2.377706618795813,0.6231617647058824,4
15050,2000,17.815999818874204,0.14285714285714285,0.14522058823529413,1,35,10,173.3849563290314,0.2977941176470588,2,6,0,5.586254957327704,0.5055147058823529,3,0.8571428571428572,0.7132352941176471,4,69,27,192.6150436709686,0.7040441176470589,4,21,3,1.740060129745351,0.5073529411764706,3
15240,2000,17.036621036018197,0.19047619047619047,0.29044117647058826,2,40,10,174.48572545952288,0.3639705882352941,2,6,0,2.9610738600197446,0.34558823529411764,2,0.8095238095238095,0.59375,3,69,26,191.51427454047712,0.6378676470588235,4,22,6,2.4471274378014534,0.6397058823529411,4
15270,2000,14.596833609360095,0.14285714285714285,0.14522058823529413,1,40,4,172.08460435406076,0.24816176470588236,2,0,0,0,0.001838235294117647,1,0.8571428571428572,0.7132352941176471,4,66,26,193.91539564593924,0.7536764705882353,4,24,6,3.7952572793457824,0.7647058823529411,4
15300,2000,19.770307821715313,0.3333333333333333,0.5441176470588235,3,26,3,175.83483248598617,0.45955882352941174,3,0,0,0,0.001838235294117647,1,0.6666666666666667,0.4375,3,55,24,190.16516751401383,0.5422794117647058,3,20,6,5.945155881061509,0.8860294117647058,5
15350,2000,18.26154607762406,0.23809523809523808,0.4099264705882353,3,48,18,176.07938991005085,0.4742647058823529,3,11,3,6.894734690026993,0.6121323529411765,4,0.7619047619047619,0.4852941176470588,3,67,20,189.92061008994915,0.5275735294117647,3,22,5,2.0761201313690045,0.5588235294117647,3
15520,2000,16.60275136946341,0.38095238095238093,0.5661764705882353,3,53,17,177.3201668622083,0.5183823529411765,3,7,2,16.800462062463865,0.9779411764705882,5,0.6190476190476191,0.4209558823529412,3,74,21,188.6798331377917,0.4834558823529412,3,10,0,1.074077518829036,0.2977941176470588,2
15560,2000,16.617630848264117,0.09523809523809523,0.06433823529411764,1,47,14,174.13648807195932,0.34191176470588236,2,8,0,9.00209755940671,0.7316176470588235,4,0.9047619047619048,0.8584558823529411,5,71,26,191.86351192804068,0.6599264705882353,4,18,2,1.6248859899300516,0.49264705882352944,3
15650,2000,16.190028334708256,0.19047619047619047,0.29044117647058826,2,43,6,173.7149002737583,0.3125,2,0,0,0,0.001838235294117647,1,0.8095238095238095,0.59375,3,71,30,192.2850997262417,0.6893382352941176,4,28,6,2.4530166677694534,0.6415441176470589,4
15700,2000,18.051457595466932,0.2857142857142857,0.5183823529411765,3,37,6,178.09894407508799,0.5386029411764706,3,2,0,0.9442664855533005,0.22977941176470587,2,0.7142857142857143,0.45955882352941174,3,63,20,187.90105592491201,0.4632352941176471,3,14,5,4.8923167432574095,0.8253676470588235,5
15750,2000,18.782704936080915,0.3333333333333333,0.5441176470588235,3,37,2,178.56550645287447,0.5551470588235294,3,0,0,0,0.001838235294117647,1,0.6666666666666667,0.4375,3,55,23,187.43449354712553,0.44669117647058826,3,17,5,5.643746467604904,0.8694852941176471,5
15800,2000,16.700768913508817,0.09523809523809523,0.06433823529411764,1,45,10,174.78555599009255,0.39338235294117646,2,7,0,5.931149151395467,0.5404411764705882,3,0.9047619047619048,0.8584558823529411,5,70,25,191.21444400990745,0.6084558823529411,4,18,2,2.384977422818954,0.625,4
15850,2000,17.412398342173745,0.047619047619047616,0.001838235294117647,1,36,1,168.83613609698867,0.18933823529411764,1,0,0,0,0.001838235294117647,1,0.9523809523809523,0.9393382352941176,5,70,28,197.16386390301133,0.8125,5,24,6,5.2018361131439335,0.8492647058823529,5
15900,2000,18.094628670827955,0.14285714285714285,0.14522058823529413,1,34,12,172.7687394081606,0.26838235294117646,2,7,2,9.0268777872195,0.7334558823529411,4,0.8571428571428572,0.7132352941176471,4,67,24,193.2312605918394,0.7334558823529411,4,20,2,1.6304573820657142,0.4944852941176471,3
15950,2000,18.227804174188723,0.23809523809523808,0.4099264705882353,3,47,18,175.53070003910832,0.43566176470588236,3,11,2,6.39503970236272,0.5716911764705882,3,0.7619047619047619,0.4852941176470588,3,66,20,190.46929996089168,0.5661764705882353,3,21,5,2.088086073796619,0.5625,3
15990,2000,17.714394638447178,0.23809523809523808,0.4099264705882353,3,46,16,174.77108590796507,0.3897058823529412,2,10,1,6.078135918310145,0.5569852941176471,3,0.7619047619047619,0.4852941176470588,3,65,21,191.22891409203493,0.6121323529411765,4,21,5,2.1101730563155052,0.5698529411764706,3
16100,2000,11.871868838386902,0.19047619047619047,0.29044117647058826,2,45,13,173.78008082388214,0.3161764705882353,2,4,0,3.873976205257863,0.3897058823529412,2,0.8095238095238095,0.59375,3,70,22,192.21991917611786,0.6856617647058824,4,20,5,5.77200258796785,0.8768382352941176,5
16150,2000,12.28561491267807,0.19047619047619047,0.29044117647058826,2,45,4,173.2960500586625,0.28860294117647056,2,1,0,0.782248688448242,0.21507352941176472,2,0.8095238095238095,0.59375,3,64,19,192.7039499413375,0.7132352941176471,4,19,5,5.3727063155208405,0.8584558823529411,5
16200,2000,16.99749374259366,0.09523809523809523,0.06433823529411764,1,47,5,173.3272063616217,0.29411764705882354,2,0,0,0,0.001838235294117647,1,0.9047619047619048,0.8584558823529411,5,66,26,192.6727936383783,0.7077205882352942,4,24,6,4.126021508758843,0.78125,4
16260,2000,17.79943727909543,0.19047619047619047,0.29044117647058826,2,47,16,174.829487680876,0.4007352941176471,3,12,0,3.188986924546465,0.3639705882352941,2,0.8095238095238095,0.59375,3,69,28,191.170512319124,0.6011029411764706,4,20,5,2.6504128935105844,0.6801470588235294,4
16350,2000,17.449355126719915,0.14285714285714285,0.14522058823529413,1,47,13,173.05396949550254,0.28125,2,4,0,2.8305462442809874,0.3327205882352941,2,0.8571428571428572,0.7132352941176471,4,76,29,192.94603050449746,0.7205882352941176,4,28,7,2.4415813178577,0.6360294117647058,4
16380,2000,17.02242851620185,0.2857142857142857,0.5183823529411765,3,34,10,176.45196193455874,0.4834558823529412,3,3,0,1.032656217687397,0.23161764705882354,2,0.7142857142857143,0.45955882352941174,3,60,24,189.54803806544126,0.5183823529411765,3,15,5,3.3474120380362846,0.7334558823529411,4
16400,2000,18.046144845707182,0.09523809523809523,0.06433823529411764,1,33,12,170.0904706035719,0.20955882352941177,2,9,2,6.4958957205885115,0.5808823529411765,3,0.9047619047619048,0.8584558823529411,5,74,29,195.9095293964281,0.7922794117647058,4,26,4,1.5296191811810718,0.4577205882352941,3
